Identifiant;Nom Etablissement;CodePostal;Code APE;Libelle APE;coordonnees_x;coordonnees_y;COORDONNEE
051.01159;Orfevrerie d' Ercuis;60530;3212Z;Fabrication d'articles de joaillerie et bijouterie;597758;2470703;
75100040;EARL DE KERHERVE;29540;012G;Elevage de volailles;150300;2372099;
061.02881;ARTUB;38460;287Q;Fabrication d'articles métalliques divers;825480.630472;2084940.45913;
061.03504;ISOCHROME;42290;285A;Traitement et revêtement des métaux;765200;2056500;
063.02367;SATIN DECOR;44270;261E;Fabrication de verre creux;283670;2229986;
062.02399;Papeteries Matussière et Forest - site de Rambervillers;88700;211C;Fabrication de papier et de carton;918584;2380155;
062.01859;Les céramiques de sarguemines;57200;263Z;Fabrication de carreaux en céramique;945921;2466541;
56027018;SARL DE LA BASSE COUR;56420;0147Z;Élevage de volailles;225638;2338051;
070.00057;MOTTEZ;59193;2599B;Fabrication d'autres articles métalliques;635253;2631339;
164.00086;ANETT HUIT;3260;7729Z;Location et location-bail d'autres biens personnels et domestiques;684900;2135417;
070.01284;TOTAL RAFFINAGE MARKETING;59810;4730Z;Commerce de détail de carburants en magasin spécialisé;654795;2621291;
070.01322;Auchan Cote d'opale;62280;4711F;Hypermarchés;553147;2638115;
052.01642;GRANEL;40260;2014Z;Fabrication d'autres produits chimiques organiques de base;329298;1893568;
052.02494;MESSIER BUGATTI DOWTY;64401;3030Z;Construction aéronautique et spatiale;359879;1802781;
062.06474;SAS EUROVITA;88800;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;868344.79966213;2361875.3449314;
063.01114;SIFDDA CENTRE;85490;3832Z;Récupération de déchets triés;374105.678;2156066.322;
063.01124;SOFRAL sa;53110;1012Z;Transformation et conservation de la viande de volaille;390979.58;2386492.78;
054.01139;ARCELORMITTAL SAINTE COLOMBE;21400;2434Z;Tréfilage à froid;765297;2321607;
054.01255;ENTREPOT PETROLIER DE DIJON;21600;5210B;Entreposage et stockage non frigorifique;805135.947;2257560.676;
054.01360;Vallourec Valinox Nucléaire Montbard;21501;2420Z;Fabrication de tubes -  tuyaux -  profilés creux et accessoires correspondants en acier;750638;2293774;
75600339;EARL OEUFS DE LA PORTE AUX MOINES;22320;0147Z;Élevage de volailles;207767;2380799;
054.01715;GE WATER & PROCESS TECHNOLOGIES;71530;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;794256;2205037;
055.00110;LDC BRETAGNE;22800;1012Z;Transformation et conservation de la viande de volaille;642471.3680318;2374351.1396566;
055.01352;LIVBAG;29590;2051Z;Fabrication de produits explosifs;123200;2382400;
064.00321;JEAN NIEL;6130;2053Z;Fabrication d'huiles essentielles;971658.05;1858327.71;
064.00872;OPTEX;5160;323Z;Fabrication d'appareils de réception -  enregistrement ou reproduction du son et de l'image;923499;1955600;
064.00570;PURFER;13700;3832Z;Récupération de déchets triés;832158.32197842;1826024.5986653;
055.01783;SOCALYS;56440;1012Z;Transformation et conservation de la viande de volaille;195161;2332758;
055.03521;ROMI (REDON);35600;3832Z;Récupération de déchets triés;267380;2303244;
057.01358;ESKA;52200;3832Z;Récupération de déchets triés;824200;2321910;
056.01473;COVIAL;15000;1011Z;Transformation et conservation de la viande de boucherie;607551;1990398;
056.02445;INEO INFRACOM;3150;4222Z;Construction de réseaux électriques et de télécommunications;682988.09;2144689.25;
064.04835;AIR LIQUIDE HYDROGENE SMR Lavéra;13500;2011Z;Fabrication de gaz industriels;816662;1824077;
064.04837;EVERE;13270;3821Z;Traitement et élimination des déchets non dangereux;804444;1827490;
056.01498;GEFA;63360;5210A;Entreposage et stockage frigorifique;661830;2093070;
064.01235;CARRIERES DE CUERS ET CARNOULES;83660;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;913104;1818676;
057.01741;Zehndergroup;51520;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;746721;2444081;
055.00976;U.C.L.A.B. INDUSTRIE;29800;1051D;Fabrication d'autres produits laitiers;114135;2404205;
057.02428;BRINK TOWING SYSTEMS;51450;2932Z;Fabrication d'autres équipements automobiles;723197.79524632;2477985.7589818;
055.14660;SELTEA SA;56580;1085Z;Fabrication de plats préparés;219556;2349562;
058.00924;Labeyrie traiteur surgeles;27110;4639A;Commerce de gros (commerce interentreprises) de produits surgelés;496046.112789;2462911.47763;
058.00356;TOTAL PETROCHEMICALS FRANCE Notre Dame de Gravenchon;76330;2014Z;Fabrication d'autres produits chimiques organiques de base;471467;2500445;
058.01637;CLARIANT Production France - Usine du Tréport;76470;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;530911;2562885;
058.00540;DA Alizay;27460;1712Z;Fabrication de papier et de carton;515826.29;2479808.53;
065.08407;AUTO PIECES 19;77370;4511Z;Commerce de voitures et de véhicules automobiles légers;660327.78264295;2395928.5366718;
068.02539;COTES D'OLT;46140;1102B;Vinification;518886;1944174;
059.01034;MONTS & TERROIRS;39570;1051C;Fabrication de fromage;853422;2190347;
061.02407;VORON Marc;7300;012G;Elevage de volailles;789778;2008937;
064.00360;Relais Vrac PRIMAGAZ Carros;6510;;non renseigné;990578;1877607;
064.01100;Embouteillage et Services des Vins;84700;8292Z;Activités de conditionnement;803412;1893162;
065.03835;FAURECIA;91152;;non renseigné;585300;2384300;
065.07546;CIDEB;77610;285D;Mécanique générale;639174;2412155;
051.01952;NESTLE PURINA PETCARE France S.A.S.;80800;1092Z;Fabrication d'aliments pour animaux de compagnie;610000;2545500;
055.12875;ISDND DE CHUBIGUER;56360;8411Z;Administration publique générale;182000;2276200;
070.00685;SANINORD;59930;3700Z;Collecte et traitement des eaux usées;639901.55335147;2629337.545856;
051.03369;Auchan amiens sud;80044;4711F;Hypermarchés;595922.97;2540683.77;
068.02460;megisserie ALRIC;12100;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;659513;1900167;
057.03560;TERRALYS;51340;3821Z;Traitement et élimination des déchets non dangereux;785816;2412545;
051.06008;VALOR'AISNE;2210;3821Z;Traitement et élimination des déchets non dangereux;674967;2459030;
065.14723;Végéterie municipale;78135;8411Z;Administration publique générale;568979;2443344;
058.00435;Compagnie Industrielle Maritime;76058;5210B;Entreposage et stockage non frigorifique;440000;2502600;
052.00601;DECONS Bouliac;33270;3831Z;Démantèlement d'épaves;374166.08;1983806.56;
058.00570;GREIF France - site de Grand Quevilly;76121;2591Z;Fabrication de fûts et emballages métalliques similaires;505481.05706421;2493184.5129714;
052.01420;Pôle écologique landais;40800;3832Z;Récupération de déchets triés;394192.57;1863483.16;
058.00821;STEINER;27950;2012Z;Fabrication de colorants et de pigments;536200.25495392;2456447.6210099;
052.02140;AREAL SAS;47230;4621Z;Commerce de gros (commerce interentreprises) de céréales -  de tabac non manufacturé -  de semences et d'aliments pour le bétail;441265.67;1916138.51;
070.01360;Biscuiterie Vander;59560;1072Z;Fabrication de biscuits -  biscottes et pâtisseries de conservation;647524;2641098;
070.00916;VERBRUGGE;59000;2561Z;Traitement et revêtement des métaux;649879;2626887;
56066059;JAFFRE;56110;0147Z;Élevage de volailles;158000;2365799;
062.01364;ARCELORMITTAL Atlantique-Lorraine;57190;2410Z;Sidérurgie;871937;2487250;
058.02240;PASTACORP Rouen - Semoulerie de Normandie;76000;1061B;Autres activités du travail des grains;509411;2494315;
065.03304;Etablissements GUY HARANG;78550;1011Z;Transformation et conservation de la viande de boucherie;545800;2421618;
070.01047;CEREC;59245;2550B;Découpage -  emboutissage;721767.11173016;2588724.0901562;
051.05511;GRT Gaz;60190;4950Z;Transports par conduites;626647.87;2503612.07;
070.01286;AKEBONO ARRAS;62118;2932Z;Fabrication d'autres équipements automobiles;639700;2586200;
055.04450;STATION D'EPURATION DE LA GACILLY;56200;900A;Collecte et traitement des eaux usées;265318;2316974;
061.03313;GALVADER;42502;2561Z;Traitement et revêtement des métaux;754684.21150012;2045335.9353645;
051.01315;REMONDIS FRANCE SAS;60150;3822Z;Traitement et élimination des déchets dangereux;585334.72;2469064.55;
100.05876;ATELIER DU JOUR;28340;361K;Industries connexes de l'ameublement;494131;2402699;
061.09066;ROSET SA;1230;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;840225;2109900;
41177118;DELORY Didier;41170;0147Z;Élevage de volailles;490374;2344263;
057.01062;RAGUET - Site de Bogny sur Meuse;8120;2550A;Forge -  estampage -  matriçage  -   métallurgie des poudres;774956;2541876;
75200195;EARL DES SALLES DE BOBLAYE;56370;0142Z;Élevage d'autres bovins et de buffles;169789;2348592;
054.01260;EUROCHIMIC-SOCHIPHARM;89500;2041Z;Fabrication de savons -  détergents et produits d'entretien;671946;2343108;
061.03896;STLD CHAUFFERIE DE LA DOUA;69100;3530Z;Production et distribution de vapeur et d'air conditionné;797208;2089404;
058.00460;DEPOT BUTAGAZ;76390;3522Z;Distribution de combustibles gazeux par conduites;557884;2530227;
100.00536;Eurostyle Systems Châteauroux;36000;2229A;Fabrication de pièces techniques à base de matières plastiques;554327;2200069;
074.03094;L'OREAL;94550;2042Z;Fabrication de parfums et de produits pour la toilette;601954.00688086;2419906.5463152;
061.03616;TOTAL Additifs et Carburants Spéciaux;69700;5210B;Entreposage et stockage non frigorifique;790258;2068577;
055.03612;SIB du Trégor Goëlo;22220;8610Z;Activités hospitalières;190899;2435199;
061.03975;ALFI-LI;69320;2011Z;Fabrication de gaz industriels;796128;2078772;
061.03994;EXTRASYNTHESE;69727;2110Z;Fabrication de produits pharmaceutiques de base;792630;2101641;
100.00003;Laiteries H. TRIBALLAT;18220;1051C;Fabrication de fromage;620863;2243049;
061.04495;UIOM des Brévières;73320;3821Z;Traitement et élimination des déchets non dangereux;957300;2062500;
061.04980;BOUYER LEROUX STRUCTURE site de MABLY;42300;2332Z;Fabrication de briques -  tuiles et produits de construction -  en terre cuite;732058;2121344;
061.05221;OSIRIS GIE ROUSSILLON;38556;8299Z;Autres activités de soutien aux entreprises n.c.a.;792741;2042949;
064.00522;S.A. DISTILLERIE DU BOIS DES DAMES;84150;1101Z;Production de boissons alcooliques distillées;809600;1910300;
051.05155;COGELYO PSM;60700;3530Z;Production et distribution de vapeur et d'air conditionné;619455;2478178;
051.06029;VSPU;60870;403Z;Production et distribution de chaleur;613000;2478000;
061.08159;SOTECH;74300;2561Z;Traitement et revêtement des métaux;927285;2128367;
061.02108;SA GESLER;1260;1011Z;Transformation et conservation de la viande de boucherie;860750;2116475;
17358056;PESTOURIE;17470;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers -  œufs -  huiles et matières grasses comestibles;395646;2117211;
221.00088;RHUM DAMOISEAU SAS;97160;1101Z;Production de boissons alcooliques distillées;673718.53234696;1805453.0710416;
062.00542;BASF Beauty Care Solutions;54425;7219Z;Recherche-développement en autres sciences physiques et naturelles;888799;2418894;
062.00909;MUNKSJÖ STENAY;55700;1712Z;Fabrication de papier et de carton;805710;2503534;
49003492;BREHERET (SAS) couvoir de la Mésangère;49510;0147Z;Élevage de volailles;355200;2252500;
062.01321;WITTMANN (Basse-Ham);57970;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux;883862;2494894;
055.04187;VANDENKERCKHOVE (Ets);22190;4511Z;Commerce de voitures et de véhicules automobiles légers;226021.03;2408161.81;
058.03125;SMEDAR;76410;3821Z;Traitement et élimination des déchets non dangereux;506777.28359905;2480938.8328961;
059.00332;RHD Production SAS;25390;1610B;Imprégnation du bois;920000;2245100;
059.00586;ANODEST;25410;2561Z;Traitement et revêtement des métaux;862502;2248282;
059.00723;Speichim Processing;39190;2014Z;Fabrication d'autres produits chimiques organiques de base;837727;2179511;
059.00824;C&K Components;39100;2611Z;Fabrication de composants électroniques;839983;2239600;
055.03986;ELYO CENTRE OUEST;35043;3530Z;Production et distribution de vapeur et d'air conditionné;300600;2353300;
066.01703;AUXEL Site de vendargues;34740;2712Z;Fabrication de matériel de distribution et de commande électrique;731800;1851900;
056.01491;MAICENTRE;63720;4621Z;Commerce de gros (commerce interentreprises) de céréales -  de tabac non manufacturé -  de semences et d'aliments pour le bétail;668900;2100100;
054.02440;SITA Centre Est;71160;3821Z;Traitement et élimination des déchets non dangereux;726622;2166190;
059.01933;ALSTOM TRANSPORT SA;90012;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;939456;2303300;
ZI La Marquisie;;;;;;;
072.02076;BENARD RECUPERATION;17340;3832Z;Récupération de déchets triés;334900;2125100;
072.02862;MOTEUR LEROY SOMER;16430;2711Z;Fabrication de moteurs -  génératrices et transformateurs électriques;434011;2081589;
055.14431;Fertival;22400;2015Z;Fabrication de produits azotés et d'engrais;248163;2401463;
072.02948;SAGEM DEFENSE SECURITE;86281;2651A;Fabrication d'équipements d'aide à la navigation;446400;2174475;
061.02149;SMICTOM SAONE DOMBES;1600;3821Z;Traitement et élimination des déchets non dangereux;791825;2109339;
061.02350;LAFARGE CIMENTS;7350;2352Z;Fabrication de chaux et plâtre;792474;1964855;
070.01105;LUNOR Coopérative;62760;1039A;Autre transformation et conservation de légumes;608948;2575300;
055.16628;CADECAP INDUSTRIE BRETAGNE;35390;2561Z;Traitement et revêtement des métaux;294709.63;2310128.77;
058.00606;SOCIETE CHIMIQUE DE OISSEL;76350;2015Z;Fabrication de produits azotés et d'engrais;509856;2484144;
100.00014;ENERGY DECHET;18000;3821Z;Traitement et élimination des déchets non dangereux;607729;2235503;
052.04095;CEMEX GRANULATS SUD OUEST;40300;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;329900.56;1843134.95;
182.00170;ACTIS ISOLATION SA;11300;2221Z;Fabrication de plaques -  feuilles -  tubes et profilés en matières plastiques;589914;1783519;
063.02581;SAVED;49490;3821Z;Traitement et élimination des déchets non dangereux;424766;2282082;
064.00093;CAVE DE CARCES / La Carçoise;83570;1102B;Vinification;911694;1838145;
055.00107;COOPERL ARC ATLANTIQUE;22403;1011Z;Transformation et conservation de la viande de boucherie;241672;2396846;
063.03597;POUDRAGE RG BUS;49124;2561Z;Traitement et revêtement des métaux;386659.77;2278757.32;
064.00245;Carrière de La Catalane;83830;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;939679;1852450;
30156013;AVI D'OC;30320;0147Z;Élevage de volailles;769738;1875356;
064.00750;Hôpital Sainte Marguerite;13274;8610Z;Activités hospitalières;846880;1815839;
064.01035;PHOENIX SERVICES Centre de Fos sur mer;13774;3821Z;Traitement et élimination des déchets non dangereux;806152.53;1831119.36;
703.18501;Station de traitement des eaux usées de la Communauté de l'Agglomération Montluçonnaise;3100;3700Z;Collecte et traitement des eaux usées;620912;2148887;
055.08884;LES VOLAILLES DE KERANNA;56560;1012Z;Transformation et conservation de la viande de volaille;154512;2355701;
75200202;CHARLOTTIN Yvon;56300;0147Z;Élevage de volailles;203000;2351699;
75600125;GAEC DE LA SAPINIERE;29290;0147Z;Élevage de volailles;89836;2407611;
057.02300;Haute-Marne Tri;52000;3832Z;Récupération de déchets triés;808787;2349288;
057.02369;haulotte group reims;51100;2822Z;Fabrication de matériel de levage et de manutention;723707;2474468;
057.01310;Haute Marne Enrobés;52000;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;805817.1;2349738.63;
760.33801;STEP - LA CROIX-SAINT-OUEN;60610;3700Z;Collecte et traitement des eaux usées;632655;2484230;
068.08359;Trans Vert;31560;3821Z;Traitement et élimination des déchets non dangereux;536093;1823522;
069.00023;AIR LIQUIDE SPATIAL GUYANE (LOX);97388;2011Z;Fabrication de gaz industriels;304272.77177926;546383.28482158;
070.00775;SCA HYGIENE PRODUCTS SUPPLY;59497;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;652600;2638500;
063.05754;guigourese jean luc;44110;3821Z;Traitement et élimination des déchets non dangereux;326911;2310600;
052.01539;Compagnie des Salins du Midi et des Salines de l'Est;40100;0893Z;Production de sel;326733.09360539;1861046.653015;
053.02436;SNCO;61400;1721A;Fabrication de carton ondulé;467795;2391570;
053.05422;SPEN;50310;3821Z;Traitement et élimination des déchets non dangereux;328677;2502358;
055.00481;SAS LE CLEZIO INDUSTRIE;22600;1012Z;Transformation et conservation de la viande de volaille;215130;2367675;
055.03883;CADECAP INDUSTRIE BRETAGNE;35390;2561Z;Traitement et revêtement des métaux;294709.63;2310128.77;
055.15187;BLEU VERT (société);22130;3821Z;Traitement et élimination des déchets non dangereux;260012;2402437;
058.00576;LINCOLN ELECTRIC France;76121;2059Z;Fabrication d'autres produits chimiques n.c.a.;505275;2490600;
063.01265;TERRENA;44150;1091Z;Fabrication d'aliments pour animaux de ferme;335327.19913008;2269507.4392639;
063.01357;CELLIOSE;49300;2030Z;Fabrication de peintures -  vernis -  encres et mastics;358415;2234562;
055.15469;DEPANN'AUTO;35770;4511Z;Commerce de voitures et de véhicules automobiles légers;546895.10359576;2340756.1369021;
055.15759;Guy Dauphin Environnement;29490;3832Z;Récupération de déchets triés;98978.563624012;2402227.8656874;
064.00419;SILVATRIM;84600;2229A;Fabrication de pièces techniques à base de matières plastiques;811316;1935070;
064.06539;Centre de transfert des Milanis;13300;3811Z;Collecte des déchets non dangereux;822982;1849383;
064.08561;Assoication Les Amis de la transfusion;6700;8690F;Activités de santé humaine non classées ailleurs;991357;1863113;
064.01233;SOMECA;83870;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;886694;1816121;
100.07837;SITA Centre Ouest - Site de Velles;36330;3821Z;Traitement et élimination des déchets non dangereux;547386;2188000;
22351045;EARL LE JEUNE;22340;0150Z;Culture et élevage associés;166086;2383010;
75100032;EARL GANNAT-THEOTEC;29590;0147Z;Élevage de volailles;125000;2379299;
066.00471;BITUMIX;30127;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;772904.71;1864921.08;
91249102;Elevage de la Michaudière;91470;0147Z;Élevage de volailles;582338;2403256;
051.00757;SAICA PAPER FRANCE;2200;1712Z;Fabrication de papier et de carton;665869.43813159;2469514.4521271;
053.01094;GDE ROCQUANCOURT;14540;3832Z;Récupération de déchets triés;406343;2458112;
053.01322;GUY DEGRENNE INDUSTRIE;14502;2550B;Découpage -  emboutissage;364890;2432760;
053.01850;LESAFFRE INGREDIENTS SERVICES;50510;1089Z;Fabrication d'autres produits alimentaires n.c.a.;324091;2442470;
053.02041;AREVA TEMIS;50390;2562B;Mécanique industrielle;318088;2494238;
053.02909;SNOP;61230;2550B;Découpage -  emboutissage;449300;2421730;
100.02808;CARRIERES DE CLUIS;36340;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;557035;2173931;
061.03780;SAS SENSZO COLOR;69170;1330Z;Ennoblissement textile;764171.33;2101054.23;
061.04577;HACER TRAITEMENTS DE SURFACE;74301;2561Z;Traitement et revêtement des métaux;927316;2126198;
061.04965;PURFER;42120;3832Z;Récupération de déchets triés;736586.60088824;2114011.9471726;
062.00837;BONDUELLE FRAIS;55300;0161Z;Activités de soutien aux cultures;833407;2441960;
072.04930;MAIRIE DE POITIERS (DALKIA-CHAUFFERIE DES COURONNERIES);86000;3530Z;Production et distribution de vapeur et d'air conditionné;447739;2177451;
065.00242;CRYOPAL;77607;2529Z;Fabrication d'autres réservoirs -  citernes et conteneurs métalliques;629033.69;2425938.35;
065.01113;Routière de l'Est Parisien (Site de Fouju-Moisenay);77390;3821Z;Traitement et élimination des déchets non dangereux;630591;2397417;
057.01085;ARDENITY;8600;2014Z;Fabrication d'autres produits chimiques organiques de base;778249;2573950;
090.00052;SNOI- Parc 2 de Langres;52600;4950Z;Transports par conduites;830976.76;2309725.95;
065.02558;Henkel France;77140;2041Z;Fabrication de savons -  détergents et produits d'entretien;625827;2364773;
065.02756;ADR - Les Applications du Roulement;77810;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;633580.68871468;2379331.9020866;
065.03268;Usine de Flins;78415;2910Z;Construction de véhicules automobiles;564356.5;2441057.44;
100.00500;BERRY DECAP;36000;2561Z;Traitement et revêtement des métaux;550573.38792493;2200608.1051681;
065.03402;EURO CRYOSPACE FRANCE;78133;3030Z;Construction aéronautique et spatiale;570461.577;2441022.829;
065.03781;ATAC;91220;4711D;Supermarchés;596873;2398772;
065.06240;Chaufferie de GRENELLE;75015;3530Z;Production et distribution de vapeur et d'air conditionné;596278;2427985;
065.06446;Plaine Commune Energie (centrale Fort de l'Est);93200;3511Z;Production d'électricité;601600.081;2437230.407;
065.12634;MONDIAL PIECES AUTO (MPA);95410;4511Z;Commerce de voitures et de véhicules automobiles légers;601975.55;2442478.26;
066.00248;ATELIERS d'OCCITANIE SA;11100;3317Z;Réparation et maintenance d'autres équipements de transport;652900;1797330;
051.01423;AXIMUM PRODUITS DE MARQUAGE;60401;2030Z;Fabrication de peintures -  vernis -  encres et mastics;649734;2508974;
051.01430;Usine de noyon;60400;3101Z;Fabrication de meubles de bureau et de magasin;647620;2509204;
051.01667;ROHM AND HAAS;60870;2059Z;Fabrication d'autres produits chimiques n.c.a.;611399;2476459;
22241024;SAS KERANNA;22210;0147Z;Élevage de volailles;233850;2356162;
051.05439;BIC RASOIRS;60126;2571Z;Fabrication de coutellerie;627843;2483803;
052.01506;DRT Castets;40260;2014Z;Fabrication d'autres produits chimiques organiques de base;319790;1880212;
052.11459;SICTOM DU MARSAN;40190;3811Z;Collecte des déchets non dangereux;388003.58;1880573.26;
052.12323;Déchetterie de Soorts-Hossegor;40150;3811Z;Collecte des déchets non dangereux;299496.4476078;1859698.7255485;
053.01297;GDE Vire;14500;3832Z;Récupération de déchets triés;363141.18;2433380.25;
054.01469;MOUVEX;89000;2813Z;Fabrication d'autres pompes et compresseurs;692995;2311514;
75200166;MICHEL Denis;56920;0147Z;Élevage de volailles;211363;2353736;
75200268;EARL SAINT NICOLAS;56140;0147Z;Élevage de volailles;258020;2327812;
75600207;GAUSSIDARD Geneviève;29460;0147Z;Élevage de volailles;118700;2389637;
75656128;DOUX DINDONNEAUX SNC;56250;0147Z;Élevage de volailles;225900;2312299;
051.01752;BIGARD;80470;1011Z;Transformation et conservation de la viande de boucherie;589735;2547813;
060.00953;FUJIFILM France;87410;7420Z;Activités photographiques;521263;2096368;
061.04668;SURF;74930;2561Z;Traitement et revêtement des métaux;905934;2133344;
062.00936;CAFAC BAJOLET;55100;2219Z;Fabrication d'autres articles en caoutchouc;821410;2467121;
055.14887;ECOSYS (Argentré du Plessis);35370;3821Z;Traitement et élimination des déchets non dangereux;340025;2345494;
057.01882;RECUPERATION MYTNIK;51400;3831Z;Démantèlement d'épaves;749267.72;2449667.98;
059.00881;SYDOM-CDTOM (UVE + centre de tri);39000;3821Z;Traitement et élimination des déchets non dangereux;848118;2192430;
059.00888;Fromageries BEL Production France;39000;1051C;Fabrication de fromage;845598;2190632;
058.02143;EDF UNITE DE PRODUCTION THERMIQUE DU HAVRE;76067;3511Z;Production d'électricité;440000;2502600;
061.03636;Bayer CropScience;69656;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;784587.85128945;2111347.870729;
052.00001;SFCME;33500;2712Z;Fabrication de matériel de distribution et de commande électrique;397188.40097606;1997174.2593314;
062.07526;Fromagerie Henri HUTIN;55320;1051C;Fabrication de fromage;826340;2456045;
053.00641;Trelleborg Sealing Solutions Condé;14110;2219Z;Fabrication d'autres articles en caoutchouc;387324.69;2430844.52;
061.03146;AD PLATING GRENOBLE;38400;2561Z;Traitement et revêtement des métaux;869502;2024312;
067.00407;SOCIETE EUROPEENNE DE STOCKAGE;67000;5210B;Entreposage et stockage non frigorifique;1003120.2;2414627.6;
072.02079;DECONS SAS;17620;3831Z;Démantèlement d'épaves;344193.43;2103301.93;
072.03745;SARP SUD OUEST - AVSP;86170;3700Z;Collecte et traitement des eaux usées;437917.97587434;2188487.2069797;
072.04014;RDM SPARCRAFT;17185;3012Z;Construction de bateaux de plaisance;334223.78;2134721.26;
067.01870;KECK CHIMIE;67340;2052Z;Fabrication de colles;976782.72;2442305.55;
072.11730;ISDI PAIZAY LE TORT;79500;3811Z;Collecte des déchets non dangereux;406643;2132944;
072.11743;ISDI de MAISONNAY;79500;3811Z;Collecte des déchets non dangereux;416239;2134034;
076.00547;ALLIANCE ELABORES;76340;1085Z;Fabrication de plats préparés;544564.26238135;2539895.7751692;
090.00153;DA 273;41200;8422Z;Défense;550935;2258400;
069.00030;Ensemble de Préparation des Charges Utiles S5 (EPCU S5);97387;7219Z;Recherche-développement en autres sciences physiques et naturelles;304272.77177926;546383.28482158;
100.00060;ATELIERS 28;28170;1629Z;Fabrication d'objets divers en bois  -  fabrication d'objets en liège -  vannerie et sparterie;529822;2399741.5;
070.00464;LISI AUTOMOTIVE Former;59224;2594Z;Fabrication de vis et de boulons;679274;2590687;
060.01364;perfecta;87280;2229A;Fabrication de pièces techniques à base de matières plastiques;516863.1;2097681.82;
064.01114;SCA LES VIGNERONS DE BEAUMES-DE-VENISE;84190;1102B;Vinification;814301;1905684;
054.02363;etablissement marcel besson;21800;2453Z;Fonderie de métaux légers;812643.11;2258778.82;
090.00065;BAN- Hyères;83400;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;600644;2429167;
100.04997;LANDRE;41200;4312B;Travaux de terrassement spécialisés ou de grande masse;554029;2254447;
103.00089;SYTRAD Installation de Stockage de Déchets Non Dangereux;26210;3821Z;Traitement et élimination des déchets non dangereux;805156;2035470;
163.00197;HINDERCHIED Laurent;63310;3832Z;Récupération de déchets triés;685411;2114615;
38357033;GAEC DE TRAMOLEY;38110;0147Z;Élevage de volailles;845529;2066656;
538.00226;J.CARREL SALAISON;38118;1011Z;Transformation et conservation de la viande de boucherie;829750.34408901;2094430.6850135;
068.04277;TERREAL REVEL;31250;2332Z;Fabrication de briques -  tuiles et produits de construction -  en terre cuite;570993;1829457;
070.00627;LIONOR SA;59189;1012Z;Transformation et conservation de la viande de volaille;610200;2631052;
070.00712;SARI;62121;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;632019;2570748;
063.02547;COGELYO;44019;3530Z;Production et distribution de vapeur et d'air conditionné;305623;2253381;
055.03636;KERVAL CENTRE ARMOR;22440;8411Z;Administration publique générale;220884.07270203;2400158.1667;
055.03765;QUARON;35136;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;296921;2349980;
059.01237;SERERO Industries;70290;275E;Fonderie de métaux légers;929986;2311301;
054.01320;FACOM;58028;286C;Fabrication d'outillage à main;662475;2220888;
054.01323;J.T.S.;58000;285A;Traitement et revêtement des métaux;662475;2220888;
53115102;SCEA LOUVEAU;53120;0147Z;Élevage de volailles;363405;2384735;
56035080;GUILLAUME MICHEL ET EVELYNE;56140;0147Z;Élevage de volailles;251875;2328611;
062.01350;SPLRL - Société du Pipeline de la Raffinerie de Lorraine;57280;5210B;Entreposage et stockage non frigorifique;880847;2474720;
Voie romaine;57280;LORRAINE;;;Autres activités de nettoyage des bâtiments et nettoyage industriel;;
058.00425;RECTICEL S.A.S;27400;2221Z;Fabrication de plaques -  feuilles -  tubes et profilés en matières plastiques;514666;2468612;
75600287;SARL TANGUY;29710;0146Z;Élevage de porcins;112051;2355760;
98108026;SAS COUVEE D'OR - ELEVAGE DE DOS D'ANE;97419;0147Z;Élevage de volailles;147139.41899756;51974.155675578;
055.07873;GELIN Transports (Guénaudière-Bas);35300;4941A;Transports routiers de fret interurbains;337775;2378873;
070.00622;SAVE;62113;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;625400;2612000;
051.03854;NOF METAL COATINGS EUROPE S.A.;60106;2059Z;Fabrication d'autres produits chimiques n.c.a.;609432.46937873;2471763.5698026;
051.00733;SPECIALITES TA;2860;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;692252;2497622;
062.00175;Saline d'Einville;54370;0893Z;Production de sel;904217;2414088;
070.03522;TOYOTOMI Europe;59264;2550B;Découpage -  emboutissage;690455.1;2597722.24;
