VILLE;Code_postal;SUPERFICIE;POPULATION
FONTENAY-AUX-ROSES;26300;954.0;1138
FONTENAY-AUX-ROSES;69570;1399.0;8519
FONTENAY-AUX-ROSES;18200;4152.0;670
FONTENAY-AUX-ROSES;14400;383.0;191
FONTENAY-AUX-ROSES;69480;780.0;2311
FONTENAY-AUX-ROSES;74550;637.0;1117
FONTENAY-AUX-ROSES;33720;1893.0;558
FONTENAY-AUX-ROSES;23000;899.0;140
FONTENAY-AUX-ROSES;62380;324.0;329
FONTENAY-AUX-ROSES;20251;1848.0;61
FONTENAY-AUX-ROSES;17470;1411.0;275
FONTENAY-AUX-ROSES;59440;311.0;246
FONTENAY-AUX-ROSES;64190;644.0;124
FONTENAY-AUX-ROSES;33550;258.0;763
FONTENAY-AUX-ROSES;31230;624.0;86
FONTENAY-AUX-ROSES;24560;1633.0;122
FONTENAY-AUX-ROSES;49370;3733.0;2311
FONTENAY-AUX-ROSES;6360;956.0;2535
FONTENAY-AUX-ROSES;36400;2141.0;490
FONTENAY-AUX-ROSES;26120;921.0;227
FONTENAY-AUX-ROSES;31160;1480.0;203
FONTENAY-AUX-ROSES;19120;2547.0;868
FONTENAY-AUX-ROSES;54690;805.0;982
FONTENAY-AUX-ROSES;57590;613.0;116
FONTENAY-AUX-ROSES;71260;485.0;1115
FONTENAY-AUX-ROSES;25210;516.0;78
FONTENAY-AUX-ROSES;63620;1573.0;85
FONTENAY-AUX-ROSES;38440;1136.0;1068
FONTENAY-AUX-ROSES;62120;521.0;486
FONTENAY-AUX-ROSES;25360;328.0;71
FONTENAY-AUX-ROSES;89130;1343.0;384
FONTENAY-AUX-ROSES;38270;1163.0;1030
FONTENAY-AUX-ROSES;36370;4062.0;1038
FONTENAY-AUX-ROSES;41130;1347.0;1073
FONTENAY-AUX-ROSES;30260;1219.0;553
FONTENAY-AUX-ROSES;17490;1257.0;672
FONTENAY-AUX-ROSES;59217;539.0;676
FONTENAY-AUX-ROSES;29630;1999.0;608
FONTENAY-AUX-ROSES;43290;2084.0;897
FONTENAY-AUX-ROSES;4320;3269.0;78
FONTENAY-AUX-ROSES;49120;7237.0;8755
GENNEVILLIERS;62138;513.0;4621
GENNEVILLIERS;29280;3306.0;12005
GENNEVILLIERS;88140;732.0;65
GENNEVILLIERS;16290;956.0;526
ISSY-LES-MOULINEAUX;6660;8100.0;125
NEUILLY-SUR-SEINE;34725;608.0;210
NEUILLY-SUR-SEINE;85540;593.0;469
LE PLESSIS-ROBINSON;54430;371.0;3898
RUEIL-MALMAISON;3400;3926.0;1143
RUEIL-MALMAISON;59268;571.0;445
SAINT-CLOUD;40330;696.0;141
SAINT-CLOUD;38580;523.0;237
SAINT-CLOUD;15300;1657.0;108
SAINT-CLOUD;25360;1663.0;1268
SAINT-CLOUD;62350;962.0;1253
SAINT-CLOUD;62217;979.0;1062
SAINT-CLOUD;50150;383.0;181
SAINT-CLOUD;50530;1539.0;802
SURESNES;79390;987.0;150
SURESNES;59492;561.0;3222
SURESNES;71220;642.0;79
SURESNES;;570.0;139
SURESNES;31240;689.0;11702
SURESNES;64230;1035.0;782
SURESNES;83440;7688.0;866
SURESNES;25240;251.0;48
SURESNES;37390;1227.0;1222
SURESNES;46360;642.0;169
AUBERVILLIERS;1570;469.0;72
AUBERVILLIERS;64110;398.0;1908
AUBERVILLIERS;54260;421.0;403
AUBERVILLIERS;22240;1943.0;1624
AUBERVILLIERS;54450;583.0;127
AULNAY-SOUS-BOIS;33720;1373.0;959
AULNAY-SOUS-BOIS;26560;1376.0;44
AULNAY-SOUS-BOIS;18260;1727.0;158
BOBIGNY;7560;1659.0;44
LE BOURGET;86500;2704.0;261
LE BOURGET;71520;682.0;105
MONTFERMEIL;1510;807.0;145
MONTFERMEIL;17160;1569.0;443
ROMAINVILLE;69870;623.0;132
ROMAINVILLE;62140;803.0;362
ROMAINVILLE;32400;951.0;480
ROMAINVILLE;70000;818.0;3136
ROMAINVILLE;85700;2924.0;2563
ROMAINVILLE;33660;771.0;314
ROMAINVILLE;1460;432.0;850
ROMAINVILLE;36290;4001.0;360
ROSNY-SOUS-BOIS;16190;2043.0;368
ROSNY-SOUS-BOIS;63500;645.0;501
ROSNY-SOUS-BOIS;18190;966.0;129
ROSNY-SOUS-BOIS;85220;3015.0;1695
ROSNY-SOUS-BOIS;72800;1454.0;272
ROSNY-SOUS-BOIS;73470;991.0;443
ROSNY-SOUS-BOIS;20138;6330.0;737
ROSNY-SOUS-BOIS;23270;1510.0;582
ROSNY-SOUS-BOIS;53290;1362.0;208
SAINT-DENIS;52700;3983.0;260
SAINT-DENIS;38150;1153.0;2377
SAINT-DENIS;50630;697.0;199
SAINT-DENIS;69220;1488.0;988
SAINT-DENIS;36110;4433.0;510
SAINT-DENIS;63720;504.0;417
TREMBLAY-EN-FRANCE;30750;3193.0;265
ALFORTVILLE;84100;7442.0;28948
ALFORTVILLE;9110;548.0;114
ALFORTVILLE;56140;3817.0;1170
ALFORTVILLE;46400;520.0;197
ALFORTVILLE;21320;738.0;119
ALFORTVILLE;56300;2510.0;13973
ARCUEIL;47140;1353.0;384
ARCUEIL;22290;1272.0;1286
ARCUEIL;9300;1470.0;153
ARCUEIL;38260;1077.0;964
ARCUEIL;70120;1226.0;548
ARCUEIL;31250;1147.0;357
ARCUEIL;60130;910.0;388
ARCUEIL;60480;484.0;200
ARCUEIL;60130;1328.0;556
ARCUEIL;60600;1328.0;2977
ARCUEIL;60510;2121.0;4341
ARCUEIL;60120;1031.0;278
ARCUEIL;80190;452.0;137
ARCUEIL;80700;193.0;72
ARCUEIL;80190;683.0;567
ARCUEIL;10310;1967.0;1098
ARCUEIL;10190;2412.0;510
ARCUEIL;89390;1160.0;413
ARCUEIL;10210;2015.0;125
ARCUEIL;89320;922.0;120
ARCUEIL;89530;3133.0;1089
ARCUEIL;89116;2153.0;475
ARCUEIL;89250;1313.0;1719
ARCUEIL;10320;1613.0;471
ARCUEIL;89230;803.0;309
ARCUEIL;21330;1391.0;263
ARCUEIL;21400;1280.0;199
ARCUEIL;21400;3204.0;271
ARCUEIL;21400;1289.0;180
ARCUEIL;10110;2755.0;3193
ARCUEIL;52370;1171.0;200
CACHAN;52120;1573.0;52
CACHAN;2290;223.0;72
CACHAN;8130;2278.0;211
CRETEIL;51520;1200.0;741
CRETEIL;51120;730.0;161
CRETEIL;10160;867.0;234
CRETEIL;89100;1050.0;498
CRETEIL;89150;1087.0;792
CRETEIL;89140;1684.0;1168
CRETEIL;10160;1904.0;366
CRETEIL;77560;3807.0;524
CRETEIL;77320;1099.0;484
CRETEIL;77970;3777.0;1501
CRETEIL;51310;1442.0;86
CRETEIL;51120;1680.0;273
CRETEIL;10100;886.0;778
CRETEIL;10150;574.0;945
CRETEIL;10600;1511.0;695
CRETEIL;10170;1096.0;242
CRETEIL;51320;3700.0;525
CRETEIL;62370;1312.0;1627
CRETEIL;36150;1212.0;124
IVRY-SUR-SEINE;71240;253.0;34
IVRY-SUR-SEINE;53410;987.0;426
IVRY-SUR-SEINE;53350;873.0;246
IVRY-SUR-SEINE;40390;1975.0;1595
IVRY-SUR-SEINE;35800;756.0;10141
LE KREMLIN-BICETRE;25170;252.0;353
LE KREMLIN-BICETRE;55160;394.0;73
LE KREMLIN-BICETRE;70400;765.0;1255
LE KREMLIN-BICETRE;56800;3053.0;2195
LE KREMLIN-BICETRE;14740;385.0;568
LE KREMLIN-BICETRE;16210;907.0;196
LE KREMLIN-BICETRE;72300;1724.0;618
LE KREMLIN-BICETRE;41190;2043.0;291
LE KREMLIN-BICETRE;55500;534.0;245
LE KREMLIN-BICETRE;80560;416.0;111
LE KREMLIN-BICETRE;88700;332.0;41
LIMEIL-BREVANNES;5160;1227.0;139
LIMEIL-BREVANNES;88800;1193.0;188
LIMEIL-BREVANNES;67350;356.0;2829
LIMEIL-BREVANNES;33430;554.0;259
LIMEIL-BREVANNES;16210;2290.0;553
LIMEIL-BREVANNES;58190;1473.0;172
LIMEIL-BREVANNES;19300;1562.0;102
LIMEIL-BREVANNES;65130;567.0;164
MAISONS-ALFORT;39120;1498.0;377
ORLY;57890;551.0;1084
ORLY;49610;2602.0;2050
THIAIS;22510;860.0;458
VILLEJUIF;40090;1872.0;897
VILLEJUIF;31530;516.0;631
VILLEJUIF;29590;4077.0;3863
VILLEJUIF;38300;2103.0;4282
VILLEJUIF;67207;306.0;1361
VILLEJUIF;59870;343.0;1337
VILLEJUIF;53970;1513.0;4161
VILLEJUIF;24440;2428.0;1097
VILLEJUIF;88500;187.0;36
VILLEJUIF;53340;2193.0;297
VILLEJUIF;32600;1758.0;1387
VILLEJUIF;32230;524.0;70
VILLEJUIF;18340;1884.0;575
VITRY-SUR-SEINE;19160;667.0;62
VITRY-SUR-SEINE;33720;2121.0;725
EAUBONNE;73660;1219.0;357
EAUBONNE;35250;2335.0;3373
PONTOISE;27150;1094.0;348
SAINT-OUEN-L'AUMONE;78930;234.0;612
SAINT-OUEN-L'AUMONE;78930;462.0;520
SAINT-OUEN-L'AUMONE;27120;376.0;394
SAINT-OUEN-L'AUMONE;28260;1223.0;812
SARCELLES;78910;321.0;1047
SARCELLES;78550;1069.0;1535
SARCELLES;78910;394.0;261
SARCELLES;78200;1128.0;632
SARCELLES;27600;797.0;5027
SARCELLES;27950;1006.0;4708
SARCELLES;78955;724.0;14943
PAPEETE;78410;697.0;2092
PAPEETE;78920;1127.0;3987
TUREIA;78790;990.0;876
TUREIA;78110;503.0;15901
TUREIA;95180;370.0;5332
TUREIA;95300;656.0;384
TUREIA;95640;199.0;204
TUREIA;95450;548.0;565
TUREIA;95640;477.0;145
TUREIA;92430;348.0;1634
TUREIA;95110;479.0;26559
TUREIA;93270;730.0;49442
TUREIA;95720;681.0;908
TUREIA;95850;699.0;698
TUREIA;60250;520.0;196
TUREIA;60730;419.0;883
TUREIA;77700;809.0;2607
TUREIA;77410;1000.0;2040
TUREIA;77410;771.0;587
TUREIA;77440;226.0;1210
TUREIA;77600;965.0;642
TUREIA;77090;343.0;3150
TUREIA;60810;987.0;564
TUREIA;60330;1130.0;2026
TUREIA;60190;1217.0;265
TUREIA;80500;816.0;396
TUREIA;60250;545.0;683
TUREIA;60240;1673.0;464
TUREIA;76750;541.0;301
TUREIA;27480;721.0;189
TUREIA;76680;507.0;384
TUREIA;76440;1454.0;472
TUREIA;60850;810.0;418
TUREIA;60650;1993.0;684
TUREIA;60650;587.0;615
TUREIA;60650;994.0;1590
TUREIA;80290;485.0;245
TUREIA;60690;368.0;352
TUREIA;80160;1119.0;139
TUREIA;80290;1283.0;418
TUREIA;60380;975.0;198
TUREIA;32810;1139.0;317
TUREIA;46220;2422.0;2511
TUREIA;46260;2541.0;309
TUREIA;48800;3211.0;112
TUREIA;11620;1271.0;3942
TUREIA;82170;1754.0;3812
TUREIA;81170;1646.0;236
TUREIA;31370;1204.0;171
TUREIA;12370;4423.0;976
TUREIA;34190;1181.0;1381
TUREIA;82500;1279.0;147
TUREIA;66720;1382.0;167
TUREIA;34360;2294.0;1813
TUREIA;82290;1178.0;1298
TUREIA;34290;1750.0;1623
TUREIA;34790;1660.0;6698
TUREIA;34650;4491.0;649
TUREIA;34310;3009.0;1634
TUREIA;48110;1875.0;324
TUREIA;60640;711.0;336
TUREIA;89350;2504.0;304
TUREIA;60350;685.0;291
TUREIA;27130;1183.0;351
TUREIA;94370;1041.0;25900
TUREIA;94370;1041.0;25900
TUREIA;94380;554.0;16439
TUREIA;28500;880.0;309
TUREIA;94460;531.0;12231
TUREIA;28240;1188.0;424
TUREIA;41800;1456.0;329
TUREIA;72800;4945.0;1622
TUREIA;41310;2140.0;1226
TUREIA;72190;393.0;7687
TUREIA;72170;616.0;262
TUREIA;72380;2129.0;1608
NOUMEA;72240;1533.0;713
MONACO;72610;1315.0;1407
MONACO;61570;4711.0;1198
MONACO;45170;5237.0;1850
MONACO;45550;2540.0;2932
MONACO;45130;3303.0;723
MONACO;45130;1234.0;1044
MONACO;41160;1634.0;231
LES ABYMES;41290;4510.0;484
LES ABYMES;28190;227.0;70
LES ABYMES;78660;1632.0;292
PETIT-BOURG;28150;2520.0;708
PETIT-BOURG;28150;995.0;191
PETIT-BOURG;78730;263.0;608
POINTE-A-PITRE;77890;1141.0;124
POINTE-A-PITRE;45340;930.0;433
SAINT-CLAUDE;45210;740.0;227
SAINT-CLAUDE;91750;1646.0;2828
FORT-DE-FRANCE;91610;1139.0;7454
FORT-DE-FRANCE;91330;995.0;28784
CAYENNE;91450;1172.0;3135
CAYENNE;85390;1872.0;471
CAYENNE;50630;723.0;246
CAYENNE;52000;1877.0;1047
SAINT-DENIS;14370;241.0;203
SAINT-DENIS;51800;1226.0;259
SAINT-DENIS;64150;314.0;233
SAINT-DENIS;24130;1561.0;2563
SAINT-PIERRE;3140;823.0;94
PAMANDZI;70230;296.0;79
AJACCIO;80132;446.0;359
AJACCIO;14320;390.0;1827
AJACCIO;25190;863.0;118
AJACCIO;74500;1439.0;2219
AJACCIO;18240;1103.0;1029
AJACCIO;49500;1340.0;364
AJACCIO;21540;839.0;123
AJACCIO;84400;813.0;50
AJACCIO;7170;975.0;667
AJACCIO;74300;971.0;5762
SARI-SOLENZARA;9240;913.0;71
SARI-SOLENZARA;49540;2726.0;1859
BASTIA;3380;3522.0;2663
;39320;251.0;20
;2360;743.0;74
;49730;672.0;484
;83300;4098.0;452
;20200;1977.0;43479
;20244;395.0;9
;5150;3708.0;143
;49490;1520.0;277
;19150;1307.0;493
;55700;896.0;194
;6710;2541.0;667
;59680;544.0;259
;58200;1724.0;1164
;85220;1382.0;1320
;41300;7443.0;841
;52300;741.0;46
;35600;1533.0;9306
;39210;1417.0;746
;76450;320.0;166
;84570;2719.0;1297
;13830;3098.0;5148
;43380;414.0;195
;36500;3431.0;263
;56490;3502.0;1386
;24610;709.0;195
;13360;2399.0;8693
;13360;2399.0;8693
;22300;723.0;858
;57280;791.0;545
;62550;346.0;199
;86100;2369.0;1170
;88600;511.0;219
;24210;2343.0;226
;76730;447.0;271
;9120;1081.0;156
;20253;1099.0;243
;21500;592.0;85
;64120;536.0;71
;17160;1873.0;521
;76340;999.0;160
;33240;544.0;1183
;22120;2467.0;4049
;34400;616.0;2867
;41250;5059.0;642
;32310;1123.0;231
;36190;3435.0;562
;29180;800.0;806
;76390;488.0;203
;14400;973.0;500
;58190;1072.0;106
;42520;1307.0;883
;35210;980.0;571
;21390;452.0;41
;59620;591.0;516
;11240;1169.0;177
;31440;738.0;387
;81330;3012.0;249
;31540;5228.0;1311
;46120;774.0;95
;46090;1043.0;741
;31450;750.0;1289
;46700;1504.0;957
;9140;9911.0;324
;32420;3567.0;706
;82110;4463.0;1488
;30440;3676.0;1653
;30630;2618.0;602
;12540;5099.0;321
;34560;3001.0;5811
;12850;4013.0;11070
;34650;4643.0;295
;11300;1854.0;192
;12400;1805.0;389
;12000;3561.0;2019
;12720;1653.0;82
;30250;1454.0;647
;31110;561.0;134
;31330;3799.0;8310
;12470;7683.0;543
;32290;1779.0;194
;46130;2340.0;529
;30260;795.0;352
;46100;1510.0;396
;65220;883.0;103
;7450;3815.0;439
;38490;974.0;1399
;73410;1299.0;2201
;15250;1911.0;1510
;43130;1740.0;341
;7110;1748.0;149
;63820;4046.0;295
;7000;781.0;1548
;74250;1229.0;888
;63210;1490.0;458
;1410;4645.0;451
;15310;4664.0;1106
;43300;3508.0;223
;69670;2511.0;5175
;38380;3239.0;557
;15160;5088.0;820
;74930;1858.0;2734
;73260;9732.0;1872
;63190;3468.0;5670
;74330;1648.0;1544
;73170;2328.0;2969
;7800;1588.0;259
;15200;1696.0;372
;43260;2311.0;1888
;73500;3339.0;189
;3250;2956.0;1519
;26110;3145.0;681
;1270;1521.0;465
;74950;3721.0;506
;42290;1204.0;7868
;74120;4378.0;3326
;63290;2240.0;310
;63290;2783.0;1566
;7000;1041.0;1364
;56000;3284.0;52648
;67580;857.0;654
;32230;488.0;84
;4120;12233.0;1557
;31580;1995.0;306
;;2590.0;284
;11140;2608.0;44
;32450;749.0;80
;82800;3319.0;616
;32330;1323.0;447
;46170;2588.0;497
;66220;3765.0;642
;12850;4013.0;11070
;65410;805.0;129
;48300;1376.0;208
;12300;1298.0;1035
;12310;2016.0;1629
;12230;10939.0;934
;48130;3118.0;324
;11400;2047.0;425
;81660;1274.0;2201
;65220;1121.0;1063
;34380;1927.0;555
;11580;2427.0;439
;31570;3033.0;1775
;30570;2202.0;631
;12430;3058.0;729
;11510;3046.0;1013
;34220;1019.0;68
;46800;1484.0;153
;46800;3227.0;1258
;12290;6773.0;579
;46330;4387.0;224
;12130;3505.0;1983
;11600;1030.0;110
;62140;613.0;260
;2260;1162.0;214
;62360;1396.0;5097
;80560;1443.0;532
;62270;925.0;607
;62770;746.0;122
;59310;885.0;1547
;59570;204.0;396
;62760;621.0;190
;62650;1604.0;577
;2110;957.0;221
;80140;741.0;148
;59000;3498.0;228652
;62380;641.0;943
;62390;2737.0;2829
;2390;705.0;555
;59700;1401.0;39600
;62130;624.0;296
;59132;1686.0;270
;62170;876.0;660
;80430;862.0;577
;61210;1014.0;1029
;;1515.0;641
;61800;9068.0;5049
;76630;1662.0;264
;61100;2148.0;14968
;52700;958.0;193
;57590;406.0;144
;52290;2099.0;803
;54800;930.0;154
;88170;2328.0;163
;55230;2058.0;313
;54112;1748.0;581
;55220;916.0;51
;54000;1494.0;105067
;57870;3816.0;1609
;52330;2076.0;125
;51330;1482.0;122
;54330;532.0;153
;54490;1239.0;278
;68420;1401.0;1747
;67430;893.0;253
;55160;1108.0;195
;68960;413.0;595
;8260;670.0;61
;55300;880.0;164
;54170;2139.0;369
;55200;1875.0;182
;52000;900.0;309
;88110;349.0;160
;67680;2244.0;2217
;8700;393.0;707
;57535;1523.0;5810
;67250;1542.0;3011
;67130;2856.0;1849
;88300;1577.0;179
;68570;2005.0;2346
;52230;2154.0;116
;55160;2123.0;360
;68350;960.0;6114
;2100;1004.0;929
;2120;1674.0;446
;2140;1677.0;250
;62650;1636.0;335
;60190;1274.0;962
;80250;563.0;156
;80250;783.0;122
;60120;533.0;351
;80500;903.0;119
;2600;388.0;78
;2600;822.0;228
;60890;1323.0;670
;2210;805.0;279
;2210;376.0;63
;2160;859.0;491
;2220;488.0;149
;51480;1456.0;236
;51530;836.0;408
;51130;1726.0;313
;51130;2220.0;295
;51130;1951.0;151
;51170;751.0;106
;72260;1261.0;369
;72610;8738.0;2235
;61500;4055.0;4358
;72170;1678.0;509
;72510;3241.0;879
;72330;2188.0;1818
;72510;3647.0;1591
;72610;1252.0;279
;61500;886.0;126
;72290;1123.0;348
;72120;1436.0;321
;72220;3840.0;2323
;72220;3343.0;1601
;72460;1118.0;1262
;72320;1059.0;256
;41270;1984.0;197
;41100;1122.0;3372
;41270;1535.0;182
;61190;2419.0;1600
;61360;1111.0;91
;61130;768.0;108
;61130;1897.0;757
;61170;658.0;116
;61380;1972.0;251
;61390;637.0;100
;61170;1135.0;377
;28400;920.0;397
;;1477.0;396
;80400;977.0;4829
;45320;5008.0;4075
;77120;1837.0;736
;77120;2004.0;1327
;60350;553.0;268
;89120;1876.0;1626
;89140;2111.0;829
;61200;332.0;113
;28410;1330.0;1258
;78350;249.0;1550
;61200;1074.0;949
;28270;1322.0;332
;61240;384.0;38
;61200;681.0;238
;72200;7913.0;14963
;41310;1810.0;450
;72440;2951.0;470
;72110;3292.0;1998
;8300;915.0;205
;51420;1366.0;498
;52220;1648.0;228
;;1562.0;455
;10200;609.0;68
;52110;1475.0;106
;10500;1477.0;235
;52100;158.0;428
;51290;1541.0;146
;10330;608.0;35
;51330;2157.0;110
;51330;2268.0;140
;8400;1837.0;91
;2250;876.0;291
;2240;313.0;207
;2440;350.0;132
;2380;467.0;130
;2300;433.0;474
;2700;1830.0;14110
;60400;526.0;404
;2860;331.0;271
;2320;976.0;1811
;2190;1131.0;116
;8220;3683.0;697
;8090;441.0;203
;8460;706.0;60
;8430;684.0;96
;8300;941.0;714
;8160;471.0;461
;70700;573.0;135
;36150;988.0;133
;76730;267.0;178
;16100;1092.0;880
;85540;1249.0;453
;88160;1849.0;1777
;79500;920.0;875
;24380;774.0;474
;49530;1567.0;2400
;40380;564.0;374
;11330;1745.0;104
;26310;1633.0;33
;57970;381.0;253
;62260;599.0;10991
;25170;682.0;616
;6530;541.0;1384
;62450;340.0;38
;35360;1444.0;959
;4200;2111.0;497
;49123;1302.0;365
;21150;384.0;606
;71710;1235.0;2201
;55130;2893.0;210
;17770;867.0;334
;32230;545.0;48
;69640;425.0;619
;50160;910.0;221
;46110;617.0;394
;18190;1406.0;164
;38510;1416.0;1140
;54120;982.0;128
;35270;725.0;341
;38570;2662.0;2858
;76450;478.0;315
;63210;1765.0;381
;44390;6704.0;8160
;58190;574.0;157
;32140;650.0;95
;65320;494.0;479
;36340;2536.0;267
;53290;684.0;202
;24230;930.0;357
;55000;1664.0;304
;73460;168.0;1720
;25250;572.0;319
;14540;196.0;355
;68126;656.0;1243
;53700;1857.0;394
;43300;1614.0;202
;37510;1780.0;1072
;46120;1131.0;200
;25190;1608.0;216
;55200;487.0;70
;43370;1019.0;1715
;86400;1093.0;510
;33350;239.0;49
;64570;1372.0;425
;16300;644.0;113
;49500;3162.0;1043
;38440;795.0;604
;65350;505.0;228
;32240;577.0;297
;33710;1358.0;2172
;39570;529.0;455
;62450;574.0;265
;14190;455.0;263
;30350;1125.0;609
;18360;2524.0;179
;2120;928.0;241
;68140;787.0;754
;;1066.0;1030
;17120;2494.0;2128
;44210;9477.0;13937
;64220;406.0;183
;66330;1058.0;9399
;33580;854.0;375
;16140;1149.0;364
;1140;851.0;751
;30190;787.0;578
;66610;443.0;1290
;65700;1848.0;662
;85230;3510.0;3930
;39110;550.0;139
;59630;1201.0;1272
;29530;2812.0;652
;32390;996.0;564
;85200;1846.0;1004
;17500;915.0;459
;73570;265.0;541
;56250;2550.0;3229
;50750;630.0;879
;12500;3012.0;1320
;53420;3573.0;1222
;88210;436.0;64
;37400;918.0;722
;;613.0;79
;69700;551.0;832
;11600;1029.0;1072
;8230;1482.0;871
;80800;678.0;278
;68320;1171.0;1785
;26160;528.0;101
;;1227.0;148
;31330;661.0;706
;53150;1092.0;2045
;85600;2318.0;2746
;57830;489.0;230
;49350;3299.0;2211
;88400;3089.0;1568
;38480;739.0;3499
;6620;1594.0;106
;79800;1197.0;177
;3800;215.0;130
;13670;461.0;799
;29490;4380.0;13586
;26600;818.0;1082
;24380;1227.0;252
;68600;700.0;612
;55130;622.0;73
;31190;732.0;436
;5130;2263.0;248
;49700;2599.0;805
;89440;847.0;108
;62111;317.0;195
;1580;1423.0;691
;88140;341.0;50
;52130;596.0;62
;32160;441.0;208
;64190;680.0;210
;1600;1562.0;4311
;40210;3641.0;2659
;65190;1122.0;772
;49640;4080.0;1516
;64400;559.0;223
;58250;1784.0;233
;64350;401.0;57
;26800;1426.0;9629
;6200;7392.0;343629
;7220;1979.0;432
;29520;3340.0;713
;65200;370.0;212
;34150;3862.0;262
;90100;399.0;795
;73220;1103.0;236
;86580;749.0;1706
;22250;1489.0;692
;3110;1343.0;747
;86200;1598.0;251
;39150;762.0;184
;44290;10565.0;5209
;59143;383.0;915
;63120;2118.0;305
;1800;1408.0;440
;4510;641.0;998
;35610;3257.0;1966
;68130;406.0;333
;9800;3427.0;134
;40210;9660.0;515
;57830;369.0;513
;66450;833.0;4590
;17590;708.0;692
;64700;1051.0;16759
;56260;838.0;8219
;14610;601.0;1759
;25170;395.0;157
;39170;949.0;2109
;20123;1895.0;286
;3420;2035.0;284
;19230;1992.0;548
;25680;235.0;36
;49120;7237.0;8755
;49120;7237.0;8755
;65140;298.0;22
;3360;1253.0;304
;54800;1126.0;300
;50270;652.0;163
;58190;1384.0;236
;21210;758.0;148
;56680;3574.0;5214
;85320;3519.0;1509
;70190;638.0;101
;36300;5748.0;6840
;40090;5218.0;723
;26210;686.0;666
;84210;368.0;2147
;;558.0;1791
;;1194.0;545
;56250;1844.0;2058
;63112;698.0;3778
;33890;772.0;484
;67500;622.0;1315
;21200;546.0;312
;19000;475.0;105
;;276.0;183
;64350;811.0;107
;73330;372.0;298
;66190;1202.0;3082
;58190;1084.0;84
;79120;4541.0;2087
;31430;494.0;127
;2260;1101.0;389
;20229;246.0;29
;11420;1370.0;109
;5300;1525.0;731
;32130;1299.0;370
;71740;134.0;120
;70800;693.0;118
;80115;1009.0;657
;50630;733.0;258
;14150;1128.0;9452
;33250;2530.0;653
;65140;450.0;101
;8300;658.0;69
;8270;1726.0;509
;8130;1303.0;295
;8000;691.0;3599
;27370;1097.0;980
;76520;500.0;798
;76490;1437.0;985
;76110;754.0;1191
;76700;1039.0;1242
;27500;1176.0;417
;76210;809.0;555
;76540;728.0;508
;76540;423.0;348
;76790;1491.0;1164
;76160;488.0;9418
;76190;475.0;1070
;76190;407.0;1490
;76480;730.0;1953
;76840;1081.0;1234
;76890;1530.0;481
;76890;454.0;649
;60480;531.0;135
;92420;309.0;8611
;60360;1183.0;117
;60240;615.0;195
;60149;1966.0;1437
;27700;787.0;394
;27120;772.0;350
;;772.0;218
;;672.0;532
;27510;1276.0;636
;27420;379.0;165
;27930;662.0;328
;27950;362.0;51
;27120;502.0;266
;27510;1528.0;1037
;27630;1528.0;1037
;27510;1528.0;1037
;78740;843.0;4782
;78670;502.0;5115
;78490;605.0;956
;78540;673.0;9383
;60110;394.0;337
;95420;747.0;297
;76750;668.0;126
;76116;789.0;1069
;27850;413.0;449
;27380;532.0;747
;27740;534.0;1164
;27440;1075.0;341
;76160;711.0;532
;76680;1048.0;271
;76680;2135.0;1168
;60112;426.0;156
;60430;377.0;520
;27140;598.0;177
;60590;765.0;245
;60650;649.0;1019
;60120;829.0;211
;95350;413.0;736
;95580;275.0;2530
;95170;374.0;21983
;94120;558.0;52998
;93390;395.0;30720
;93230;345.0;25411
;60530;586.0;1110
;77200;614.0;23471
;77910;975.0;933
;77163;614.0;376
;77440;726.0;1373
;77410;462.0;270
;77580;793.0;1059
;77165;175.0;581
;77174;1919.0;1826
;77165;585.0;274
;60117;324.0;921
;60370;711.0;1635
;60510;557.0;367
;78770;480.0;723
;60130;629.0;235
;60190;904.0;396
;60130;1252.0;1140
;60420;945.0;294
;80250;610.0;148
;80680;641.0;290
;60420;424.0;115
;60400;113.0;697
;60640;675.0;198
;60310;701.0;259
;80320;377.0;178
;80400;1339.0;1100
;10260;4258.0;490
;89290;509.0;1029
;89290;875.0;454
;89300;560.0;673
;89240;1405.0;1029
;89130;3526.0;2687
;89500;1459.0;811
;89310;1445.0;104
;89800;2215.0;797
;83136;3734.0;2513
;50600;1185.0;1902
;69430;1169.0;1093
;17370;641.0;1040
;86270;4346.0;922
;4110;2356.0;265
;76550;1732.0;3309
;72800;3394.0;435
;86150;591.0;1179
;44600;5003.0;67940
;79200;1295.0;304
;80850;469.0;1136
;69440;816.0;2294
;21320;1153.0;144
;;1043.0;697
;35390;5524.0;2393
;36270;1873.0;221
;50310;485.0;241
;67480;229.0;215
;29550;1305.0;514
;54890;1929.0;653
;33490;822.0;569
;38270;1839.0;4676
;37230;2134.0;1442
;68460;856.0;6192
;22160;1723.0;171
;66430;573.0;7129
;30480;1305.0;1941
;38350;1329.0;78
;16100;706.0;1452
;55260;1587.0;157
;83670;2767.0;136
;62960;424.0;236
;;1560.0;1923
;70110;552.0;226
;54425;374.0;4353
;41200;6169.0;742
;44320;3984.0;3986
;47190;940.0;343
;31210;1238.0;380
;31470;452.0;249
;54510;1156.0;1251
;36100;1983.0;204
;21210;972.0;104
;68980;557.0;984
;30960;826.0;704
;74270;1692.0;909
;74160;1062.0;12099
;41110;1801.0;811
;18220;4007.0;868
;11140;555.0;4
;65400;321.0;270
