NOM POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;Nom Etablissement
;;;;;KUHN SA
;;;;;SIBERT
;;;;;DELPEYRAT site de Vic Fezensac
;;;;;BOISDEXTER S.A.
;;;;;SARL CAPEFI
;;;;;BUISSON (GAEC DU)
;;;;;SA COUVOIR JOSSET
;;;;;LE MOULLEC Serge
;;;;;EARL HOUZE
;;;;;DÃ©charge de Ouanary
;;;;;CVE de Maubeuge
;;;;;TEKNOLYSE
;;;;;91070
;;;;;59145
;;;;;verhaeghe industries
;;;;;NOVACID
;;;;;briqueteries du nord
;;;;;NOVANDIE
;;;;;59278
;;;;;CRE de la Pallice
;;;;;34700
;;;;;SCEA KENVAR
;;;;;besnier etaux
;;;;;PROPLAST
;;;;;AUTO PIECES LESIEUX
;;;;;EARL AR BRUG
;;;;;SAINT GEORGES 1 et 2
;;;;;ETS LAVAGNE
;;;;;ETS ROSSI
;;;;;Raffinerie ESSO
;;;;;LBC MARSEILLE
;;;;;LAFARGE GRANULATS FRANCE
;;;;;Aptunion site de Gargas
;;;;;SMA VAUTUBIERE
;;;;;CREALIS
;;;;;I.S.D.N.D des Lauriers
;;;;;MUNKSJO LA GERE
;;;;;SociÃ©tÃ© CAMERON
;;;;;DELTA RECYCLAGE
;;;;;SARL DELCLOS ET FILS
;;;;;ISDI Com. Com. Canal Lirou St Chinianais
;;;;;SONOCO PAPER France
;;;;;GAGGENAU Industrie SAS
;;;;;STOEFFLER
;;;;;COVED - ISDND de ALLAN
;;;;;LES ATELIERS REUNIS REVETEMENT SAS
;;;;;RHODIA OPERATIONS CHALAMPE
;;;;;KUHN S.A
;;;;;STRASBOURG ENERGIE
;;;;;MHI Equipment Alsace
;;;;;PRAXAIR PHP S.A.S - Usine de Mercus
;;;;;Chai de Aignan. Vignerons du St Mont
;;;;;CHARIER CM
;;;;;CSI sud ouest
;;;;;ESSO
;;;;;BIGORRE METAUX SERVICES
;;;;;C3L
;;;;;CASSE AUTO 114
;;;;;VIRBAC NUTRITION
;;;;;ISDI Entreprise Lopez
;;;;;EMFI Site de Haguenau
;;;;;CLESTRA
;;;;;AMCOR FLEXIBLES SELESTAT
;;;;;schroll
;;;;;BIEBER BOIS SAS
;;;;;TOLERIE EMAILLERIE HILD SAS
;;;;;AGRIVALOR Wittenheim
;;;;;Bouyer Leroux Structure -  site de COLOMIERS
;;;;;Plateforme de compostage de Salon de Provence
;;;;;CoopÃ©ration Pharmaceutique FranÃ§aise
;;;;;DECONS Portet
;;;;;FRIGOPOLIS
;;;;;Insatallation de Stockage de dÃ©chets de Lewarde
;;;;;DEPOT TOTAL
;;;;;Armor Inox
;;;;;UVE PONTIVY
;;;;;Station epuration zone portuaire
;;;;;Hydrep
;;;;;GUYOT ENVIRONNEMENT PLOERMEL
;;;;;STOCK CAR
;;;;;TECHNICENTRE DE RENNES SNCF
;;;;;Dalkia Biomasse Rennes (DBR)
;;;;;LAGARDE
;;;;;CB VOLAILLES
;;;;;ACV BIAJOUX ASSAINISSEMENT
;;;;;SAS LBDI ENVIRONNEMENT
;;;;;EVONIK AEROSIL FRANCE
;;;;;PERONNON
;;;;;Baud Vougy
;;;;;EARL LA CHEVAUCHERIE
;;;;;CF&R
;;;;;VAL'AURA
;;;;;EARL BRIAND BEUGUEL
;;;;;APF Entreprises 34
;;;;;CENTRALE DE JARRY-NORD
;;;;;SCA LE BIHAN-GLOUX
;;;;;RHUMS MARTINIQUAIS SAINT JAMES
;;;;;VALEST
;;;;;BRIOCHE PASQUIER CHATELET S.A.S
;;;;;ODELOT ENVIRONNEMENT - Galettes
;;;;;VIAUD Jean-Yves
;;;;;GAEC des GRANDES VIGNES
;;;;;GAEC LA MOLLIERE
;;;;;TRESCH CLERGET SAS
;;;;;SOCIETE LAITIERE DE PONTIVY
;;;;;MULTILAP
;;;;;LECHE PASCUAL FRANCE
;;;;;EARL CASSAGNAU
;;;;;STEP - TROYES
;;;;;EARL CHOUANET
;;;;;S.A.S PORTES ET APPRAT
;;;;;EARL BRETAUD
;;;;;MICHENAUD Jean-Philippe
;;;;;SCEA VIGOUROUX
;;;;;SCEA de KERSCAO
;;;;;SCEA PRO-PORCS
;;;;;SIBELCO GREEN SOLUTIONS SA
;;;;;VISKASE S.A.S.
;;;;;GIE DU COSTET
;;;;;GGB Dieuze
;;;;;AUTO-THIONVILLE Casse Auto
;;;;;29900
;;;;;Tecnolak
;;;;;JEFMAG
;;;;;GROLLEAU
;;;;;FONDERIE BOUHYER
;;;;;ASSA ABLOY Aube Anjou
;;;;;PASTURAL
;;;;;CASE NEW HOLLAND FRANCE INDUSTRIAL SA (CNHi)
;;;;;CARRIERE DES 4 ETALONS
;;;;;UNITED BISCUITS FRANCE
;;;;;APLIX
;;;;;CoopÃ©rative Agricole de DÃ©shydratation d'Arcis sur Aube
;;;;;TRIOPLAST France
;;;;;GARNIER
;;;;;SANDERS SAS
;;;;;MC FRANCE
;;;;;SOCMA - ISDI La RÃ©tiÃ¨re
;;;;;RECUP DIFFUSION PIECES AUTOS
;;;;;SONITHERM
;;;;;LABORATOIRE ELAIAPHARM
;;;;;V. MANE FILS
;;;;;ROBERTET VILLE
;;;;;DEPOTS PETROLIERS DE FOS SA
;;;;;FIRMENICH SEILLANS
;;;;;SCA DE DESHYDRATATION
;;;;;SOCIETE HOTELIERE MARTINEZ CONCORDE
;;;;;Compagnie Industrielle Maritime
;;;;;Technicentre de Rouen Quatre-Mares
;;;;;VETOQUINOL
;;;;;NYRSTAR France
;;;;;STORA ENSO CORBEHEM
;;;;;SKF AEROENGINE FRANCE
;;;;;RLST
;;;;;BARILLA FRANCE
;;;;;Roquette frÃ¨res
;;;;;LECROARD
;;;;;TERRAZZONI FRERES
;;;;;SNR
;;;;;TEREOS France
;;;;;FORMICA (Quillan - La Ville)
;;;;;les viandes limousines
;;;;;TIXIT (Usine T2)
;;;;;NOBEL SPORT TUNET
;;;;;SODIAAL INTERNATIONAL Les Fromageries Riches Monts
;;;;;SITOM DE Moutiers
;;;;;FRAMATOME ANP - CEDOS
;;;;;FETET (S.C.E.A)
;;;;;SOBEGAL - Lacq
;;;;;FOREZ PISCINES
;;;;;capa
;;;;;NOVOFERM
;;;;;ENERGIE PLUS
;;;;;Koni-France
;;;;;KUHN NODET (30 -  R GDE HAIE)
;;;;;ITM LAI
;;;;;CdF - Bassin de dÃ©cantation de Merlebach
;;;;;JOHNSON CONTROLS ROTH
;;;;;Les Brasseurs de Gayant
;;;;;GALVAPLUS
;;;;;13368
;;;;;37210
;;;;;JELD-WEN Ussel
;;;;;TITANOBEL SA
;;;;;19170
;;;;;SARL DU SKAVENN
;;;;;EARL BROUSSARD
;;;;;Pullflex
;;;;;VAL'AURA
;;;;;26106
;;;;;GRAHAM PACKAGING VILLECOMTAL
;;;;;SMTD 65
;;;;;EARL DES TROIS ETANGS
;;;;;SURPLUS AUTO 31
;;;;;EARL les ClÃ´tures
;;;;;LE RAY
;;;;;earl maruvol
;;;;;DÃ©charge de Camopi
;;;;;VALESPACE
;;;;;EARL KERJEAN
;;;;;COURADES MICHEL / EARL COURADES
;;;;;DECAMAT
;;;;;ENTREPRISE GAUTHIER
;;;;;SOSUMAR CENTRE LECLERC
;;;;;NOVACYL SAINT-FONS
;;;;;SECAB SAS.
;;;;;DISTRIPLAST FLANDRE
;;;;;L.B.N. (Liants et bitumes du Nord)
;;;;;Remy LENFANT Teinturerie
;;;;;HOUDAIN PIECES AUTOS
;;;;;Centre d'Ã©tudes de Gramat
;;;;;SITA SUD
;;;;;IVECO BUS - USINE d'ANNONAY
;;;;;Smectom du Plantaurel - dechetterie de Villeneuve d'olmes-
;;;;;CLS REMY COINTREAU
;;;;;DHJ INTERNATIONAL
;;;;;Acument Vieux condÃ©
;;;;;BECKER Henri
;;;;;KME France SAS Etablissement de Niederbruck
;;;;;LUNDIN INTERNATIONAL
;;;;;ATS PERRIN
;;;;;R.E.S.
;;;;;polichrome
;;;;;TECHNIC EPOXY
;;;;;TRAPIL
;;;;;LABORATOIRE MERIEL
;;;;;E&S Chimie SAS
;;;;;SEVIA
;;;;;Aperam Stainless Services & Solutions Tubes Europe
;;;;;MECAPROTEC INDUSTRIES
;;;;;CIPHA
;;;;;REXAM HEALTHCARE
;;;;;SORAR
;;;;;SIDENERGIE SA
;;;;;SECHE ECO INDUSTRIES site de L'OisonniÃ¨re
;;;;;S.A.S NORD CHROME
;;;;;FLEURY MICHON TRAITEUR MOUILLERON
;;;;;YOPLAIT France - Usine du Mans
;;;;;CHARAL
;;;;;SCEA MARTIN Romain
;;;;;STEP - ANTIBES
;;;;;STEP - BENECHOU
;;;;;STEP - CAEN
;;;;;Banc d'Essais des AccÃ©lÃ©rateurs Ã  Poudre (BEAP)
;;;;;EARL DE LA ROSETTE
;;;;;UDEP du SITEAM (MACON)
;;;;;BOUZONIE (EARL)
;;;;;SFTR - ISDND Montois-la-Montagne
;;;;;MECANAUTO
;;;;;CASSE AUTO NILVANGE (ex-BEAUCOURT)
;;;;;KOCH Manutention MÃ©canique S.A.S.
;;;;;ECOVER
;;;;;SARL VOSGES OCCAS
;;;;;SABEST
;;;;;SociÃ©tÃ© Nouvelle Fonderies et Ateliers Salin
;;;;;GEYER FRERES
;;;;;COREPA Lormet
;;;;;SCICA POMANJOU
;;;;;SOCIETE FROMAGERE DE RIOM
;;;;;FLORENTAISE USINE
;;;;;PICHON PLASTIQUES PAPIER
;;;;;DELPHI SITE DE DONCHERY
;;;;;NESTLE France SAS
;;;;;ERDF UREA - AllÃ©e Prince ImpÃ©rial
;;;;;CHARABOT
;;;;;BIOLANDES Ã©tablissement de Grasse
;;;;;ESSEX SAS - IVA
;;;;;Crealis
;;;;;AIR PRODUCTS
;;;;;Soliance
;;;;;Projet U.S.
;;;;;CEREAL PARTNERS France
;;;;;LEXY AUTO PIECES OCCASION
;;;;;ESSILOR Usine des Battants
;;;;;Etablissement VENINOV
;;;;;Usine Ã  brames
;;;;;NOVERGIE
;;;;;SEPS
;;;;;THALES ALENIA SPACE FRANCE - TOULOUSE
;;;;;carriÃ¨re de Mas du causse
;;;;;E.ON - Centrale Emile HUCHET
;;;;;TALC de LUZENAC FRANCE SAS usine
;;;;;DELPEYRAT Site de La Pommeraie sur SÃ¨vre
;;;;;MECAPROTEC INDUSTRIES 2
;;;;;DETAIL AUTO / DALUZ MARIO
;;;;;ISDND La Coutume
;;;;;GASCOGNE SACS
;;;;;63118
;;;;;FONDERIE LA PERSEVERANCE
;;;;;OSCAR SAVREUX
;;;;;Focast
;;;;;Tuberie de DÃ©ville
;;;;;APEM
;;;;;AKZO NOBEL PACKAGING COATINGS SAS
;;;;;KNAUF INDUSTRIES
;;;;;LOG ELEVAGE
;;;;;SARL R.MOREL
;;;;;LES SALAISONS DE L'ARREE
;;;;;Chaufferie de Longchamp
;;;;;GAILLARD RONDINO
;;;;;GDE Evans
;;;;;FINIMETAUX
;;;;;SARL YONNE DECAPAGE
;;;;;CARRIERES DU ROANNAIS
;;;;;STIN
;;;;;SYVADEC
;;;;;Jean FLOC'H SurgÃ©lation
;;;;;DANONE Produits Frais France
;;;;;Z.A.C. DE BEAUBREUIL D29991C
;;;;;Silvadec
;;;;;SIMON SAS
;;;;;UnitÃ© de dÃ©pollution
;;;;;Almeco SAS
;;;;;Site de Saint-Brieuc
;;;;;Media6 production Metal
;;;;;IFPEN LYON
;;;;;LAVARHONE
;;;;;HCL HOPITAL EDOUARD HERRIOT
;;;;;EntrepÃ´t frigorifique des CÃ´tes d'Armor
;;;;;Reboul SAS
;;;;;SABIC Innovative Plastics ABS France
;;;;;QUINSON-FONLUPT
;;;;;QUIBEL S.A
;;;;;EXSTO
;;;;;MORIN Jean-Michel
;;;;;Meuse Ã©nergie
;;;;;CHELLES CHALEUR
;;;;;AUBRON (SCEA)
;;;;;EARL JANIN
;;;;;EARL BLOND Philippe
;;;;;EARL DU FROMENT
;;;;;SOVALEG SAS
;;;;;SOCADA-SOCAVI
;;;;;Chaufferie de la RÃ©sidence 'Les CÃ¨dres'
;;;;;STEP - PERPIGNAN
;;;;;SNTS
;;;;;Artois Comm
;;;;;DECONS Serres Castet
;;;;;Atlantique Productions
;;;;;RKW SFE SAS
;;;;;COCHERIL Daniel
;;;;;BAUGE Imprimeur
;;;;;plattard granulats
;;;;;SMP BUGE
;;;;;CUMA FERTILIS
;;;;;VALSUD - Signes
;;;;;DALKIA CHAUFFERIE
;;;;;COSMEVA
;;;;;TERREAL LASBORDES
;;;;;42600
;;;;;EARL THOMAS
;;;;;EARL CHALLIER
;;;;;Abriso France
;;;;;BUTAGAZ
;;;;;MTB RECYCLING
;;;;;
;;;;;EARL GUILLO MICHEL
;;;;;KELLER DORIAN GRAPHICS
;;;;;DS SMITH PACKAGING Normandie
;;;;;S.A.S ECOGRAS
;;;;;EST GRAINAGE
;;;;;PIGEON CARRIERES
;;;;;Knauf Industries Ouest
;;;;;SOBEM
;;;;;EARL LEGUET
;;;;;Malteries franco Belges
;;;;;GTA
;;;;;GRIFFENDUX INDUSTRIE
;;;;;STATION D'EPURATION LA FEUILLARDAYE
;;;;;AHLSTROM Brignoud
;;;;;ISOBOX
;;;;;PRAXAIR Surface Technologies
;;;;;PLATEFORME DE COMPOSTAGE DE LEZAY
;;;;;VICATcarriÃ¨re de CrÃ©chy
;;;;;Delmotte Patisserie
;;;;;ENTREMONT-ALLIANCE GLOMEL
;;;;;CAVE LES VIGNERONS DE PIERREFEU
;;;;;VIGNOBLES FRANCOIS RAVEL
;;;;;VIOLLET-INDUSTRIES
;;;;;APERAM Stainless Services & Solutions PRECISION site de Firminy
;;;;;ZF PWK MECACENTRE
;;;;;TEREOS SUCRERIE D'ABBEVILLE
;;;;;SICAREV
;;;;;VALEO Embrayages SAS (FONDERIE)
;;;;;SERTE
;;;;;Ardagh Production France SAS
;;;;;CHAUFFERIE DE FONTBOUILLANT
;;;;;FORGE & DEVELOPPEMENT
;;;;;ASCOMETAL USINE D'HAGONDANGE
;;;;;EARL QUILLIOU
;;;;;COMPTOIR AGRICOLE DE HOCHFELDEN - SILOS DE STRASBOURG
;;;;;ALCATEL-LUCENT SUBMARINE NETWORKS
;;;;;ADP Centrale thermique de l'AÃ©roport du Bourget
;;;;;ROBERT BOCSH (France) SAS
;;;;;EARL LE MERCIER
;;;;;HÃ´pital d'Instruction des ArmÃ©es Sainte Anne
;;;;;AFM Recyclage
;;;;;STRATEC
;;;;;BRICFRUIT
;;;;;GUY DAUPHIN ENVIRONNEMENT (GDE Chantenay)
;;;;;STEF logistique ALSACE site DIJON
;;;;;DOLIS
;;;;;FROMAGERIE PAUL RENARD
;;;;;ALTEO Site de Mangegarri
;;;;;DISTILLERIE LA VAROISE
;;;;;CONSERVERIE MORBIHANNAISE
;;;;;PRYSMIAN - PARON
;;;;;Auchan Carburant Aubiere
;;;;;PROCAR RECYGOM
;;;;;TRW France
;;;;;ALCYON
;;;;;HUBBARD SAINT GILDAS
;;;;;CYCOFOS
;;;;;SCIAE
;;;;;ENTREMONT SODIAAL
;;;;;SCHAEFFLER CHAIN DRIVE SYSTEMS
;;;;;Chaufferie 'Les Martinets'
;;;;;ELECTROLUX LAUNDRY SYSTEMS FR
;;;;;GREATBATCH MEDICAL
;;;;;SARL PSES
;;;;;Chaufferie de la copro GRIGNY II
;;;;;ARDEN PIECES AUTO
;;;;;EARL Ferme de l'Abondance
;;;;;Site de Damville
;;;;;
;;;;;SEA
;;;;;CHIMIREC VALRECOISE
;;;;;SAUPIQUET
;;;;;PROFIALIS SAS
;;;;;VMC PECHE
;;;;;SITE DE MONTREAL LA CLUSE BÃ¢timent 2
;;;;;ZANINI FRANCE
;;;;;ArjowigginsHealthcare
;;;;;MB AUTO
;;;;;SULKY-BUREL SAS
;;;;;ANNP
;;;;;Wienerberger usine d'ACHENHEIM
;;;;;THYSSENKRUPP SOFEDIT Arudy
;;;;;Raffinerie de Feyzin
;;;;;UNIVAR
;;;;;ZIEMEX S.A.S.
;;;;;ArcelorMittal tubular product VITRY LE FRANCOIS
;;;;;BAM - La RIVIERA
;;;;;STEPHAN
;;;;;FRESNOY ENVIRONNEMENT
;;;;;ISDND de DonzÃ¨re
;;;;;76430
;;;;;NANCY ENERGIE
;;;;;REICHHOLD
;;;;;NORD CHROME
;;;;;GDE - Metalifer groupe Ecore
;;;;;AUTO PIECES 88
;;;;;EMFI S.A.S
;;;;;DEMOLITION AUTOMOBILE
;;;;;AIRFORGE SAS
;;;;;TANNERIE ARNAL
;;;;;SAFETYKLEEN
;;;;;VTB
;;;;;REZOLI S.A
;;;;;EARL DE PERROS
;;;;;ANETT QUATRE
;;;;;EARL LMA PASQUIER
;;;;;MAGNESITA Refractories Usine de Flaumont
;;;;;.BLANCHISSERIE CENTRE HOSPITALIER UNIVERSITAIRE SAINT-ETIENNE
;;;;;TOUL DEMOLITION
;;;;;ALFI-IM_ Etablissement National de Vitrolles
;;;;;HURON GRAFFENSTADEN
;;;;;secode
;;;;;ETERNIT
;;;;;IMPRIMERIE ALSACIENNE DIDIER QUEBECOR
;;;;;GONET Philippe
;;;;;PELLICULAGES ET VERNISSAGES DE L'OUEST
;;;;;ABATTOIRS DU VALOIS
;;;;;SURVAL
;;;;;EARL PETITES GIRARDIERES
;;;;;AJINOMOTO FOODS EUROPE SAS
;;;;;POLYCLINIQUE BORDEAUX NORD AQUITAINE
;;;;;AUTO CASSE 24 SNC
;;;;;GROUPE AMICE SOQUET
;;;;;UNIVAR
;;;;;SCEA LEVANT
;;;;;SCEA DE BELLEVUE CARFANTAN
;;;;;AISNE ENROBES
;;;;;Huntsman Saint Mihiel SAS Division Huntsman Textile Effects France
;;;;;RAHER AUTO DEMOLITION
;;;;;GAEC DE GAUDIN
;;;;;PDM Industries
;;;;;AMH LABO SAS
;;;;;CEREXAGRI usine de MOURENX
;;;;;Entreprise Adaptee de Mahourat (MAHOURAT)
;;;;;SARL ALBERDI
;;;;;SARP OUEST
;;;;;IMPRIM 33
;;;;;Usine de Pont de Vaux
;;;;;PLATEFORME DE COMPOSTAGE DE ST ANDRE
;;;;;SEW - USOCOME
;;;;;SINIAT -  Usine de Ottmarsheim
;;;;;SARIA industries sud est
;;;;;Carbone Savoie
;;;;;Union de la Boucherie Lyonnaise
;;;;;CASSE AUTO RECYCLING 67
;;;;;Stockages PÃ©troliers du RhÃ´ne (SPR)
;;;;;SAS ALPES ASSAINISSEMENT
;;;;;PROTECHNIC
;;;;;Haute Alsace Recyclage
;;;;;EPUR CENTRE
;;;;;Centre de Stockage de dÃ©chets ultimes
;;;;;GENSEL
;;;;;CELM site de Gavres
;;;;;UNIVAR
;;;;;TAUTO CASS
;;;;;CARGILL FRANCE MONTOIR
;;;;;SociÃ©tÃ© FromagÃ¨re de Bouvron
;;;;;EURIAL-POITOURAINE
;;;;;SCA EMBALLAGE Nantes-ChevirÃ©
;;;;;COOP SYND DISTILLAT THOUARCE
;;;;;SITA Centre Est
;;;;;SIRTOMAD - plate forme compostage
;;;;;3L Energies
;;;;;SERTA
;;;;;SAIPOL
;;;;;SAVERDUN TERRE CUITE
;;;;;LAFARGE GRANULATS SUD
;;;;;EURALIS CEREALES - Lescar
;;;;;AUTOLIV ELECTRONIC SAS
;;;;;SEMA Industries
;;;;;SAS RFN
;;;;;SMEDAR
;;;;;ARDAGH ALUMINIUM PACKAGING FRANCE
;;;;;SEVIA
;;;;;GAZECHIM
;;;;;VIGNERONS DU GERLAND
;;;;;SOTIRA 49
;;;;;ArcelorMittal PÃ©rigueux
;;;;;TREVEST
;;;;;SNOP Ã‰TUPES
;;;;;CEB - Usine des PrÃ©s
;;;;;PIG AISNE
;;;;;KEOLIS Dijon
;;;;;GEMDOUBS
;;;;;BLOCFER
;;;;;SAINT ANDRE PLASTIQUE
;;;;;GALLOO BOBIGNY
;;;;;Plastic Omnium composites ST DESIRAT
;;;;;CCV LE CELLIER DES TEMPLIERS
;;;;;SOCIETE SANI OUEST (BREST)
;;;;;GRTgaz - Station de Compression LA BEGUDE
;;;;;AMORA MAILLE SociÃ©tÃ© Industrielle
;;;;;COULEUR STONE
;;;;;gaec de la datiniere
;;;;;EUROPEENNE DE CONDIMENTS
;;;;;DETRIVALOR
;;;;;INITIAL BTB
;;;;;DREVET FERRURES S.A.S.
;;;;;ARKEMA Usine de La Chambre
;;;;;StÃ© COMAPECHE
;;;;;ACQUETTE (La casse artisanale)
;;;;;SARL BRESSUIRE RECUP'AUTO
;;;;;VO 17 - AUTO PIECES
;;;;;auto casse
;;;;;COLAS CENTRE OUEST
;;;;;GPV France Site de Saint Amarin
;;;;;ISDI SOMPT
;;;;;CLIMESPACE - Centrale les Halles
;;;;;RATP - Atelier de Javel
;;;;;GALLOO ILE DE FRANCE DIVISION NANTERRE
;;;;;SNCF - Technicentre Est EuropÃ©en de Bobigny
;;;;;CASSE DIDEROT
;;;;;CHU Rangueil
;;;;;8Â° RMAT Mourmelon
;;;;;6Ã¨me RÃ©giment du MatÃ©riel
;;;;;FABREGUE IMPRIMEUR SA
;;;;;SAUTHON INDUSTRIE
;;;;;TrÃ©di
;;;;;RODET SAS
;;;;;GAEC LA SANS FONDS
;;;;;SCEADES PEUPLIERS
;;;;;SCEA PALUT
;;;;;GAEC LA HAYE
;;;;;BOP Jean Yves- LANDAPORC
;;;;;CEVA SANTE ANIMALE SA
;;;;;STEP - Lyon - Pierre BÃ©nite
;;;;;STEP - ChambÃ©ry
;;;;;STEP EDELWEISS - LE HAVRE (code SANDRE 037635102000 - nouvelle station)
;;;;;LAITIERE DE L'HERMITAGE (STE)
;;;;;Les fromageries Saint-Saviol
;;;;;CRISTALLERIES DE SAINT-LOUIS
;;;;;BG SAS
;;;;;BOULANGERIE NEUHAUSER
;;;;;SARL ECB
;;;;;MOSELLE PHOTOGRAVURE SAS
;;;;;EST METAL groupe Ecore
;;;;;TAVANO CarriÃ¨res
;;;;;SEDEP
;;;;;SAS CET BOUYER LEROUX
;;;;;SMURFIT KAPPA FRANCE - Etablissement Siemco
;;;;;VIF ARGENT
;;;;;TERRENA (Etablissement Beaufort en VallÃ©e)
;;;;;CAVAC UCAV
;;;;;ANGERS NICKEL CHROME
;;;;;The Valspar France Corporation SAS
;;;;;NCI ENVIRONNEMENT
;;;;;BING AUTO
;;;;;BELLANNE (Site de Cholet)
;;;;;SITA OUEST - SegrÃ©
;;;;;SODIPA EMBALLAGES
;;;;;SCA CULTURES FRANCE CHAMPIGNON - Centrale de LONGUE
;;;;;SARL REINAL
;;;;;TERROITIN et Fils Sarl
;;;;;ROBERT BOSCH France
;;;;;LEMER Fonderie
;;;;;Colas I.D.F.N. Usine de Maromme
;;;;;Auto Crac
;;;;;CEMEX GRANULATS RHONE MEDITERRANEE
;;;;;EMCO
;;;;;LEROUX
;;;;;ACI Villeurbanne
;;;;;ALBERTAZZI
;;;;;INITIAL Bourg en Bresse
;;;;;SLIR
;;;;;Carrieres Jean Romero
;;;;;STOC
;;;;;BASF Health and Care Products France
;;;;;REP (Site de Monthyon)
;;;;;DEAN de Landivisiau
;;;;;MILESI VERNIS
;;;;;NCS Pyrotechnie et Technologies- AUTOLIV
;;;;;SOCIETE ORLEANNAISE D'ASSAINISSEMENT
;;;;;BERTHOLLET-AMMI
;;;;;KOYO Bearings (anciennement TIMKEN France SAS)
;;;;;DÃ©pÃ´t de Vitry sur Seine
;;;;;SEPUR LOCAL DMS
;;;;;BRAMI Superalliages
;;;;;GDE Beauchamp
;;;;;PERMASWAGE
;;;;;ND LOGISTICS
;;;;;CURMA (VICTOR BASCH)
;;;;;COMPAGNIE GENERALE DES INSECTICIDES
;;;;;EDF Turbines Ã  Combustion de MONTEREAU
;;;;;Ferme de la Tremblaye - mÃ©thaniseur
;;;;;REVIVAL
;;;;;SC113
;;;;;PRETEMER AUTO SARL
;;;;;DAILYCER
;;;;;FLEXICO Etablissement d'HÃ©nonville
;;;;;PINET Industrie
;;;;;REVIVAL
;;;;;ARKEMA Lacq/Mourenx
;;;;;ELEVAGE DE TREMEMONT
;;;;;SCEA DE KERVANIJO
;;;;;LAUAK FRANCE
;;;;;DÃ©chetterie de Saint Martin de Seignanx
;;;;;DELPEYRAT Abattoir Saint Sever
;;;;;DELTA DECHETS - ISDND du Coudoulet
;;;;;STEF LOGISTIQUE SORGUES
;;;;;DRI ex DUCLAUX
;;;;;Centrale de cogÃ©nÃ©ration SETHELEC de SAILLAT -  usine SMURFIT LIMOUSIN
;;;;;AMCOR FLEXIBLE FROGES
;;;;;MARONCELLI
;;;;;GDE SORGUES
;;;;;NCDSM
;;;;;WILMAR France Holding SAS
;;;;;SARL VIDAU
;;;;;PRADIER CARRIERES
;;;;;GAZECHIM
;;;;;Ets PREBET & FILS
;;;;;NESTLE WATERS SUPPLY SUD
;;;;;PURFER
;;;;;VMITP - LodÃ¨ve et Soumont
;;;;;DEGERMANN GUSTAVE
;;;;;FAURECIA
;;;;;LOHR INDUSTRIE
;;;;;ETS OBERT
;;;;;HYDRA COSMETICS
;;;;;VOSSLOH COGIFER
;;;;;SUNDGAU-COMPOST
;;;;;SCHROLL
;;;;;AGREGATS ET BETON CONTRÃ”LE DE LA VALLEE DE LUCHON (ABCVL)
;;;;;PAPETERIES DE SAINT GIRONS
;;;;;Hydro Aluminium Toulouse
;;;;;Veolia Eau - Compagnie GÃ©nÃ©rale des Eaux - UnitÃ© d'incinÃ©ration de boues
;;;;;OFFICE DEPOT
;;;;;A.D.R.
;;;;;Usine de BEYREDE
;;;;;papeteries leon martin
;;;;;TARMAC AEROSAVE
;;;;;Centre de tri de dÃ©chets mÃ©nagers
;;;;;ETE RESEAUX
;;;;;Ecompagnie
;;;;;CECA Usine de Feuchy
;;;;;AUTO DEMOLITION CHOLETAISE
;;;;;SCORA
;;;;;ECOLAB PRODUCTION FRANCE
;;;;;COOPER STANDARD FRANCE - Usine de VitrÃ©
;;;;;CHARIER DV- ECOPOLE NIVILLAC
;;;;;Compagnie GÃ©nÃ©rale de SurgÃ©lation
;;;;;BRETAGNE CHIMIE FINE
;;;;;NICOLL SAS
;;;;;CARRIERES DES LACS SAS
;;;;;EGIDE
;;;;;SOCIETE DES CARRIERES BRETONNES
;;;;;Bartin recycling
;;;;;SOCIETE VEDREINE IMPRIMEURS S.A.
;;;;;sociÃ©tÃ© d'abattage du pays basque
;;;;;STEP - CARCASSONNE nouvelle
;;;;;STEP - SETE
;;;;;STEP - Angers la Baumette
;;;;;GEA ERGE SPIRALE ET SORAMAT
;;;;;LE TENO LoÃ¯c
;;;;;SCEA VILGAPORC
;;;;;GAEC ROCH FILY
;;;;;TROADEC Mickael
;;;;;STEP - PERPIGNAN
;;;;;S.A TERRALYS
;;;;;SAS ABATTOIRS DE BESSINES
;;;;;LIFE PLASTIC (ex ISAP EURONORD)
;;;;;LECOMTE Daniel
;;;;;SEMOFLEX VOSGES/Plastijo
;;;;;AUTOS PIECES OCCASIONS CHRISTOPHE Briey
;;;;;CARRIERE DE LA ROCHE ATARD
;;;;;PIGEON CarriÃ¨res
;;;;;CarriÃ¨re de SÃ©grie
;;;;;FLEURY-MICHON CHARCUTERIE
;;;;;Arc en Ciel
;;;;;CHRISTEYNS FRANCE
;;;;;SDPS - SociÃ©tÃ© des dÃ©pÃ´ts petroliers de la Sarthe
;;;;;Air Liquide France Industrie
;;;;;PEINTURE FINITION INDUSTRIELLE
;;;;;FERTI-MAUGES
;;;;;COFFY AUTOMOBILES
;;;;;BAUDRY SAS
;;;;;LES VERGERS D'ANJOU
;;;;;THERMOLAQUAGE DE VENDEE
;;;;;TRECA
;;;;;THYSSEN KRUPP SOFEDIT VENDOME
;;;;;BONHOMME
