NOM POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;Nom Etablissement
Ammoniac (NH3);12800;48.0971005177, -2.54675416502;75100013;48.0971005177, -2.54675416502;EARL BRIANT
Ammoniac (NH3);11300;48.1024885886, -4.0008992766;75100030;48.1024885886, -4.0008992766;EARL SEAC'H
Ammoniac (NH3);232700;48.238552444, -4.06393513778;75100032;48.238552444, -4.06393513778;AGRIVA
Ammoniac (NH3);124300;48.2837871435, -4.10679951196;75100035;48.2837871435, -4.10679951196;SCEA GENE CAUX
Ammoniac (NH3);72500;48.1816178391, -4.02730923192;75100036;48.1816178391, -4.02730923192;Station d'Ã©puration des eaux usÃ©es de la CommunautÃ© Urbaine de Strasbourg
Ammoniac (NH3);13600;48.1920222894, -3.71695515876;75100040;48.1920222894, -3.71695515876;STEP - COLMAR
Ammoniac (NH3);79700;48.2262324273, -3.72893716631;75100063;48.2262324273, -3.72893716631;STEP - MULHOUSE
Ammoniac (NH3);167700;48.6661054992, -4.06352575297;75100064;48.6661054992, -4.06352575297;STEP - Reyran
Ammoniac (NH3);657000;48.5024897713, -4.42625032088;75100065;48.5024897713, -4.42625032088;WDA
Ammoniac (NH3);34800;48.2837871435, -4.10679951196;75100066;48.2837871435, -4.10679951196;LTM COLOR
Ammoniac (NH3);74000;48.2837871435, -4.10679951196;75100067;48.2837871435, -4.10679951196;SMAE PSA PEUGEOT CITROEN AUTOMOBILE Site de TREMERY
Ammoniac (NH3);43200;48.2551201909, -3.89019970475;75100068;48.2551201909, -3.89019970475;Norske Skog Golbey
Ammoniac (NH3);21200;48.516892856, -3.58776796246;75100069;48.516892856, -3.58776796246;PAPETERIE DES CHATELLES
Ammoniac (NH3);102900;48.3982834725, -4.26686158841;75100070;48.3982834725, -4.26686158841;UnitÃ© de DÃ©pollution
Ammoniac (NH3);25600;48.6015550467, -3.75578324741;75100071;48.6015550467, -3.75578324741;GRANULATS VICAT
Ammoniac (NH3);152800;48.647384624, -3.71693596331;75100072;48.647384624, -3.71693596331;AUCHAN SEMECOURT
Ammoniac (NH3);20100;48.6282081973, -4.09628885183;75100073;48.6282081973, -4.09628885183;SITA Romagne sous Montfaucon
Ammoniac (NH3);10900;47.9953086024, -3.8905372581;75100074;47.9953086024, -3.8905372581;CARRIERES DE SAINT DENIS
Ammoniac (NH3);80800;48.4136828223, -3.95678495949;75100075;48.4136828223, -3.95678495949;TEM
Ammoniac (NH3);62100;48.4619731967, -3.96890391643;75100076;48.4619731967, -3.96890391643;ArcelorMittal Atlantique et Lorraine
Ammoniac (NH3);12600;48.4021269893, -3.7521405117;75100077;48.4021269893, -3.7521405117;BSN MEDICAL SAS
Ammoniac (NH3);97500;48.2743245052, -3.6287503253;75100079;48.2743245052, -3.6287503253;MASUY
Ammoniac (NH3);101700;48.1867421269, -3.81428904116;75100080;48.1867421269, -3.81428904116;KUHN-HUARD
Ammoniac (NH3);10700;48.6568788677, -4.17629537794;75100081;48.6568788677, -4.17629537794;AMADA EUROPE
Ammoniac (NH3);85900;48.1701462061, -3.97166325275;75100082;48.1701462061, -3.97166325275;ATMSA
Ammoniac (NH3);152200;48.4468177396, -4.00561533227;75100083;48.4468177396, -4.00561533227;SNRA
Ammoniac (NH3);40800;48.4867803511, -3.99625815218;75100084;48.4867803511, -3.99625815218;SociÃ©tÃ© des ateliers Louis Vuitton
Ammoniac (NH3);99600;48.2262324273, -3.72893716631;75100085;48.2262324273, -3.72893716631;SEF (SociÃ©tÃ© d'Enduction et de Flockage)
Ammoniac (NH3);109600;48.1024885886, -4.0008992766;75100086;48.1024885886, -4.0008992766;Initial
Ammoniac (NH3);58400;48.0788157645, -4.19048480591;75100087;48.0788157645, -4.19048480591;GUY DAUPHIN ENVIRONNEMENT (GDE La Roche)
Ammoniac (NH3);184700;48.5103539768, -4.15467866829;75100088;48.5103539768, -4.15467866829;ENERGIE SERVICE
Ammoniac (NH3);92100;48.2193594489, -4.16689300906;75100090;48.2193594489, -4.16689300906;CAMBOUI RECYCL'AUTO
Ammoniac (NH3);61700;47.8228736588, -4.22923926443;75100091;47.8228736588, -4.22923926443;TRIADE ELECTRONIQUE
Ammoniac (NH3);11700;48.6644578472, -4.04426201314;75100093;48.6644578472, -4.04426201314;PAPCART
Ammoniac (NH3);88700;48.6024017217, -4.36714582776;75100094;48.6024017217, -4.36714582776;FONDERIE DE NORMANDIE
Ammoniac (NH3);39900;48.5262423753, -3.64160209309;75100095;48.5262423753, -3.64160209309;BERSON BATIMENT
Ammoniac (NH3);57300;48.4319952843, -3.67974642517;75100096;48.4319952843, -3.67974642517;EIFFAGE TP
Ammoniac (NH3);11000;48.3518029428, -3.696221957;75100097;48.3518029428, -3.696221957;CERED-SITA FD
Ammoniac (NH3);39900;48.5509197391, -3.96276373884;75100098;48.5509197391, -3.96276373884;CHARIER TP
Ammoniac (NH3);85800;47.8140487225, -3.63079292835;75100099;47.8140487225, -3.63079292835;CEA CADARACHE
Ammoniac (NH3);162200;48.5298340492, -4.45289680161;75100100;48.5298340492, -4.45289680161;OREDUI
Ammoniac (NH3);11500;48.609267257, -4.29950560047;75100101;48.609267257, -4.29950560047;PAYAN BERTRAND SA
Ammoniac (NH3);198700;48.5693234221, -4.41946575442;75100102;48.5693234221, -4.41946575442;JEAN ET CHAUMONT et AssociÃ©s
Ammoniac (NH3);136200;48.5455041663, -4.17880072155;75100103;48.5455041663, -4.17880072155;APM DESHY - Site d'Aulnay aux Planches
Ammoniac (NH3);244800;48.3982834725, -4.26686158841;75100105;48.3982834725, -4.26686158841;SUNDESHY - Site de Francheville
Ammoniac (NH3);135800;48.2553207278, -3.82706960489;75100106;48.2553207278, -3.82706960489;AMI Ardennes Machining Industries
Ammoniac (NH3);144700;48.4055220731, -4.07796749198;75100107;48.4055220731, -4.07796749198;ARTEMISE SAS
Ammoniac (NH3);135600;48.3982834725, -4.26686158841;75100108;48.3982834725, -4.26686158841;MAUSER FRANCE
Ammoniac (NH3);413500;48.1083561555, -1.4055066631;75100109;48.1083561555, -1.4055066631;COENMANS RECYCLAGE INDUSTRIEL (SAS)
Ammoniac (NH3);10000;48.1919232664, -1.83106866973;75100110;48.1919232664, -1.83106866973;SICOS
Ammoniac (NH3);15300;48.047635831, -1.86849040175;75100111;48.047635831, -1.86849040175;SMURFIT KAPPA
Ammoniac (NH3);11900;47.7051183133, -2.07083197398;75100112;47.7051183133, -2.07083197398;Plastic Omnium Composites
Ammoniac (NH3);171300;48.3976998314, -1.90238917381;75100114;48.3976998314, -1.90238917381;IMERYS TOITURE Site de WARDRECQUES
Ammoniac (NH3);115200;;75100115;;LEROY SOMER Sillac
Ammoniac (NH3);127600;48.3290864833, -1.8382604949;75100116;48.3290864833, -1.8382604949;SALAVERT
Ammoniac (NH3);15600;47.9834661517, -2.03298522765;75100117;47.9834661517, -2.03298522765;SCEA DE CONVEAU
Ammoniac (NH3);145000;48.1083561555, -1.4055066631;75100118;48.1083561555, -1.4055066631;CARRIERE PROVENCALE ESPIRA DE L'AGLY
Ammoniac (NH3);15700;47.9211781805, -1.42908310683;75100119;47.9211781805, -1.42908310683;TRIADIS Services-Rivesaltes
Ammoniac (NH3);203900;47.9029639852, -1.26643358431;75100120;47.9029639852, -1.26643358431;SA des EAUX MINERALES d'EVIAN
Ammoniac (NH3);215800;48.1213989612, -1.46156047172;75100121;48.1213989612, -1.46156047172;LANXESS Emulsion Rubber
Ammoniac (NH3);22100;48.2000960506, -2.04707315795;75100123;48.2000960506, -2.04707315795;Cernay Environnement
Ammoniac (NH3);150400;47.8426323866, -1.68163301391;75100124;47.8426323866, -1.68163301391;SIL FALA
Ammoniac (NH3);187200;47.9504135489, -1.97570822982;75100125;47.9504135489, -1.97570822982;BIO SPRINGER
Ammoniac (NH3);93900;47.9148003721, -1.38056270592;75100126;47.9148003721, -1.38056270592;SOCIETE AJ AUTO DEMOLITION
Ammoniac (NH3);16200;48.2000960506, -2.04707315795;75100127;48.2000960506, -2.04707315795;TRUMPF MACHINES Haguenau
Ammoniac (NH3);180200;48.131371956, -2.22143658187;75100128;48.131371956, -2.22143658187;RMB (RECYCLAGE MATERIAUX BERGHEIM)
Ammoniac (NH3);171600;48.2256321696, -1.17846777503;75100129;48.2256321696, -1.17846777503;DAIICHI SANKYO ALTKIRCH SARL
Ammoniac (NH3);31600;49.1262942675, 1.89016276606;75100131;49.1262942675, 1.89016276606;SUPERBA SAS
Ammoniac (NH3);15600;48.6276975901, 2.09700720441;75100132;48.6276975901, 2.09700720441;Evonik RohMax France
Ammoniac (NH3);66900;48.5590128495, 3.2927220578;75100133;48.5590128495, 3.2927220578;SMITOM plateforme compostage Bischwiller
Ammoniac (NH3);15200;48.8141909608, 2.8285554138;75100140;48.8141909608, 2.8285554138;SELTZ MATERIAUX
Ammoniac (NH3);24300;50.0915425857, 3.59087173515;75100146;50.0915425857, 3.59087173515;Station d'Ã©puration de Meistratzheim
Ammoniac (NH3);11800;43.8593153322, 4.44563183802;75100171;43.8593153322, 4.44563183802;MIDI PYRENEES GRANULATS SITE DE GRENADE
Ammoniac (NH3);10200;44.1155773742, 4.04921410538;75100172;44.1155773742, 4.04921410538;REGIE MUNICIPALE DE L'ABATTOIR DE SAINT GAUDENS
Ammoniac (NH3);177500;43.4881942266, 2.75792750045;75100173;43.4881942266, 2.75792750045;edecimo recuperation
Ammoniac (NH3);164000;43.5155408044, 3.69192096224;75100174;43.5155408044, 3.69192096224;SOVAMEP
Ammoniac (NH3);13900;43.4043717491, 1.94955768609;75100176;43.4043717491, 1.94955768609;BRIANE ENVIRONNEMENT
Ammoniac (NH3);10100;43.318999035, 1.78599339298;75100178;43.318999035, 1.78599339298;SAPA BUILDING SYSTEMS (Laquage)
Ammoniac (NH3);14100;43.2686969164, 1.94368572828;75100179;43.2686969164, 1.94368572828;Station de transfert de Daturas
Ammoniac (NH3);11300;43.3242030063, 1.75711713432;75100189;43.3242030063, 1.75711713432;Installation de stockage de dÃ©chets d'HERSIN COUPIGNY
Ammoniac (NH3);12400;48.7483713375, -2.98583039067;75100193;48.7483713375, -2.98583039067;FINIMETAL
Ammoniac (NH3);115400;48.3970948151, -3.18774578312;75100195;48.3970948151, -3.18774578312;RECYDEM
Ammoniac (NH3);67200;;75100198;;DOUNOR
Ammoniac (NH3);32900;48.517347817, -3.03158832618;75100199;48.517347817, -3.03158832618;DÃ©pÃ´t Unican
Ammoniac (NH3);37200;48.4296552417, -2.5406338422;75100200;48.4296552417, -2.5406338422;SA DOUX ETS CHATEAULIN
Ammoniac (NH3);70700;48.5660143935, -3.33872329624;75100206;48.5660143935, -3.33872329624;ANSALDOBREDA France
Ammoniac (NH3);119500;48.4250667506, -3.06884071742;75100207;48.4250667506, -3.06884071742;BUTAGAZ
Ammoniac (NH3);57500;48.3791711865, -3.09721109099;75100212;48.3791711865, -3.09721109099;SMICTOM DES PAYS DE VILAINE
Ammoniac (NH3);91400;48.3791711865, -3.09721109099;75100215;48.3791711865, -3.09721109099;SOCOVA
Ammoniac (NH3);90400;48.3185932082, -3.42337810784;75100218;48.3185932082, -3.42337810784;EIFFEL INDUSTRIE
Ammoniac (NH3);145000;48.6744426927, -3.25003495919;75100222;48.6744426927, -3.25003495919;SOPA EQUARISSAGE
Ammoniac (NH3);82800;48.3327173396, -2.82877026818;75100223;48.3327173396, -2.82877026818;EARL des GENETS
Ammoniac (NH3);168900;48.3092689122, -3.31829786109;75100226;48.3092689122, -3.31829786109;SAINT-GOBAIN ISOVER
Ammoniac (NH3);53100;48.6261242809, -3.30168323325;75100231;48.6261242809, -3.30168323325;RBSAS
Ammoniac (NH3);127400;48.3839999388, -2.68378526517;75100236;48.3839999388, -2.68378526517;COLLET PASCAL
Ammoniac (NH3);11900;48.4451516914, -2.56814405895;75100238;48.4451516914, -2.56814405895;BALLAY MENUISERIES
Ammoniac (NH3);66100;48.5973218296, -3.26943180474;75100240;48.5973218296, -3.26943180474;MANOIR SAINT BRIEUC
Ammoniac (NH3);70200;48.2294155043, -2.85624788327;75100243;48.2294155043, -2.85624788327;EARL GOARNISSON
Ammoniac (NH3);14300;48.3111537406, -2.87274454735;75100245;48.3111537406, -2.87274454735;EARL DU GRAND LEHEN
Ammoniac (NH3);16800;48.5410370343, -2.43365235653;75100246;48.5410370343, -2.43365235653;EARL HOUDOUIN NP
Ammoniac (NH3);123100;48.4455174108, -2.74592236191;75100248;48.4455174108, -2.74592236191;GLI SERVICES (ex Citergaz)
Ammoniac (NH3);131400;48.6043651879, -3.02018571116;75100249;48.6043651879, -3.02018571116;Chaufferie Urbaine de la Zup de Quetigny
Ammoniac (NH3);50000;48.6043651879, -3.02018571116;75100250;48.6043651879, -3.02018571116;ARMOR PROTEINES
Ammoniac (NH3);82800;48.4165379881, -3.54803474061;75100252;48.4165379881, -3.54803474061;PRIMEL GASTRONOMIE
Ammoniac (NH3);135500;48.7147597178, -3.20586910305;75100253;48.7147597178, -3.20586910305;SEDE ENVIRONNEMENT
Ammoniac (NH3);110800;48.4177889347, -3.0654205796;75100254;48.4177889347, -3.0654205796;Imprimeries IPS
Ammoniac (NH3);49800;48.2814445701, -3.07171846061;75100259;48.2814445701, -3.07171846061;PAPETERIES DE MONTSEGUR
Ammoniac (NH3);22400;48.5705152026, -2.81868818831;75100260;48.5705152026, -2.81868818831;TECHNIQUES SURFACES REW EVRY
Ammoniac (NH3);16100;48.4455174108, -2.74592236191;75100263;48.4455174108, -2.74592236191;Pascual Jus de Fruits
Ammoniac (NH3);91400;48.3471581879, -2.2627000933;75100264;48.3471581879, -2.2627000933;PLYSOROL INTERNATIONAL SAS
Ammoniac (NH3);61600;48.4177889347, -3.0654205796;75100265;48.4177889347, -3.0654205796;CARRIERES DE SAINT LAURENT - Ste Julie
Ammoniac (NH3);141400;48.144380179, -2.34848675365;75100272;48.144380179, -2.34848675365;DESRUES S.A.S
Ammoniac (NH3);104800;48.2772548438, -2.90032753958;75100275;48.2772548438, -2.90032753958;Aoste SNC - Ã©tablissement de Saint-Symphorien
Ammoniac (NH3);10900;48.5566205814, -2.94589131853;75100279;48.5566205814, -2.94589131853;CROWN BEVCAN FRANCE
Ammoniac (NH3);85500;48.2692530958, -3.15465958199;75100282;48.2692530958, -3.15465958199;Buisard
Ammoniac (NH3);251800;48.5606651502, -2.37515540403;75100295;48.5606651502, -2.37515540403;GALEO
Ammoniac (NH3);25500;48.4481620909, -3.12033666786;75100299;48.4481620909, -3.12033666786;DEPALOR S.A.S
Ammoniac (NH3);45700;48.7702729859, -3.37037374643;75100300;48.7702729859, -3.37037374643;RECYCLAGE FMC
Ammoniac (NH3);20000;48.2409964586, -2.8848741842;75100308;48.2409964586, -2.8848741842;13005
Ammoniac (NH3);88100;48.5460713557, -3.13226126149;75100310;48.5460713557, -3.13226126149;Terralys
Ammoniac (NH3);94900;48.745465834, -3.07002034802;75100316;48.745465834, -3.07002034802;EUPEC FRANCE (site de Sollac)
Ammoniac (NH3);40400;48.7321797445, -3.46472683999;75100317;48.7321797445, -3.46472683999;PAULSTRA
Ammoniac (NH3);117200;48.7079772041, -3.30211552174;75100318;48.7079772041, -3.30211552174;TURBOMECA
Ammoniac (NH3);15900;48.7079772041, -3.30211552174;75100319;48.7079772041, -3.30211552174;Technicentre de Saint Pierre des Corps
Ammoniac (NH3);11800;48.5310037021, -2.26790811415;75100334;48.5310037021, -2.26790811415;SNV site de Volabraye
Ammoniac (NH3);1219000;48.3357874743, -2.96159798694;75100337;48.3357874743, -2.96159798694;AXSON CERGY PONTOISE
Ammoniac (NH3);10500;48.3111537406, -2.87274454735;75100339;48.3111537406, -2.87274454735;AUTONEUM France SASU - DIEPPE
Ammoniac (NH3);11900;48.4692502864, -2.88371619673;75100343;48.4692502864, -2.88371619673;MEWA
Ammoniac (NH3);74600;48.2174519962, -2.93765408332;75100345;48.2174519962, -2.93765408332;EARL DU BOURG
Ammoniac (NH3);59700;48.2409964586, -2.8848741842;75100347;48.2409964586, -2.8848741842;GROUPE BIGARD
Ammoniac (NH3);75300;;75100349;;SAINT-GOBAIN ISOVER
Ammoniac (NH3);12800;48.2409964586, -2.8848741842;75100365;48.2409964586, -2.8848741842;ARKEMA FRANCE site de St. AUBAN
Ammoniac (NH3);52000;48.3676503263, -3.52063811211;75100366;48.3676503263, -3.52063811211;Kem One Lavera
Ammoniac (NH3);33200;47.0359049102, 6.12420451769;75100370;47.0359049102, 6.12420451769;LYONDELL CHIMIE France SAS
Ammoniac (NH3);10700;47.0198269567, 6.1108362237;75100372;47.0198269567, 6.1108362237;LAFARGE GRANULATS FRANCE
Ammoniac (NH3);17800;47.0791264049, 6.62488598516;75100374;47.0791264049, 6.62488598516;EXTRUFLEX SAS
Ammoniac (NH3);11200;45.0071502723, 5.09079135467;75100383;45.0071502723, 5.09079135467;Mc CORMICK DUCROS MONTEUX I
Ammoniac (NH3);10800;44.7729165019, 4.84420350487;75100393;44.7729165019, 4.84420350487;SOFOVAR ROQUETTE
Ammoniac (NH3);12200;45.0071502723, 5.09079135467;75100411;45.0071502723, 5.09079135467;Association ENVIE-GARD
Ammoniac (NH3);25600;46.5895985999, -0.818848141374;75200001;46.5895985999, -0.818848141374;SCEA ROLLAND DANIEL
Ammoniac (NH3);134300;46.5378344121, -0.882185082345;75200002;46.5378344121, -0.882185082345;ISDI SociÃ©tÃ© EIFFAGE
Ammoniac (NH3);108100;46.6736679016, -1.29229345524;75200003;46.6736679016, -1.29229345524;De Dietrich Thermique - Usine de Mertzwiller
Ammoniac (NH3);319800;46.4198872456, -1.08299591822;75200004;46.4198872456, -1.08299591822;EMAILLERIE RHENANE
Ammoniac (NH3);270600;46.3740050283, -1.08536585174;75200005;46.3740050283, -1.08536585174;BRASSERIE LICORNE
Ammoniac (NH3);180100;46.7978117313, -1.15305050455;75200006;46.7978117313, -1.15305050455;De Dietrich
Ammoniac (NH3);235600;46.7975257829, -1.12869398785;75200007;46.7975257829, -1.12869398785;CINE SAS
Ammoniac (NH3);268100;46.7975257829, -1.12869398785;75200008;46.7975257829, -1.12869398785;SOREPRO SA
Ammoniac (NH3);127600;46.8503434916, -1.1761947178;75200009;46.8503434916, -1.1761947178;AGRO-LOGIC
Ammoniac (NH3);94200;46.860417324, -1.09914446817;75200010;46.860417324, -1.09914446817;Chai de Saint Mont. Vignerons du St Mont
Ammoniac (NH3);202600;46.554142133, -1.06126324427;75200011;46.554142133, -1.06126324427;UMICORE BUILDING PRODUCTS FRANCE
Ammoniac (NH3);118000;46.8224469621, -1.35879380362;75200012;46.8224469621, -1.35879380362;LES PRODUCTEURS DE LA CAVE DE CONDOM
Ammoniac (NH3);132100;46.7400439461, -1.08600899478;75200013;46.7400439461, -1.08600899478;AGRONUTRITION
Ammoniac (NH3);100600;46.5407502649, -1.6183438116;75200014;46.5407502649, -1.6183438116;Pioneer GÃ©nÃ©tique
Ammoniac (NH3);285300;46.7204931682, -1.90072890671;75200015;46.7204931682, -1.90072890671;Ets Marcel Lautier & Cie
Ammoniac (NH3);145600;46.8503434916, -1.1761947178;75200017;46.8503434916, -1.1761947178;Artois enrobÃ©s
Ammoniac (NH3);88100;46.8293618536, -0.882590487822;75200018;46.8293618536, -0.882590487822;TITAGARH WAGONS AFR
Ammoniac (NH3);109600;46.8689147548, -1.75871569875;75200019;46.8689147548, -1.75871569875;SociÃ©tÃ© Nouvelle W-M DOUAI
Ammoniac (NH3);32400;47.6665170183, -1.66894323324;75200020;47.6665170183, -1.66894323324;SIEBRET (FAURECIA)
Ammoniac (NH3);41400;47.2874582487, -2.38067254239;75200021;47.2874582487, -2.38067254239;PIGEON GRANULATS OUEST
Ammoniac (NH3);11300;46.9920383504, -1.5963650626;75200024;46.9920383504, -1.5963650626;OMG Rousset
Ammoniac (NH3);10500;47.4329565011, -1.23052285043;75200025;47.4329565011, -1.23052285043;GUYOT ENVIRONNEMENT
Ammoniac (NH3);11000;46.9649972237, -1.57742657584;75200035;46.9649972237, -1.57742657584;pÃ´le dÃ©chets de Pont-Croix
Ammoniac (NH3);17100;47.5194024892, -1.29584033279;75200040;47.5194024892, -1.29584033279;CHARIER DV- ECOTERRE DE THEIX
Ammoniac (NH3);29800;47.4753214275, -1.75534589039;75200043;47.4753214275, -1.75534589039;PSA PEUGEOT-CITROÃ‹N SITE DE SEPT-FONS
Ammoniac (NH3);23200;47.4607094498, -1.27663443804;75200046;47.4607094498, -1.27663443804;SUCRERIE DE BOURDON
Ammoniac (NH3);25900;47.8110830506, -1.06624578458;75200062;47.8110830506, -1.06624578458;SAMIN
Ammoniac (NH3);10500;47.4083392774, -0.760706509086;75200068;47.4083392774, -0.760706509086;SANOFI PASTEUR Campus MÃ©rieux
Ammoniac (NH3);10200;47.2016302634, -0.994612817542;75200069;47.2016302634, -0.994612817542;Kerakoll France
Ammoniac (NH3);18100;47.3113969017, -0.835247162713;75200070;47.3113969017, -0.835247162713;DSM Food Specialties Cultures SAS
Ammoniac (NH3);24900;47.5844107731, -0.761815340111;75200071;47.5844107731, -0.761815340111;Raffinerie de GRANDPUITS
Ammoniac (NH3);24400;47.7573412779, -0.489988968418;75200072;47.7573412779, -0.489988968418;BUTAGAZ SAS
Ammoniac (NH3);14800;47.2218319863, -1.04295978761;75200073;47.2218319863, -1.04295978761;BIG BENNES
Ammoniac (NH3);10100;47.3171532674, -0.803816987889;75200074;47.3171532674, -0.803816987889;DÃ©pÃ´t Essences Air de Tours
Ammoniac (NH3);28000;47.2652804686, -1.2442825531;75200075;47.2652804686, -1.2442825531;Etablissement de Vierzon
Ammoniac (NH3);29800;47.1370997843, -0.893211173486;75200077;47.1370997843, -0.893211173486;FRENEUSE
Ammoniac (NH3);13200;47.2666802081, -0.826721819761;75200078;47.2666802081, -0.826721819761;SNECMA
Ammoniac (NH3);74800;47.0906466555, -1.06418673206;75200079;47.0906466555, -1.06418673206;AIRBUS DEFENCE AND SPACE
Ammoniac (NH3);34500;47.2316146312, -1.11544963125;75200080;47.2316146312, -1.11544963125;chaufferie de Bel Air
Ammoniac (NH3);30100;47.0906466555, -1.06418673206;75200081;47.0906466555, -1.06418673206;SPA
Ammoniac (NH3);10500;47.4083392774, -0.760706509086;75200082;47.4083392774, -0.760706509086;SOCIETE DU DEPOT PETROLIER DE NANTERRE
Ammoniac (NH3);17700;47.1508930617, -1.01727454909;75200083;47.1508930617, -1.01727454909;PHYTORESTORE
Ammoniac (NH3);10700;47.4593680543, -0.668931192134;75200084;47.4593680543, -0.668931192134;NESTLE - Usine de BouÃ©
Ammoniac (NH3);14200;47.1419216856, -0.697807828683;75200085;47.1419216856, -0.697807828683;UPCL
Ammoniac (NH3);11300;47.5207242687, -0.885680565015;75200086;47.5207242687, -0.885680565015;Idex Environnement Picardie
Ammoniac (NH3);14000;47.1814589572, 5.03277253316;75200087;47.1814589572, 5.03277253316;MATROT Equipements
Ammoniac (NH3);43400;47.4119509203, 2.9244326259;75200089;47.4119509203, 2.9244326259;EARL BENOIT ET FILS
Ammoniac (NH3);17800;47.3841067799, 3.6931235335;75200092;47.3841067799, 3.6931235335;DÃ©chetterie de PEYREHORADE
Ammoniac (NH3);243200;46.4115190828, 4.30850974872;75200102;46.4115190828, 4.30850974872;CARRIERES DE MOUEN
Ammoniac (NH3);10400;47.861306842, -2.88736144781;75200161;47.861306842, -2.88736144781;Yves Madeline sa - Site de Blainville sur Orne
Ammoniac (NH3);30000;47.8548197668, -2.83433281359;75200162;47.8548197668, -2.83433281359;Fonderies de Brouseval et Montreuil
Ammoniac (NH3);28200;47.8548197668, -2.83433281359;75200164;47.8548197668, -2.83433281359;Technicentre Champagne Ardenne
Ammoniac (NH3);10900;47.9885416609, -2.83201931007;75200165;47.9885416609, -2.83201931007;ENTREMONT LANGRES
Ammoniac (NH3);65000;48.0666659313, -2.88120120566;75200166;48.0666659313, -2.88120120566;AGC automotive Aniche Plant
Ammoniac (NH3);81600;47.9309084612, -2.39915399793;75200170;47.9309084612, -2.39915399793;SNCF TECHNICENTRE RHONE-ALPES UNITE OPERATIONNELLE DE VAISE
Ammoniac (NH3);120800;47.8640356506, -2.31869257036;75200174;47.8640356506, -2.31869257036;COMPAGNIE d'ABATTAGE de BOURG
Ammoniac (NH3);10300;48.1408186239, -3.60730142895;75200177;48.1408186239, -3.60730142895;METAL UV
Ammoniac (NH3);89900;47.9367459556, -2.56493194219;75200181;47.9367459556, -2.56493194219;SERRE ENVIRONNEMENT
Ammoniac (NH3);12100;47.9048194747, -2.12182639962;75200182;47.9048194747, -2.12182639962;GRANULATS VICAT
Ammoniac (NH3);50200;48.0478997339, -3.64371274235;75200183;48.0478997339, -3.64371274235;FIVES NORDON
Ammoniac (NH3);13600;47.7893379891, -3.48865741032;75200187;47.7893379891, -3.48865741032;EARL VAGNIER
Ammoniac (NH3);138300;48.1186226665, -3.23342018462;75200188;48.1186226665, -3.23342018462;SARL DRM
Ammoniac (NH3);10400;48.1186226665, -3.23342018462;75200189;48.1186226665, -3.23342018462;Air Liquide France Industrie - ActivitÃ© Grande Industrie
Ammoniac (NH3);23200;48.1047941388, -3.49335201339;75200190;48.1047941388, -3.49335201339;QUARON
Ammoniac (NH3);132700;48.1047941388, -3.49335201339;75200191;48.1047941388, -3.49335201339;RENARD
Ammoniac (NH3);56800;47.9194192936, -2.82055398267;75200193;47.9194192936, -2.82055398267;SOPRAL
Ammoniac (NH3);102400;47.9944098952, -3.43239155938;75200195;47.9944098952, -3.43239155938;AUCHAN PLAISIR
Ammoniac (NH3);88400;48.1392566024, -2.46117813385;75200196;48.1392566024, -2.46117813385;Evry Corbeil
Ammoniac (NH3);46700;47.9068494335, -2.9801853207;75200197;47.9068494335, -2.9801853207;SLEEVER INTERNATIONAL MORANGIS
Ammoniac (NH3);90700;47.6309965935, -2.28591652681;75200201;47.6309965935, -2.28591652681;SMCA Manutention Carburant Aviation
Ammoniac (NH3);36400;48.0433477742, -2.99128872272;75200202;48.0433477742, -2.99128872272;RENK France
Ammoniac (NH3);115200;48.0020117637, -2.58243030583;75200204;48.0020117637, -2.58243030583;SOFINADE / LE DANTEC
Ammoniac (NH3);54800;48.1047941388, -3.49335201339;75200209;48.1047941388, -3.49335201339;CENEVIA
Ammoniac (NH3);13600;48.0834097423, -2.28417256412;75200210;48.0834097423, -2.28417256412;Rubis Terminal Villeneuve la Garenne
Ammoniac (NH3);12100;47.9149823554, -3.33387760378;75200211;47.9149823554, -3.33387760378;Carrier Refrigeration Operations France
Ammoniac (NH3);52000;47.6329593303, -2.52470442653;75200213;47.6329593303, -2.52470442653;SociÃ©tÃ© Parisienne de MatÃ©riaux EnrobÃ©s
Ammoniac (NH3);83100;47.8791787746, -2.77241358892;75200214;47.8791787746, -2.77241358892;BARTIN AERO RECYCLING
Ammoniac (NH3);103900;47.8791787746, -2.77241358892;75200216;47.8791787746, -2.77241358892;CITROÃ‹N RACING
Ammoniac (NH3);18700;48.0421189645, -2.4048738983;75200218;48.0421189645, -2.4048738983;AUTO PIECES D' OCCASIONS
Ammoniac (NH3);15000;47.8640356506, -2.31869257036;75200219;47.8640356506, -2.31869257036;FRANCE PLASTIQUES RECYCLAGE
Ammoniac (NH3);77000;47.9194192936, -2.82055398267;75200222;47.9194192936, -2.82055398267;TURBOMECA
Ammoniac (NH3);54000;48.0666659313, -2.88120120566;75200223;48.0666659313, -2.88120120566;EXPANSIA
Ammoniac (NH3);32800;48.0340475421, -2.76788253804;75200224;48.0340475421, -2.76788253804;AUBORD AUTO-PIECES SARL
Ammoniac (NH3);62400;47.9908782798, -2.38500324625;75200226;47.9908782798, -2.38500324625;SASU Le Porc du MayniÃ©
Ammoniac (NH3);106900;47.8548197668, -2.83433281359;75200234;47.8548197668, -2.83433281359;EIFFAGE Travaux Publics Nord - Montescourt
