VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Cadrans, indicateurs;;Altimètre(0,008 m3 - 1 t - 1 unite);AUTRES;S02;-;;1000;232Th
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Cadrans, indicateurs;;Anémomètre(0,008 m3 - 1 t - 1 unite);AUTRES;S02;-;;1000;232Th
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube 6334 Microwave Associates;Tube 6334 Microwave Associates(0,002 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube 6334 PENTA Laboratories;Tube 6334 PENTA Laboratories(0,024 m3 - 12 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube 6334 THOMSON;Tube 6334 THOMSON(0,018 m3 - 9 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube électronique TH2611;Tube TH2611 THOMSON(0,024 m3 - 1 t - 1 1);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube F 3003;Tube F 3003(0,051 m3 - 0,23529411764706 t - 6 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube F 3004A;Tube F 3004A(0,425 m3 - 0,029411764705882 t - 5 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube F 3027 A THOMSON;Tube F 3027 A THOMSON(0,024 m3 - 1 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA  SYLVANIA;Tube électronique OA2WA SYLVANIA(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA CSF;Tube électronique radar OA2 WA CSF(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA MAZDA;Tube électronique OA2 WA MAZDA(0,00012 m3 - 3 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA RTC;Tube OA2 WA RTC(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;"228Th;232Th"
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA THOMSON;Tube OA2 WA THOMSON(10 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2WA OREGA CIFTE;Tube électronique OA2WA pour radar(0,00004 m3 - 250 t - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA Autres fab.;Tubes OB2 WA(0,00012 m3 - 3 unite);AUTRES;S01;-;;1000000;241Am
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA CSF;Tube électronique radar OB2 WA CSF(0,00024 m3 - 6 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA MAZDA;Tube OB2 WA MAZDA pour radar(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA RCA;Tube OB2 WA RCA(0,00164 m3 - 41 unite);AUTRES;S01;-;;1000000;"54Mn;60Co;57Co"
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA RT;Tube OB2 WA RT pour radar(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA RTC;Tube OB2 WA RTC(0,00024 m3 - 6 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA SYLVANIA;Tube OB2 WA SYLVANIA pour radar(0,00008 m3 - 2 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA THOMSON;Tube OB2 WA THOMSON(0,00384 m3 - 96 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA USN;Tube OB2 WA USN pour radar(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
BOURG-EN-BRESSE;1;01053;INOL IMAGERIE NUCLEAIRE DE L'OUEST LYONNAIS ET DE L'AIN - MEDECINE NUCLEAIRE -BOURG EN BRESSE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,1;;-;131I, 99mTc
DAGNEUX;1;01142;IONISOS - INSTALLATION D'IONISATION DE DAGNEUX ;Déchets métalliques;;Solide et stable(0,03 m3 - 1 t );TFA;TFA;0,03;;10000;
DAGNEUX;1;01142;IONISOS - INSTALLATION D'IONISATION DE DAGNEUX ;Déchets technologiques (frottis, gants..);;Solide et stable ;TFA;TFA;0,092178771;;10000;
DAGNEUX;1;01142;IONISOS - INSTALLATION D'IONISATION DE DAGNEUX ;Résines échangeuses d'ions;;Solide et stable(1,045 m3 - 0,33 t );TFA;TFA;0,34485;;10000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets FMA;;cibles ISOLDE(25,3 m3 - 2 t );FMA-VC;F3-9-01;50,6;<;63200000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets FMA;;cibles nTOF(1,35 m3 - 2 t );FMA-VC;F3-9-01;2,7;<;4,09E+11;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets FMA;;dechets divers(260,68 m3 - 2 t );FMA-VC;F3-9-01;521,36;<;2,79E+13;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets FMA;;sources radioactives(2,28 m3 - 2 t );AUTRES;S01;-;<;16000000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets TFA;;dechets divers(561,61 m3 - 1 t );TFA;TFA;561,61;<;25800000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets TFA;;dechets inertes(293,79 m3 - 1 t );TFA;TFA;293,79;<;1630000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets TFA;;dechets liquides(49,64 m3 - 1 t );TFA;TFA;49,64;<;13800000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets TFA;;dechets metalliques(4317,9 m3 - 1 t );TFA;TFA;4317,9;<;56400000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Dechets TFA;;dechets non metalliques(727,06 m3 - 1 t );TFA;TFA;727,06;<;129000000;
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;LA: liquides aqueux (0,235m3);FMA-VC;F3-7-01;0;;;56Co, 57Co, 54Mn, 58Co, 51Cr, 18F
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;LS-LH : Solvants et Huiles Liquides (0,004m3);FMA-VC;F3-7-01;0;;;56Co, 57Co, 54Mn, 60Co, 58Co, 51Cr
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;LS-LH : Solvants et Huiles Liquides (0,06m3);FMA-VC;F3-7-01;0;;;56Co, 57Co, 54Mn, 58Co, 51Cr, 18F
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;SI: solides incinérables (0,778m3);FMA-VC;F3-7-01;0,065352;;;56Co, 54Mn, 57Co, 60Co, 58Co, 51Cr
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;SNI: solides non incinérables (0,0003m3);FMA-VC;F3-01;0,0002022;;;56Co, 57Co, 54Mn, 60Co, 58Co, 51Cr
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;SNI: solides non incinérables (0,756m3);FMA-VC;F3-01;0,509544;;;56Co, 57Co, 54Mn, 60Co, 58Co, 51Cr
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Crayons absorbants (AIC, Pyrex, Inox)(59 étuis);MA-VL;F2-2-03;45,076;<;2,68E+16;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Doigts de gants RIC(16 étuis);MA-VL;F2-2-03;0,816;<;3,61E+15;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes (autres que sources)(194 unités);MA-VL;F2-2-03;21,728;<;1,21E+16;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes bouchons en étuis(41 étuis);MA-VL;F2-2-03;4,264;<;2,35E+16;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes sources(8 unités);AUTRES;S01;-;<;2,50E+14;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Pièces métalliques diverses(12 unités);MA-VL;F2-2-03;1,092;<;4,81E+15;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Squelettes d'assemblage combustible(3 étuis);MA-VL;F2-2-03;0,174;<;7,67E+14;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Têtes de grappes (toutes)(19 étuis);MA-VL;F2-2-03;1,881;<;1,90E+15;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Big-bags (1m3) - Déchets inertes(2 BB1);TFA;TFA;2;<;6930000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Big-bags (1m3) - Déchets métalliques(2 BB1);TFA;TFA;2;<;4840000;"3H;14C"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Big-bags (1m3) - Déchets non métalliques(6 BB1);TFA;TFA;6;<;6140000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Caissons métalliques (5m3)(26 CM5M3);FMA-VC;F3-2-15;105,56;<;15100000000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Caissons métalliques (8m3)(1 CM8M3);FMA-VC;F3-7-02;1,155;<;16200000;"234U;236U;238U"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Casiers (1,33m3) - Déchets métalliques(3 CA1);TFA;TFA;3,99;<;16700000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Casiers (2,66m3) - Déchets métalliques(1 CA2);TFA;TFA;2,66;<;130000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Fûts métalliques (200l) - Déchets métalliques(5 F1);TFA;TFA;1,025;<;9660000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Fûts métalliques (200l) - Déchets non métalliques(41 F1);TFA;TFA;8,405;<;40100000;60Co
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Futs plastiques (200l) - Déchets incinérables(20 F6);FMA-VC;F3-7-01;0,3;<;43500000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés; Métaux ferreux ;FMA-VC;F3-2-15;1,15825;<;11000000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Amiante ;TFA;TFA;84,3;<;650000000;"3H;55Fe;63Ni;93Nb;93Mo"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Bois seul,  flexel ;TFA;TFA;0,33562;<;170000;"234U;235U;238U"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;"Bois seul, flexel
 ";FMA-VC;F3-7-01;0,012298;<;44000;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Boues séchées ;FMA-VC;F3-7-01;3,117686;<;7340000000;"3H;39Ar;54Mn"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Déchets électriques et électroniques ;TFA;TFA;0,258;<;260000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Filtres de ventilation ;FMA-VC;DIV3;0,23464;<;7630000000;"39Ar;55Fe;63Ni;137Cs"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Filtres de ventilation  ;FMA-VC;F3-2-15;0,36002;<;850000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Gravats ;FMA-VC;DIV3;0,42224;<;520000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Gravats  ;TFA;TFA;5,40792;<;4700000000;"39Ar;55Fe;60Co;63Ni;137Cs"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Huiles ;FMA-VC;F3-7-01;0;<;1500000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Liquides organiques ;FMA-VC;F3-7-01;0;<;1,00E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux ferreux ;FMA-VC;DIV3;3,88978;<;1,80E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux ferreux  ;TFA;TFA;1,7808;<;33100000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux non ferreux ;TFA;TFA;0,51037;<;4,20E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux non ferreux  ;FMA-VC;F3-2-15;0,04743;<;22000000000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Pièges à iode - Charbon actif ;TFA;TFA;1,3527;<;1300000;"3H;14C;32P;35S"
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Plastiques, caoutchouc ;FMA-VC;F3-7-01;0,063206;<;7000000000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Plastiques, caoutchouc  ;FMA-VC;DIV3;4,27122;<;2,20E+11;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Plastiques, caoutchouc   ;FMA-VC;F3-01;0,42777;<;4660000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Tubes fluorescents ;TFA;TFA;0,0715;<;50000;"3H;14C"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3(29 BB1);TFA;TFA;29;<;5160000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3(34 BB1);TFA;TFA;34;<;12270000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 1 m3 CM1M3;FMA-VC;F3-7-02;0;;;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 10 m3(1 CM10M3);FMA-VC;F3-2-15;8,5;<;783900000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 2 m3(1 CM2M3);FMA-VC;F3-7-02;0,384;<;37710000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 4 m3(2 CM4M3);FMA-VC;F3-7-02;1,384;<;2000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 5 m3(9 CM5M3);FMA-VC;F3-2-15;36,54;<;3820000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 2,66 m3(19 CA2);TFA;TFA;50,54;<;1010000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 2,66 m3(3 CA2);TFA;TFA;7,98;<;4060000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 1,2 m3(4 C4);FMA-VC;F3-2-05;4,92;<;1,22E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 2 m3(17 C1);FMA-VC;F3-2-02;34;<;50440000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 2 m3(2 C1);FMA-VC;F3-2-03;4;<;8,15E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 2 m3(23 C1);FMA-VC;F3-2-05;46;<;1,67E+13;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts métalliques de 200 litres(227 F1);FMA-VC;F3-01;30,645;<;1400000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts métalliques de 200 litres(28 F1);TFA;TFA;5,88;<;56000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts plastiques de 200 litres(155 F6);FMA-VC;F3-7-01;2,325;<;4780000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Amiante ;TFA;TFA;89,97;<;184000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Amiante (TFA) ;TFA;TFA;0;;;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Bois, flexel ;FMA-VC;F3-7-01;0;;;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Boues de décantation ;FMA-VC;F3-2-02;0,01668;<;8700000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Boues séchées ;TFA;TFA;23,364;<;10750000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Chambre RPN ;FMA-VC;F3-2-05;4,9118;<;40000000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Concentrats d'évaporation ;FMA-VC;F3-2-02;0,3838;<;912000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Déchets électriques et électroniques ;TFA;TFA;0,069;<;51000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres de ventilation ;TFA;TFA;7,504;<;3750000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres d'eau ;FMA-VC;F3-01;0,29484;<;5,01E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres d'eau ;FMA-VC;F3-2-05;3,0861;<;5,01E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Gravats ;TFA;TFA;2,69775;<;318000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Huiles ;FMA-VC;F3-7-01;0;<;150000000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Liquides organiques ;FMA-VC;F3-7-01;0;<;1,53E+11;
