NOM_POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;NOM_DEPARTEMENT
Ammoniac (NH3);360700;48.7552056933, -3.22941868009;22383027;48.7552056933, -3.22941868009;OISE
Ammoniac (NH3);74500;48.3478186497, -2.17579103921;22391089;48.3478186497, -2.17579103921;OISE
Ammoniac (NH3);39000;48.3478186497, -2.17579103921;22391169;48.3478186497, -2.17579103921;AISNE
Ammoniac (NH3);21400;48.3478186497, -2.17579103921;22391176;48.3478186497, -2.17579103921;AISNE
Ammoniac (NH3);13900;45.2915838797, 0.749722823229;24002011;45.2915838797, 0.749722823229;AISNE
Ammoniac (NH3);159500;44.9627492977, 0.888447010416;24217039;44.9627492977, 0.888447010416;AISNE
Ammoniac (NH3);154300;45.3461797824, 0.869006143178;24308102;45.3461797824, 0.869006143178;AISNE
Ammoniac (NH3);133400;44.9583868815, 1.27943852982;24392040;44.9583868815, 1.27943852982;MARNE
Ammoniac (NH3);81900;46.8856736931, 6.23694645452;25041300;46.8856736931, 6.23694645452;MARNE
Ammoniac (NH3);32100;47.0198269567, 6.1108362237;25070026;47.0198269567, 6.1108362237;MARNE
Ammoniac (NH3);195800;47.0544634723, 6.59933200071;25240390;47.0544634723, 6.59933200071;MARNE
Ammoniac (NH3);377100;47.0359049102, 6.12420451769;25241510;47.0359049102, 6.12420451769;MARNE
Ammoniac (NH3);22600;44.9759079802, 5.10924579353;26000001;44.9759079802, 5.10924579353;AISNE
Ammoniac (NH3);13400;45.0782146468, 5.17944882727;26000006;45.0782146468, 5.17944882727;PAS-DE-CALAIS
Ammoniac (NH3);63300;45.1418963527, 5.05553259928;26014906;45.1418963527, 5.05553259928;LOIR-ET-CHER
Ammoniac (NH3);11300;44.8230342286, 5.03974135643;26032906;44.8230342286, 5.03974135643;PAS-DE-CALAIS
Ammoniac (NH3);30100;44.8993895809, 5.01975746539;26064533;44.8993895809, 5.01975746539;GERS
Ammoniac (NH3);60700;44.8993895809, 5.01975746539;26064927;44.8993895809, 5.01975746539;LOIR-ET-CHER
Ammoniac (NH3);28200;44.5927635599, 4.94993584978;26078935;44.5927635599, 4.94993584978;AISNE
Ammoniac (NH3);150200;45.0071502723, 5.09079135467;26088933;45.0071502723, 5.09079135467;COTE-D'OR
Ammoniac (NH3);109700;45.0071502723, 5.09079135467;26088941;45.0071502723, 5.09079135467;PYRENEES-ORIENTALES
Ammoniac (NH3);105300;45.0782146468, 5.17944882727;26129992;45.0782146468, 5.17944882727;LOIRE
Ammoniac (NH3);27000;45.0391766017, 5.19765524655;26149951;45.0391766017, 5.19765524655;HAUTE-CORSE
Ammoniac (NH3);41600;45.0391766017, 5.19765524655;26149952;45.0391766017, 5.19765524655;AVEYRON
Ammoniac (NH3);32700;44.83377031, 4.97501067677;26206981;44.83377031, 4.97501067677;LANDES
Ammoniac (NH3);38900;45.1118478549, 5.14816730254;26225990;45.1118478549, 5.14816730254;SOMME
Ammoniac (NH3);31500;44.9131334316, 5.10444419361;26232927;44.9131334316, 5.10444419361;LOIRE
Ammoniac (NH3);31000;45.0703238885, 5.13366066869;26323939;45.0703238885, 5.13366066869;FINISTERE
Ammoniac (NH3);222600;44.6005525695, 4.78262826313;26339930;44.6005525695, 4.78262826313;BAS-RHIN
Ammoniac (NH3);10300;44.9323500752, 4.89580934634;26362946;44.9323500752, 4.89580934634;LOIRE-ATLANTIQUE
Ammoniac (NH3);329800;49.0953540508, 1.27841104972;27025952;49.0953540508, 1.27841104972;HAUTE-SAONE
Ammoniac (NH3);124900;49.0451866723, 0.857342069126;27040151;49.0451866723, 0.857342069126;PUY-DE-DOME
Ammoniac (NH3);14200;49.1007463954, 0.885202953636;27164116;49.1007463954, 0.885202953636;MANCHE
Ammoniac (NH3);67000;48.8811876539, 1.14068749609;27172012;48.8811876539, 1.14068749609;CHER
Ammoniac (NH3);93100;48.9145918954, 1.20745914524;27260003;48.9145918954, 1.20745914524;HAUTE-SAVOIE
Ammoniac (NH3);257800;48.9768711958, 1.19273265373;27306052;48.9768711958, 1.19273265373;JURA
Ammoniac (NH3);39800;48.7759810138, 1.19427603866;27378121;48.7759810138, 1.19427603866;ALPES-DE-HAUTE-PROVENCE
Ammoniac (NH3);66800;48.9711136855, 0.835445803259;27618091;48.9711136855, 0.835445803259;CALVADOS
Ammoniac (NH3);130500;48.1951255327, 0.893396940566;28018170;48.1951255327, 0.893396940566;JURA
Ammoniac (NH3);43100;48.2314058913, 0.854549100126;28111104;48.2314058913, 0.854549100126;CALVADOS
Ammoniac (NH3);90900;48.7746511355, 1.55525347323;28185050;48.7746511355, 1.55525347323;CALVADOS
Ammoniac (NH3);53700;48.2994048974, 1.24582319389;28196179;48.2994048974, 1.24582319389;GARD
Ammoniac (NH3);92800;48.3299183529, 1.65820498803;28383098;48.3299183529, 1.65820498803;LOT
Ammoniac (NH3);50800;48.6007459579, 1.3786233257;28393135;48.6007459579, 1.3786233257;ILLE-ET-VILAINE
Ammoniac (NH3);92900;47.9001499042, -3.44339118946;29002063;47.9001499042, -3.44339118946;PUY-DE-DOME
Hydroflurocarbures (HFC);464302;47.9374465325, -3.70079157321;29004023;47.9374465325, -3.70079157321;HAUTE-MARNE
Ammoniac (NH3);86800;48.4993838359, -4.50561652751;29015168;48.4993838359, -4.50561652751;MEUSE
Ammoniac (NH3);12900;48.4773656869, -4.71649297876;29017059;48.4773656869, -4.71649297876;VIENNE
Ammoniac (NH3);41400;48.2551201909, -3.89019970475;29033051;48.2551201909, -3.89019970475;PYRENEES-ATLANTIQUES
Ammoniac (NH3);97500;48.5084044928, -4.54245155025;29035023;48.5084044928, -4.54245155025;MEURTHE-ET-MOSELLE
Ammoniac (NH3);26200;48.5084044928, -4.54245155025;29035044;48.5084044928, -4.54245155025;ARDECHE
Ammoniac (NH3);40800;48.1701462061, -3.97166325275;29062078;48.1701462061, -3.97166325275;COTE-D'OR
Ammoniac (NH3);18000;48.5509197391, -3.96276373884;29068110;48.5509197391, -3.96276373884;SAONE-ET-LOIRE
Ammoniac (NH3);75000;48.5509197391, -3.96276373884;29068188;48.5509197391, -3.96276373884;ALLIER
Ammoniac (NH3);106500;48.5509197391, -3.96276373884;29068251;48.5509197391, -3.96276373884;AISNE
Ammoniac (NH3);20200;48.2743245052, -3.6287503253;29089037;48.2743245052, -3.6287503253;ARDENNES
Ammoniac (NH3);22000;48.5693234221, -4.41946575442;29093004;48.5693234221, -4.41946575442;HAUTE-MARNE
Ammoniac (NH3);118400;48.2743245052, -3.6287503253;29102009;48.2743245052, -3.6287503253;HAUTE-MARNE
Ammoniac (NH3);70900;48.2262324273, -3.72893716631;29102011;48.2262324273, -3.72893716631;AUBE
Ammoniac (NH3);35000;48.647384624, -3.71693596331;29113154;48.647384624, -3.71693596331;AUBE
Ammoniac (NH3);14200;48.4973960416, -4.20261973124;29116011;48.4973960416, -4.20261973124;AUBE
Ammoniac (NH3);50000;48.570052756, -4.52204887765;29117003;48.570052756, -4.52204887765;HAUTE-MARNE
Ammoniac (NH3);65500;48.474061743, -4.64020557961;29119084;48.474061743, -4.64020557961;MARNE
Ammoniac (NH3);30600;48.1919251651, -3.89754805935;29123099;48.1919251651, -3.89754805935;MARNE
Ammoniac (NH3);73500;48.4705178502, -4.09361341894;29128010;48.4705178502, -4.09361341894;MARNE
Ammoniac (NH3);187800;48.4705178502, -4.09361341894;29128064;48.4705178502, -4.09361341894;MARNE
Ammoniac (NH3);66200;47.9362934864, -3.47821831896;29136124;47.9362934864, -3.47821831896;MARNE
Ammoniac (NH3);67100;48.1816178391, -4.02730923192;29142051;48.1816178391, -4.02730923192;MARNE
Ammoniac (NH3);54000;48.4654566103, -4.56885087767;29149113;48.4654566103, -4.56885087767;MARNE
Ammoniac (NH3);20200;48.2261848844, -3.96926993451;29162107;48.2261848844, -3.96926993451;ARDENNES
Ammoniac (NH3);10100;48.2261848844, -3.96926993451;29162356;48.2261848844, -3.96926993451;ARDENNES
Ammoniac (NH3);23100;48.5050848086, -3.87655499139;29163075;48.5050848086, -3.87655499139;AUBE
Ammoniac (NH3);11500;48.0788157645, -4.19048480591;29169057;48.0788157645, -4.19048480591;AUBE
Ammoniac (NH3);61400;47.8399630179, -4.28636770672;29171014;47.8399630179, -4.28636770672;AUBE
Ammoniac (NH3);90400;48.4341793103, -4.7310136495;29177008;48.4341793103, -4.7310136495;ARDENNES
Ammoniac (NH3);66400;48.4341793103, -4.7310136495;29177050;48.4341793103, -4.7310136495;ARDENNES
Ammoniac (NH3);107600;48.5412930564, -4.6574127948;29178029;48.5412930564, -4.6574127948;ARDENNES
Ammoniac (NH3);67400;48.4534983846, -4.14185284355;29180060;48.4534983846, -4.14185284355;AISNE
Ammoniac (NH3);10800;48.6285150712, -3.98722636695;29184011;48.6285150712, -3.98722636695;AISNE
Ammoniac (NH3);42900;48.5618238748, -4.14038764243;29187074;48.5618238748, -4.14038764243;AISNE
Ammoniac (NH3);74200;48.6065506172, -4.50746118243;29195011;48.6065506172, -4.50746118243;AISNE
Ammoniac (NH3);12100;48.6065506172, -4.50746118243;29195159;48.6065506172, -4.50746118243;AISNE
Ammoniac (NH3);143000;48.5247253744, -4.59895150296;29196041;48.5247253744, -4.59895150296;AISNE
Ammoniac (NH3);54900;48.5247253744, -4.59895150296;29196113;48.5247253744, -4.59895150296;AISNE
Ammoniac (NH3);35100;48.5687911268, -3.70234837016;29199316;48.5687911268, -3.70234837016;AISNE
Ammoniac (NH3);105400;48.6174614567, -4.21109598465;29206050;48.6174614567, -4.21109598465;ARDENNES
Ammoniac (NH3);14000;48.5097337285, -4.68729662809;29208092;48.5097337285, -4.68729662809;AISNE
Ammoniac (NH3);121700;48.5786849555, -4.03765793667;29210011;48.5786849555, -4.03765793667;ARDENNES
Ammoniac (NH3);171000;48.5786849555, -4.03765793667;29210205;48.5786849555, -4.03765793667;ARDENNES
Ammoniac (NH3);145900;48.5786849555, -4.03765793667;29210224;48.5786849555, -4.03765793667;ARDENNES
Ammoniac (NH3);43200;48.5786849555, -4.03765793667;29210228;48.5786849555, -4.03765793667;ARDENNES
Ammoniac (NH3);119500;48.5963152856, -4.11153071169;29213098;48.5963152856, -4.11153071169;ARDENNES
Ammoniac (NH3);77800;48.0434060886, -4.32729583824;29224030;48.0434060886, -4.32729583824;ARDENNES
Ammoniac (NH3);77100;48.0434060886, -4.32729583824;29224118;48.0434060886, -4.32729583824;ARDENNES
Ammoniac (NH3);80100;48.0250697977, -4.60907465815;29228019;48.0250697977, -4.60907465815;SEINE-ET-MARNE
Ammoniac (NH3);23600;48.1135705751, -4.12104970148;29229018;48.1135705751, -4.12104970148;SEINE-ET-MARNE
Ammoniac (NH3);26600;47.9595617684, -3.5358315598;29230188;47.9595617684, -3.5358315598;MARNE
Hydrochlorofluorocarbures (HCFC);1609;47.8858104614, -3.69794130497;29236010;47.8858104614, -3.69794130497;AISNE
Ammoniac (NH3);35900;48.6024017217, -4.36714582776;29248097;48.6024017217, -4.36714582776;AISNE
Ammoniac (NH3);41100;48.6931377315, -3.7740185669;29251074;48.6931377315, -3.7740185669;AISNE
Ammoniac (NH3);48000;48.647384624, -3.71693596331;29251115;48.647384624, -3.71693596331;AISNE
Ammoniac (NH3);11500;48.431252157, -4.62297878201;29260004;48.431252157, -4.62297878201;AISNE
Ammoniac (NH3);33500;47.9674137649, -3.93540997819;29272018;47.9674137649, -3.93540997819;AISNE
Ammoniac (NH3);22000;48.4319952843, -3.67974642517;29275038;48.4319952843, -3.67974642517;AISNE
Ammoniac (NH3);22200;48.4055220731, -4.07796749198;29277228;48.4055220731, -4.07796749198;AISNE
Ammoniac (NH3);24400;48.1920222894, -3.71695515876;29278069;48.1920222894, -3.71695515876;MARNE
Ammoniac (NH3);82000;48.2314104132, -4.35679060921;29280032;48.2314104132, -4.35679060921;MARNE
Ammoniac (NH3);73200;48.3936516126, -4.13105544008;29294043;48.3936516126, -4.13105544008;MARNE
Ammoniac (NH3);129200;48.2837871435, -4.10679951196;29302030;48.2837871435, -4.10679951196;MARNE
Ammoniac (NH3);20400;43.8593153322, 4.44563183802;30156013;43.8593153322, 4.44563183802;MARNE
Ammoniac (NH3);25100;44.1006812184, 4.15446944393;30165006;44.1006812184, 4.15446944393;MARNE
Ammoniac (NH3);94600;44.1155773742, 4.04921410538;30270011;44.1155773742, 4.04921410538;MARNE
Ammoniac (NH3);44600;43.7697167275, 1.2937409726;31232004;43.7697167275, 1.2937409726;MARNE
Ammoniac (NH3);24500;43.4358602718, 0.266543088437;32020726;43.4358602718, 0.266543088437;HAUTES-ALPES
Ammoniac (NH3);198900;43.7030623448, -0.237253112556;32027180;43.7030623448, -0.237253112556;VOSGES
Ammoniac (NH3);110500;43.4551693411, 0.43642286421;32042088;43.4551693411, 0.43642286421;ISERE
Ammoniac (NH3);327900;43.8392761878, 0.727431063653;32066902;43.8392761878, 0.727431063653;INDRE
Ammoniac (NH3);24100;43.8153203354, 0.688883510004;32101721;43.8153203354, 0.688883510004;ALPES-MARITIMES
Hydrochlorofluorocarbures (HCFC);200;44.4400016838, 0.245000005407;33036002;44.4400016838, 0.245000005407;HAUTE-SAVOIE
Ammoniac (NH3);45900;48.5314574095, -2.00686322209;33997129;48.5314574095, -2.00686322209;DORDOGNE
Ammoniac (NH3);127800;48.4276761551, -1.57224279261;35019296;48.4276761551, -1.57224279261;JURA
Ammoniac (NH3);65500;47.9716118749, -1.40250562913;35028095;47.9716118749, -1.40250562913;AIN
Ammoniac (NH3);114300;48.047635831, -1.86849040175;35037185;48.047635831, -1.86849040175;MAINE-ET-LOIRE
Ammoniac (NH3);60400;48.0090918492, -1.08990952031;35042088;48.0090918492, -1.08990952031;COTES-D'ARMOR
Ammoniac (NH3);75100;48.2256321696, -1.17846777503;35072229;48.2256321696, -1.17846777503;FINISTERE
Ammoniac (NH3);17700;47.8748232812, -2.0851535867;35084066;47.8748232812, -2.0851535867;HAUTE-MARNE
Ammoniac (NH3);138400;48.4078479681, -1.75243891682;35085373;48.4078479681, -1.75243891682;AIN
Ammoniac (NH3);10900;47.7632784442, -1.68812479335;35098134;47.7632784442, -1.68812479335;PUY-DE-DOME
Ammoniac (NH3);27700;47.8528519837, -2.00488080628;35111078;47.8528519837, -2.00488080628;ISERE
Ammoniac (NH3);85600;47.7235843294, -1.73232998677;35124267;47.7235843294, -1.73232998677;MAINE-ET-LOIRE
Ammoniac (NH3);57800;47.8245422409, -1.84272237076;35129067;47.8245422409, -1.84272237076;RHONE
Ammoniac (NH3);44800;48.128814285, -2.03430708105;35133029;48.128814285, -2.03430708105;ARDECHE
Ammoniac (NH3);87600;48.2857240349, -1.93186190696;35180123;48.2857240349, -1.93186190696;VENDEE
Hydrochlorofluorocarbures (HCFC);513;48.6397574061, -2.00753607797;35288008;48.6397574061, -2.00753607797;COTES-D'ARMOR
Ammoniac (NH3);14700;47.7755677973, -2.08086874329;35328253;47.7755677973, -2.08086874329;SOMME
Ammoniac (NH3);71200;46.6745788401, 1.79473045528;36030018;46.6745788401, 1.79473045528;DOUBS
Ammoniac (NH3);94800;47.0103146947, 1.40928122178;36086073;47.0103146947, 1.40928122178;HAUTES-PYRENEES
Ammoniac (NH3);25200;47.0729771532, 1.65639283111;36156758;47.0729771532, 1.65639283111;MEURTHE-ET-MOSELLE
Ammoniac (NH3);13800;46.9922529396, 0.918968475294;37026312;46.9922529396, 0.918968475294;HAUTE-GARONNE
Ammoniac (NH3);72900;46.8415773261, 0.807206231676;37048039;46.8415773261, 0.807206231676;MEURTHE-ET-MOSELLE
Ammoniac (NH3);181000;47.0547265408, 0.624461763459;37098303;47.0547265408, 0.624461763459;PYRENEES-ATLANTIQUES
Ammoniac (NH3);72800;47.6644287901, 0.753358959952;37116310;47.6644287901, 0.753358959952;FINISTERE
Ammoniac (NH3);21400;47.6503583303, 0.528776167024;37274008;47.6503583303, 0.528776167024;FINISTERE
Ammoniac (NH3);200600;45.1438155389, 5.28235813005;38095110;45.1438155389, 5.28235813005;AIN
Ammoniac (NH3);163200;45.7775636218, 5.28201155979;38104578;45.7775636218, 5.28201155979;SEINE-MARITIME
Ammoniac (NH3);20400;45.75920482, 5.25449406697;38210020;45.75920482, 5.25449406697;PAS-DE-CALAIS
Ammoniac (NH3);162800;45.7282424302, 5.48853112761;38227023;45.7282424302, 5.48853112761;ILLE-ET-VILAINE
Ammoniac (NH3);44800;45.5560968313, 5.48158510877;38357033;45.5560968313, 5.48158510877;HAUTE-MARNE
Ammoniac (NH3);71300;45.0885166751, 5.20305023428;38410056;45.0885166751, 5.20305023428;CORSE-DU-SUD
Ammoniac (NH3);23100;45.1812360328, 5.3785722173;38500020;45.1812360328, 5.3785722173;GIRONDE
Ammoniac (NH3);133400;47.1356469766, 1.29768603047;39455384;47.1356469766, 1.29768603047;NORD
Ammoniac (NH3);20400;47.3311575426, 1.24326865546;41002189;47.3311575426, 1.24326865546;SAONE-ET-LOIRE
Ammoniac (NH3);11500;47.4342255254, 1.4126705528;41094800;47.4342255254, 1.4126705528;ISERE
Ammoniac (NH3);27600;47.864924397, 1.14133954962;41175800;47.864924397, 1.14133954962;AUDE
Ammoniac (NH3);55700;48.0883184759, 0.865102410716;41177118;48.0883184759, 0.865102410716;MARNE
Ammoniac (NH3);61800;47.8427986435, 1.1662227113;41187800;47.8427986435, 1.1662227113;HAUTE-MARNE
Ammoniac (NH3);11000;47.8781806455, 0.812204264986;41238900;47.8781806455, 0.812204264986;HAUTE-MARNE
Ammoniac (NH3);18000;47.7569265538, 1.03072774285;41287800;47.7569265538, 1.03072774285;HAUTE-MARNE
Ammoniac (NH3);35700;47.730025537, 1.14420881271;41290800;47.730025537, 1.14420881271;HAUTE-MARNE
Hydrochlorofluorocarbures (HCFC);20;45.817378706, 4.18475875254;42011001;45.817378706, 4.18475875254;AUBE
Ammoniac (NH3);66700;45.3614388836, 3.2247234094;43121058;45.3614388836, 3.2247234094;HAUTE-MARNE
Ammoniac (NH3);12500;45.1570794747, 3.54013942681;43188097;45.1570794747, 3.54013942681;AUBE
Ammoniac (NH3);49200;47.6665170183, -1.66894323324;44000122;47.6665170183, -1.66894323324;AUBE
Ammoniac (NH3);88000;47.5276304122, -1.23825455865;44000124;47.5276304122, -1.23825455865;AUBE
Ammoniac (NH3);32200;47.0919571205, -1.61185703225;44000129;47.0919571205, -1.61185703225;MARNE
Ammoniac (NH3);95600;47.5626499249, -1.62701193852;44000136;47.5626499249, -1.62701193852;MARNE
Ammoniac (NH3);29800;47.4753214275, -1.75534589039;44015086;47.4753214275, -1.75534589039;MARNE
Ammoniac (NH3);78000;47.0919571205, -1.61185703225;44041019;47.0919571205, -1.61185703225;MARNE
Ammoniac (NH3);14500;47.0919571205, -1.61185703225;44041042;47.0919571205, -1.61185703225;ARDENNES
Ammoniac (NH3);188600;47.6665170183, -1.66894323324;44051048;47.6665170183, -1.66894323324;MARNE
Ammoniac (NH3);120100;47.6665170183, -1.66894323324;44051121;47.6665170183, -1.66894323324;MARNE
Ammoniac (NH3);171200;47.5912908764, -1.32909330514;44065001;47.5912908764, -1.32909330514;ARDENNES
Ammoniac (NH3);110700;47.6283368115, -1.83260115758;44067197;47.6283368115, -1.83260115758;AISNE
Ammoniac (NH3);10500;47.4329565011, -1.23052285043;44072000;47.4329565011, -1.23052285043;AISNE
Ammoniac (NH3);93600;47.4956057664, -1.42087784828;44077338;47.4956057664, -1.42087784828;OISE
Ammoniac (NH3);55700;46.8844746731, -1.59754572755;44081087;46.8844746731, -1.59754572755;AISNE
Ammoniac (NH3);22600;46.9920383504, -1.5963650626;44083062;46.9920383504, -1.5963650626;AISNE
Ammoniac (NH3);96700;47.5950961407, -1.67687093042;44091001;47.5950961407, -1.67687093042;AISNE
Ammoniac (NH3);70500;47.4816832183, -2.15977451438;44098134;47.4816832183, -2.15977451438;AISNE
Ammoniac (NH3);123900;47.439222407, -1.49972730678;44110059;47.439222407, -1.49972730678;AISNE
Ammoniac (NH3);235100;47.0574494713, -1.37266957863;44142261;47.0574494713, -1.37266957863;AISNE
Ammoniac (NH3);74600;47.4426137963, -1.06708963956;44147197;47.4426137963, -1.06708963956;ARDENNES
Ammoniac (NH3);110200;47.0618139315, -1.30633725404;44165001;47.0618139315, -1.30633725404;AISNE
Hydroflurocarbures (HFC);212;47.5229526637, -1.18486387677;44180002;47.5229526637, -1.18486387677;AISNE
Ammoniac (NH3);17700;47.574787159, -1.20643363542;44191038;47.574787159, -1.20643363542;AISNE
Ammoniac (NH3);171400;47.4607094498, -1.27663443804;44202273;47.4607094498, -1.27663443804;AISNE
Ammoniac (NH3);63800;47.9387251306, 2.45310066292;45007519;47.9387251306, 2.45310066292;AISNE
Ammoniac (NH3);46400;47.8518109509, 2.38007762461;45049615;47.8518109509, 2.38007762461;AISNE
Ammoniac (NH3);90300;47.8649162873, 2.21911100322;45082584;47.8649162873, 2.21911100322;AISNE
Ammoniac (NH3);10400;48.0456035737, 2.69975413504;45104585;48.0456035737, 2.69975413504;AISNE
Ammoniac (NH3);334000;48.041179367, 3.05929060691;45115628;48.041179367, 3.05929060691;ARDENNES
Ammoniac (NH3);23500;48.157449918, 2.27066442442;45119538;48.157449918, 2.27066442442;ARDENNES
Ammoniac (NH3);62400;47.7836666933, 2.88096624144;45121558;47.7836666933, 2.88096624144;ARDENNES
Ammoniac (NH3);125000;48.1873386701, 2.32391555315;45139533;48.1873386701, 2.32391555315;ARDENNES
Ammoniac (NH3);187100;47.7956885633, 2.24309015401;45226593;47.7956885633, 2.24309015401;ARDENNES
Ammoniac (NH3);10400;47.8324925695, 2.17891358665;45241561;47.8324925695, 2.17891358665;ARDENNES
Ammoniac (NH3);31200;47.8334460976, 2.22580618045;45311564;47.8334460976, 2.22580618045;SAONE-ET-LOIRE
Ammoniac (NH3);64100;48.0547755223, 1.78743267284;45313540;48.0547755223, 1.78743267284;ISERE
Ammoniac (NH3);145000;44.6442558721, 1.22514981441;46066028;44.6442558721, 1.22514981441;DORDOGNE
Ammoniac (NH3);89400;44.4553395463, 0.296483216783;47110012;44.4553395463, 0.296483216783;FINISTERE
Ammoniac (NH3);134000;44.4211001832, 0.392427774754;47112058;44.4211001832, 0.392427774754;HAUTES-PYRENEES
Ammoniac (NH3);87200;44.3903135499, 0.308322402748;47310043;44.3903135499, 0.308322402748;PYRENEES-ATLANTIQUES
Ammoniac (NH3);27200;44.3068424016, 0.198531984054;47320012;44.3068424016, 0.198531984054;MORBIHAN
Ammoniac (NH3);166400;44.3068424016, 0.198531984054;47320030;44.3068424016, 0.198531984054;BOUCHES-DU-RHONE
Ammoniac (NH3);39300;47.0260394542, -0.948497251571;49000087;47.0260394542, -0.948497251571;VAUCLUSE
Ammoniac (NH3);41600;47.1810628649, -1.11219047783;49000677;47.1810628649, -1.11219047783;SAVOIE
Ammoniac (NH3);116800;47.6351223711, -1.04562865347;49000718;47.6351223711, -1.04562865347;LOIRE-ATLANTIQUE
Ammoniac (NH3);41200;47.0605120817, -1.02274723735;49001273;47.0605120817, -1.02274723735;AIN
Ammoniac (NH3);134700;47.2218319863, -1.04295978761;49001504;47.2218319863, -1.04295978761;SAONE-ET-LOIRE
Ammoniac (NH3);30300;47.1810628649, -1.11219047783;49001711;47.1810628649, -1.11219047783;ALPES-DE-HAUTE-PROVENCE
Ammoniac (NH3);110700;47.1078808209, -0.467290198863;49001810;47.1078808209, -0.467290198863;ALLIER
Ammoniac (NH3);89300;47.4642363595, -0.893374401784;49001863;47.4642363595, -0.893374401784;CHER
