NOM_DU_SITE;GROUPE_DE_DECHETS;CATEGORIE;FAMILLE IN;VEC;ACTIVITE ( Bq);COORDONNEE
IONISOS - INSTALLATION D'IONISATION DE POUZAUGES ;Déchets technologiques (Frottis, gants..);TFA;TFA;0,0099;10000;45.0731407189, 4.82749440325
IONISOS - INSTALLATION D'IONISATION DE POUZAUGES ;Résines échangeuses d'ions;TFA;TFA;0,25;10000;44.7993260667, 4.78090322264
CENTRE HOSPITALIER DÉPARTEMENTAL (DE VENDEE) - MEDECINE NUCLEAIRE;;VTC;DGD;2,2;-;45.0372253588, 5.05562961353
AREVA MINES - LA COMMANDERIE - MINE;Mine à ciel ouvert;AUTRES;RTMU;-;1,00E+12;44.9567516582, 4.89021200958
EUROFINS CEREP - Pharmacologie;;VTC;DGD;18,415;-;44.9530631195, 4.89091647064
EUROFINS CEREP - Pharmacologie;;FMA-VC;F3-7-01;0;430000000;45.2161692397, 4.8105035524
EUROFINS CEREP - Pharmacologie;;FMA-VC;F3-7-01;0,6552;2080000000;44.8923619913, 4.88906470788
EUROFINS CEREP - Pharmacologie;;FMA-VC;F3-7-01;0,01512;90000000;44.9199232005, 4.91917669201
EDF - CIVAUX - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;4,522;6,30E+15;45.4339564202, 5.9770366144
EDF - CIVAUX - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;8,40E+13;45.5676176384, 5.375861751
EDF - CIVAUX - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;13,432;1,90E+16;45.5776183738, 4.79714949766
EDF - CIVAUX - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;6,00E+13;45.1997857805, 5.82662920236
EDF - CIVAUX - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,255;3,60E+14;45.1999889411, 5.83673997128
EDF - CIVAUX - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;1,088;1,50E+15;45.4332903295, 5.75231879265
EDF - CIVAUX - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,896;1,20E+15;45.3442211326, 5.9773844087
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;65;410700000;45.1887079641, 5.70939038484
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;45.1854106599, 5.73141376995
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0,912;45220000;45.3422997107, 5.19636685864
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;1,536;157600000;45.753476759, 5.18163192588
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;45.1227377984, 5.70749924958
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-15;0;0;45.5306850623, 4.91200769363
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;45.3439004979, 5.50031856678
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;10,64;10540000;45.4362561015, 4.76413149141
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;20,91;4,69E+12;45.1664899559, 5.76464925983
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;0;0;45.3284112176, 5.26012318778
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;42;8,41E+12;45.3441783265, 4.8174557039
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,42;258200;45.5294324727, 4.87705183444
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,076;4210000;45.2578555278, 5.91055327317
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;12,825;9,23E+11;45.3472440893, 5.57776062602
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;1,275;402000000;45.3069463867, 5.61489470009
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;2,65;17300000;45.3073017375, 5.61799000359
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0;0;45.527252135, 4.25878497223
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;0;45.6387017567, 4.39073000402
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,879;26370000;46.0354046009, 4.07027072768
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;0,1198;1000000000;45.4864835702, 4.54480001573
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;2,90E+11;45.4303554505, 4.06164665917
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;12,5392;1,91E+11;45.4364746199, 4.38754437282
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;1,17572;1,40E+12;45.4364746199, 4.38754437282
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;12,3063;1,40E+12;45.4364746199, 4.38754437282
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;2,80675;51500000;45.4206842749, 4.3993077919
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;0;45.4944474915, 4.25949972795
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;0,1797;23130000000;45.5225775274, 4.19243739305
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0,08265;3,01E+11;45.5243017499, 4.18689000408
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,16896;1,39E+11;45.8877283452, 4.62230468522
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-15;0,36043;1350000000;46.0351295784, 4.2992171315
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;4,67712;12180000000;45.8025164966, 4.76524179553
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,5511;8250000000;45.7027454982, 4.82019859005
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;2,913482;2,68E+11;45.7027454982, 4.82019859005
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;5,67645;76660000000;45.6844941723, 4.84634417939
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;18,4203;38330000000;45.6924623012, 4.85144275045
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;145,509;1,64E+13;45.6844941723, 4.84634417939
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,6006;2,52E+11;45.6874425793, 4.85013874533
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;11,34;1,01E+12;45.7090411465, 4.85474785454
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;8,04;121000000;45.7125892789, 4.77356573903
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;40000000;46.0025786719, 4.32688849671
EDF - CIVAUX - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;0,1198;8,77E+13;45.8890017713, 4.45400000402
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;VTC;DGD;0,1;-;45.9467694333, 4.42978995369
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0;384000000;45.7062661127, 4.8772194869
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0;392000000;45.6874017597, 4.89578000385
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0,01008;5100000;45.6409634153, 4.8371379887
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0,01008;890000;45.776322321, 4.87250618166
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0,01008;720000;45.7318819293, 4.96601249301
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0,01008;6160000;45.6664386471, 4.83381359836
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0,00756;4040000;45.6662801232, 4.85858366535
BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;;FMA-VC;F3-7-01;0,00756;33000000;45.7320136551, 4.9963285405
CENTRE HOSPITALIER UNIVERSITAIRE DE POITIERS - MEDECINE NUCLEAIRE;;VTC;DGD;3,75;-;45.8976198036, 4.84062153793
SCINTIGRAPHIE DU CENTRE D'IMAGERIE DU POITOU (SCIP) - SCINTIGRAPHIE, IMAGERIE MOLECULAIRE;;VTC;DGD;2;-;45.7651462095, 5.02631699786
UNIVERSITE DE POITIERS - laboratoire Signalisation & Transports Ioniques Membranaires - ERL/CNRS 7368;;VTC;DGD;2,11;-;45.7240017618, 4.83700000388
UNIVERSITE DE POITIERS - SERVICE HYGIENE ET SECURITE - SOUTE RADIOACTIVE;;FA-VL;DIV6;0,001;;45.7410123952, 4.85560667408
UNIVERSITE DE POITIERS - SERVICE HYGIENE ET SECURITE - SOUTE RADIOACTIVE;;FA-VL;DIV9;0,0005;;45.7410123952, 4.85560667408
UNIVERSITE DE POITIERS - SERVICE HYGIENE ET SECURITE - SOUTE RADIOACTIVE;;FA-VL;DIV9;0,001;;45.6295246979, 6.44787946271
UNIVERSITE DE POITIERS - UMR-UP-CNRS 7267 ECOLOGIE & BIOLOGIE DES INTERACTIONS EBI EQUIPE PHYSIOLOGIE MOLECULAIRE DU TRANSPORT DES SUCRES;;FMA-VC;F3-7-01;0;5810000;45.4600017466, 5.98000000349
UNIVERSITE DE POITIERS - SERVICE HYGIENE ET SECURITE - SOUTE RADIOACTIVE;;AUTRES;S01;-;3500000;45.5695284393, 5.91659952106
UNIVERSITE DE POITIERS - UMR-UP-CNRS 7267 ECOLOGIE & BIOLOGIE DES INTERACTIONS EBI EQUIPE PHYSIOLOGIE MOLECULAIRE DU TRANSPORT DES SUCRES;;FMA-VC;F3-7-01;0,01008;1,80E+05;45.3553017404, 6.29905000338
UNIVERSITE DE POITIERS - UMR-UP-CNRS 7267 ECOLOGIE & BIOLOGIE DES INTERACTIONS EBI EQUIPE PHYSIOLOGIE MOLECULAIRE DU TRANSPORT DES SUCRES;;FMA-VC;F3-7-01;0,00756;140000;45.6101302301, 5.68545821357
SGS CEPHAC EUROPE - RADIOIMMUNOANALYSE;;VTC;DGD;3,8;-;45.498871254, 6.03160553814
SGS CEPHAC EUROPE - RADIOIMMUNOANALYSE;;FMA-VC;F3-7-01;0,00336;1000000;45.4514535139, 6.11951887046
SGS CEPHAC EUROPE - RADIOIMMUNOANALYSE;;FMA-VC;F3-01;0,01348;1000000;45.5986501594, 5.63173376
AREVA MINES - BESSINES-SUR-GARTEMPE;Bassin de LAVAUGRASSE ;AUTRES;RTMU;-;1,40E+14;45.7495580138, 6.41137816224
AREVA MINES - BESSINES-SUR-GARTEMPE;Bassin de LAVAUGRASSE ;AUTRES;RTMU;-;3,60E+12;45.8843089857, 6.11877617686
AREVA MINES - BESSINES-SUR-GARTEMPE;Bassin de LAVAUGRASSE ;AUTRES;RTMU;-;1,00E+12;46.0566908224, 6.56847893359
AREVA MINES - BESSINES-SUR-GARTEMPE;Bassin de LAVAUGRASSE ;AUTRES;RTMU;-;1,00E+12;45.7529017638, 6.2877000034
AREVA MINES - BESSINES-SUR-GARTEMPE;Bassin de LAVAUGRASSE ;AUTRES;RTMU;-;50000000000;46.0714502919, 6.52765384196
AREVA MINES - BELLEZANE - MINE;Mine à ciel ouvert (MCO);AUTRES;RTMU;-;1,51E+12;45.9273817739, 6.11455000347
AREVA MINES - BELLEZANE - MINE;Mine à ciel ouvert (MCO);AUTRES;RTMU;-;4,80E+13;46.3667017992, 6.66667000332
AREVA MINES - MONTMASSACROT - MINE;Mine à ciel ouvert (MCO);AUTRES;RTMU;-;1,90E+13;46.399301801, 6.52003000336
AREVA MINES - BESSINES-SUR-GARTEMPE;Mine à ciel ouvert (MCO) du BRUGEAUD;AUTRES;RTMU;-;1,30E+14;45.8522524898, 5.95514384739
AREVA MINES - BESSINES-SUR-GARTEMPE;Mine à ciel ouvert (MCO) du BRUGEAUD;AUTRES;DSH;-;0;46.1400017861, 6.09000000349
AREVA MINES - BESSINES-SUR-GARTEMPE;Mine à ciel ouvert (MCO) du BRUGEAUD;AUTRES;RTMU;-;4,70E+12;46.0523558794, 6.55142416466
AREVA MINES - BESSINES-SUR-GARTEMPE;Mine à ciel ouvert (MCO) du BRUGEAUD;AUTRES;RTMU;-;1,70E+12;45.8818156089, 6.08914843948
AREVA MINES - BELLEZANE - MINE;Stockage des curages des lacs de St Pardoux,de la Crouzille, de Bellezan et de Pontabrier;AUTRES;RTMU;-;40000000000;46.0781670162, 6.52462157429
AREVA MINES - BESSINES-SUR-GARTEMPE;Verses ;AUTRES;RTMU;-;5,60E+12;46.0769693457, 6.52727438376
AREVA MINES - BESSINES-SUR-GARTEMPE;Verses ;AUTRES;RTMU;-;1,70E+12;45.9262978432, 6.72863727833
AREVA MINES - BESSINES-SUR-GARTEMPE;Verses ;AUTRES;DSH;-;6,20E+11;45.3875323813, 4.28707154645
AREVA MINES - BESSINES-SUR-GARTEMPE;Verses ;AUTRES;DSH;-;70000000000;45.7313952358, 4.22774748922
AREVA MINES - BESSINES-SUR-GARTEMPE;Verses ;AUTRES;DSH;-;10000000000;45.4028292385, 4.76988457021
AREVA MINES - MARGNAC - MINE;Fosses à stériles de MARGNAC 1 et MARGNAC 2;AUTRES;DSH;-;1,10E+11;45.3598823036, 4.79641705456
AREVA MINES - PENY - MINE;Verse à stériles 141 de PENY;AUTRES;DSH;-;1,10E+11;45.351259897, 4.79723420154
AREVA MINES - JOUAC - MINE;Alvéoles de stockage;AUTRES;RTMU;-;1,07E+14;45.4423534605, 4.76498409213
AREVA MINES - JOUAC - MINE;Alvéoles de stockage;AUTRES;RTMU;-;0;45.4028292385, 4.76988457021
AREVA MINES - JOUAC - MINE;Alvéoles de stockage;AUTRES;DSH;-;6,72E+11;45.4028292385, 4.76988457021
AREVA MINES - JOUAC - MINE;Alvéoles de stockage;AUTRES;RTMU;-;2,42E+12;45.1227377984, 5.70749924958
AREVA MINES - JOUAC - MINE;Alvéoles de stockage;AUTRES;RTMU;-;1590000000;45.1287820639, 5.69869017877
CENTRE HOSPITALIER UNIVERSITAIRE - HÔPITAL DUPUYTREN - LABORATOIRE DE RIA;;VTC;DGD;2;-;45.4028292385, 4.76988457021
CENTRE HOSPITALIER UNIVERSITAIRE - HÔPITAL DUPUYTREN - MEDECINE NUCLEAIRE;;VTC;DGD;16;-;46.176842549, 6.19391515187
UNIVERSITE DE LIMOGES - LABORATOIRE D'IMMUNOLOGIE (PMRIL) - UMR 7276;;VTC;DGD;0,15;-;48.4482461737, 6.74521323038
FRANCE PARATONNERRE - PARC ESTER TECHNOLOGIE;;MA-VL;DIV2;0,0003;132000000;48.9003089712, 6.04918072299
ORANGE - PARAFOUDRES LIMOGES;;AUTRES;S04;-;;48.6377949883, 6.3091144316
PEARL - PEARL LIMOGES;;FMA-VC;F3-7-01;0,00756;101000;49.4642394057, 5.85879350391
PEARL - PEARL LIMOGES;;FMA-VC;F3-01;0,08088;2700;48.7019911575, 5.93511519789
AREVA MINES - FANAY - MINE;Mine à ciel ouvert de FANAY B;AUTRES;DSH;-;10000000000;48.6220920356, 4.99856936132
CENTRE HOSPITALIER EMILE DURKHEIM - SERVICES DE SOINS;;VTC;DGD;0,5;-;49.2910644642, 5.73143538442
CLINIQUE LA LIGNE BLEUE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;VTC;DGD;1;-;48.8613804574, 5.52070082825
CENTRE DE MEDECINE NUCLEAIRE DU PARC - MEDECINE NUCLEAIRE AUXERRE;;VTC;DGD;0,2;-;48.9333255625, 5.52111241694
CENTRE DE MEDECINE NUCLEAIRE DU PARC - MEDECINE NUCLEAIRE SENS;;VTC;DGD;0,15;-;48.7120651624, 5.6325277465
SITA IDF - ANGERVILLIERS;Déchets;AUTRES;DSH;-;1200000;48.7182688135, 5.27709647131
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;FMA-VC;F4-6-02;12,6;10000000000;49.2552155723, 6.11785380204
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;TFA;TFA;40;100000000;48.9070043263, 6.75344417533
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;FMA-VC;F3-6-03;55;1,00E+11;48.9082747171, 6.75413974972
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;FMA-VC;F4-6-01;22;3,00E+12;49.3037880313, 6.55076667295
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;FMA-VC;F3-7-01;14;5000000000;49.2101170167, 6.67936220497
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;MA-VL;F2-5-07;9,3;2,00E+11;49.1468808689, 6.80125458566
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;TFA;TFA;116,1;2000000;49.2252819502, 6.20833300364
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;FMA-VC;F3-01;44,8;4,00E+11;49.1049465632, 6.84454546038
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;TFA;TFA;80,5;100000000;49.0488252888, 6.60901395873
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;AUTRES;S01;-;5,00E+12;49.0718782576, 6.68891636014
CEA DAM - BRUYERES-LE-CHATEL;Déchets radioactifs conditionnés et entreposés dans les installations;AUTRES;S01;-;0;49.339860721, 6.00879048717
ANDRA - CHILLY-MAZARIN  AUTOROUTE A 126;Déchets;AUTRES;DSH;-;7800000000;49.183299999, 6.89999999731
ANDRA - CHILLY-MAZARIN  AUTOROUTE A 126;Déchets;AUTRES;DSH;-;9300000000;49.1468808689, 6.80125458566
METABRAIN RESEARCH - RECHERCHE;;FMA-VC;F3-7-01;0;27070000;49.2434527871, 6.15922122287
SANOFI - AVENTIS R&D - BIOLOGIE - RECHERCHE PHARMACEUTIQUE;;FMA-VC;F3-7-01;0;4200000000;49.2083343097, 6.1893300348
SANOFI - AVENTIS R&D - BIOLOGIE - RECHERCHE PHARMACEUTIQUE;;FMA-VC;F3-7-01;0;28000000000;
METABRAIN RESEARCH - RECHERCHE;;FMA-VC;F3-7-01;0,1008;13600000;49.2322839687, 6.03955404063
SANOFI - AVENTIS R&D - BIOLOGIE - RECHERCHE PHARMACEUTIQUE;;FMA-VC;F3-7-01;0,78624;1380000000;48.9358948833, 6.65005724204
SANOFI - AVENTIS R&D - BIOLOGIE - RECHERCHE PHARMACEUTIQUE;;FMA-VC;F3-7-01;0,06048;147000000;49.4419522359, 6.01868788968
METABRAIN RESEARCH - RECHERCHE;;FMA-VC;F3-7-01;0,0756;9800000;48.7398903248, 7.08744241051
SANOFI - AVENTIS R&D - BIOLOGIE - RECHERCHE PHARMACEUTIQUE;;FMA-VC;F3-7-01;0,00756;2000000;49.2824081696, 6.1795530096
METABRAIN RESEARCH - RECHERCHE;;FMA-VC;F3-01;0,08088;9750000;49.1471274521, 6.72179056681
SANOFI - AVENTIS R&D - BIOLOGIE - RECHERCHE PHARMACEUTIQUE;;FMA-VC;F3-01;1,86024;4250000000;49.1397725112, 6.71030137173
SANOFI - AVENTIS R&D - BIOLOGIE - RECHERCHE PHARMACEUTIQUE;;FMA-VC;F3-7-01;0,2016;3400000000;48.9877430571, 7.35621611314
CENTRE HOSPITALIER SUD FRANCILIEN - SITE DE CORBEIL - SERVICE DE MEDECINE NUCLEAIRE;;VTC;DGD;8,84;-;48.9884083407, 7.01995029558
ANDRA - BUTTE DE MONTBOUCHER;Déchets;AUTRES;DSH;-;34930000000;48.8608346676, 2.34527757247
ANDRA - BUTTE DE MONTBOUCHER;Déchets;AUTRES;DSH;-;0;49.3536934104, 6.17521245657
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 2355 INSTITUT DES SCIENCES DU VEGETAL (ISV);;VTC;DGD;0,15;-;49.3536934104, 6.17521245657
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 3296 VIROLOGIE MOLECULAIRE ET STRUCTURALE (VMS);;VTC;DGD;0,5;-;49.3337815351, 6.14235789464
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 3404 CENTRE DE GENETIQUE MOLECULAIRE (CGM);;VTC;DGD;0,368;-;48.1166999984, 6.53333000047
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 9034 LABORATOIRE EVOLUTION, GENOMES, SPECIATION (LEGS);;FA-VL;DIV9;0,0001;;48.119548757, 6.52642909805
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 2355 INSTITUT DES SCIENCES DU VEGETAL (ISV);;FA-VL;DIV9;0,002;1,60E+07;48.2218952846, 6.42982425489
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 2355 INSTITUT DES SCIENCES DU VEGETAL (ISV);;FMA-VC;F3-7-01;0;30000000;48.3655361488, 6.87668443608
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - INSTITUT DE NEUROBIOLOGIE ALFRED FESSARD (INAF);;FMA-VC;F3-7-01;0;1790000;48.2102659726, 6.43592228552
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 3082 LABORATOIRE D'ENZYMOLOGIE ET BIOCHIMIE STRUCTURALE (LEBS);;FMA-VC;F3-7-01;0;115920000;48.1917817785, 6.70664014394
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 2301 INSTITUT DE CHIMIE ET DES SUBSTANCES NATURELLES (ICSN);;FMA-VC;F3-7-01;0;999000000;48.0311094633, 5.97388074044
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 3404 CENTRE DE GENETIQUE MOLECULAIRE (CGM);;AUTRES;S01;-;30000;48.4316760494, 7.02625721278
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - INSTITUT DE NEUROBIOLOGIE ALFRED FESSARD (INAF);;FMA-VC;F3-7-01;0,0042;92500;48.3419519883, 6.63517548979
CNRS-CAMPUS DE GIF-SUR-YVETTE - CEA/CNRS/UVSQ - UMR 8212 - LABORATOIRE DES SCIENCES DU CLIMAT ET DE L'ENVIRONNEMENT (LSCE);;FMA-VC;F3-7-01;0,01008;10000;48.2491213223, 6.42933349374
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 3082 LABORATOIRE D'ENZYMOLOGIE ET BIOCHIMIE STRUCTURALE (LEBS);;FMA-VC;F3-7-01;0,01008;79100000;48.0511156463, 6.41918118011
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 2301 INSTITUT DE CHIMIE ET DES SUBSTANCES NATURELLES (ICSN);;FMA-VC;F3-7-01;0,04032;4000000;49.1030672233, 6.70430947208
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 2301 INSTITUT DE CHIMIE ET DES SUBSTANCES NATURELLES (ICSN);;FMA-VC;F3-7-01;0,00756;13000000;48.1925375804, 6.70302607885
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 3082 LABORATOIRE D'ENZYMOLOGIE ET BIOCHIMIE STRUCTURALE (LEBS);;FMA-VC;F3-7-01;0,00756;1900000;48.9999999973, 7.01667000862
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - INSTITUT DE NEUROBIOLOGIE ALFRED FESSARD (INAF);;FMA-VC;F3-7-01;0,01575;340000;48.9573366018, 6.20308276511
CNRS-CAMPUS DE GIF-SUR-YVETTE - CEA/CNRS/UVSQ - UMR 8212 - LABORATOIRE DES SCIENCES DU CLIMAT ET DE L'ENVIRONNEMENT (LSCE);;FMA-VC;F3-7-01;0,00063;1000000;49.1549248383, 6.70789729571
CNRS-CAMPUS DE GIF-SUR-YVETTE - CEA/CNRS/UVSQ - UMR 8212 - LABORATOIRE DES SCIENCES DU CLIMAT ET DE L'ENVIRONNEMENT (LSCE);;FMA-VC;F3-01;0,00674;;47.4423505336, -0.471952813669
CNRS-CAMPUS DE GIF-SUR-YVETTE - CNRS - UPR 2301 INSTITUT DE CHIMIE ET DES SUBSTANCES NATURELLES (ICSN);;FMA-VC;F3-01;0,24264;141000000;47.4452370732, -0.467607139523
CEA CIVIL - SITE DU BOUCHET;Déchets FA-VL (12 000 tonnes);FA-VL;F6-1-01;9600;7,20E+11;46.6750805988, -1.64551449913
CEA CIVIL - SITE DU BOUCHET;Déchets TFA (28 000 tonnes);TFA;TFA;22400,4;1,68E+11;47.9390801791, 0.168799529591
THALES AIR SYSTEMS - HAMEAU DE ROUSSIGNY - LIMOURS;;AUTRES;S01;-;1,00E+11;46.6499536142, -0.739709895423
IN2P3 - IPN D'ORSAY;Déchets liquides;FMA-VC;DIV3;0,015;1000000;48.0752091478, -0.716309673765
IN2P3 - IPN D'ORSAY;Déchets liquides;FA-VL;DIV9;0,05;10000000;47.3351162857, -0.183436934354
IN2P3 - IPN D'ORSAY;Déchets liquides;AUTRES;DSF;0,003;1000000;47.387345694, -0.118806523312
