NOM_DU_SITE;GROUPE_DE_DECHETS;CATEGORIE;FAMILLE IN;VEC;ACTIVITE ( Bq);COORDONNEE
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;2,769;13000;48.2340988268, 0.154594858014
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;0,639;3000;47.8271226423, 0.0761773659983
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;3;11300000;46.892603456, -1.25037724224
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;0;0;46.7358233206, -1.38511673826
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;0;0;46.8627189763, -1.2619634197
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;4,047;370000000;46.8197967399, -1.99336496393
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;FMA-VC;F3-1-03;7,668;1930000000;46.6777020891, -0.851266788912
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;3;908000;46.3740050283, -1.08536585174
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;FMA-VC;F3-1-03;0,426;115000000;46.8203853917, -1.76473972589
AREVA NC - PIERRELATTE - STD;Entreposage à la STD (Station de Traitement des Déchets) ;TFA;TFA;0,213;1000;46.5257686133, -0.996652023844
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FA-VL;DIV6;0,11;257000000;46.5257686133, -0.996652023844
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;10,3;0;46.8619975618, -0.924407857436
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);AUTRES;DSF;118;0;46.7199557449, -1.17842552047
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);AUTRES;S03;-;4000000;46.6439816759, -0.805848456627
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;14,2;0;46.7199557449, -1.17842552047
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;7,45;0;46.892603456, -1.25037724224
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;4,78;0;46.9660975051, -1.25099237077
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;15,12;0;46.8703207706, -1.01720000732
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;11,1;0;46.5378344121, -0.882185082345
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FA-VL;DIV6;13,64;7410000000;47.0018390888, -1.33167939307
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);AUTRES;DSF;5,6;0;46.554142133, -1.06126324427
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;1,11;0;46.9847459362, -1.23055034891
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;0,06;0;46.9847459362, -1.23055034891
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);AUTRES;DSF;0,38;0;49.6397578761, 0.634011795646
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;0,033;0;49.6397578761, 0.634011795646
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;0,004;0;49.7493846276, 0.641434634317
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);FMA-VC;F3-1-03;0,003;0;49.8075446807, 1.44988541062
AREVA NC - PIERRELATTE - STD;Entreposage à l'Usine Basse des Usines de Diffusion Gazeuses (AREVA NC);AUTRES;DSF;0,09;0;49.6215066464, 0.613879688631
ONET TECHNOLOGY NUCLEAR DECOMISSIONING - SOGEVAL;FONDASOL;TFA;TFA;6;730000000;49.6778183693, 0.30604039011
AREVA NC - PIERRELATTE - ZONE NORD;Installations d'enrichissement de l'uranium;TFA;TFA;48;0;49.8107077838, 0.90934886544
AREVA NC - PIERRELATTE - ZONE NORD;Installations d'enrichissement de l'uranium;TFA;TFA;29,7;0;49.7316199339, 1.09790026872
AREVA NC - PIERRELATTE - ZONE NORD;Installations d'enrichissement de l'uranium;TFA;TFA;27,7;0;49.5499613033, 1.2886869229
AREVA NC - PIERRELATTE - ZONE NORD;Installations d'enrichissement de l'uranium;AUTRES;DSF;1,2;300000;48.772335337, 1.67250813136
AREVA NC - PIERRELATTE - ZONE NORD;Installations d'enrichissement de l'uranium;AUTRES;DSF;9,7;0;46.2645286737, -0.628317520843
AREVA NC - PIERRELATTE - STD;Installations du site AREVA NC Pierrelatte (hors COMURHEX);TFA;TFA;9;0;46.840250131, -0.495951831017
AREVA NC - PIERRELATTE - STD;Installations du site AREVA NC Pierrelatte (hors COMURHEX);TFA;TFA;51;408000000;46.821366451, -0.667725649197
AREVA NC - PIERRELATTE - STD;Installations du site AREVA NC Pierrelatte (hors COMURHEX);TFA;TFA;145;1160000000;46.2084312168, -0.0931463276191
AREVA NC - PIERRELATTE - STD;Installations du site AREVA NC Pierrelatte (hors COMURHEX);AUTRES;DSF;3,8;0;46.3244073694, -0.0351544457899
AREVA NC - PIERRELATTE - STD;Installations du site AREVA NC Pierrelatte (hors COMURHEX);FA-VL;F6-1-02;327,1372;8,00E+12;46.7960708702, -0.355250195388
ONET TECHNOLOGY NUCLEAR DECOMISSIONING - SOGEVAL;RETIA LAQ;TFA;TFA;3,5;77800000;46.8366288511, -0.620625483609
ONET TECHNOLOGY NUCLEAR DECOMISSIONING - SOGEVAL;SITA MARSEILLE;AUTRES;S01;-;20200000;46.3441342158, -0.0813618365555
AREVA NP - PIERRELATTE - LEA;Sources radioactives;AUTRES;S01;-;13680000000;46.8299803666, -0.352195409102
INSTITUT DE RADIOPROTECTION ET DE SURETE NUCLEAIRE - PRP-CRI (PIERRELATTE) - SIAR;;VTC;DGD;0,005;-;46.5370642958, -0.440383743563
INSTITUT DE RADIOPROTECTION ET DE SURETE NUCLEAIRE (PIERRELATTE) - SITE DU TRICASTIN - IRSN/DRPH/SRBE/LRTOX;;TFA;TFA;15,65;61000000;46.3942998054, -0.0583425559507
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;5,4;10000000;46.2923574786, 0.115562064234
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;2,65;0;46.4470357613, -0.349145712219
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;429;8910000000;46.2637826224, -0.711696359682
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;255;16530000000;46.5710976597, -0.307822343421
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;20;4860000000;46.1565456583, -0.104528021789
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;64;4460000000;46.5565882872, -0.370574777421
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;8;7600000000;46.770537263, -0.649080303988
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;AUTRES;DSF;14,55;60000000;46.770537263, -0.649080303988
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;AUTRES;DSF;0,6;120000000;46.840250131, -0.495951831017
FBFC - SITE DE ROMANS;Déchets issus de l'INB 63;TFA;TFA;4,6;3980000000;46.770537263, -0.649080303988
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;20;20000000;46.6929986887, -0.499172202457
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;3,9;2000000;46.48355539, -0.59698845916
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;195;7000000000;46.925800971, -0.753088327639
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;359;36000000000;46.6319466834, -0.577235482324
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;10,2;2500000;46.0980700768, -0.0439629141593
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;1099;15000000000;46.2084312168, -0.0931463276191
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;5,7;14100000000;46.8803311946, -0.0937621139693
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;177;1,45E+11;46.8366288511, -0.620625483609
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;42,43;320000000;47.03346935, -0.50915807495
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;5,2;2000000000;46.9589629027, -0.436595953572
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;13;250000000;46.471303414, -0.328197055802
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;37;730000000;46.4594623163, -0.464252396754
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;42;32450000000;46.6329587068, -0.616982378537
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;TFA;TFA;510;43000000000;46.9362065845, -0.591571518221
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;67;91000000000;46.2526108481, -0.537430570144
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;130;1,26E+11;47.0446116696, -0.355331971173
FBFC - SITE DE ROMANS;Déchets issus de l'INB 98;AUTRES;DSF;4;30000000;46.840250131, -0.495951831017
STE CHAMBARD - SAINT-PAUL-LES-ROMANS;Déchets;AUTRES;DSH;-;370000000;46.840250131, -0.495951831017
AREVA NC - USINE DE CONVERSION;Déchets contenant de l'uranium naturel en attente de conditionnement;TFA;TFA;1;50000000;46.72061298, -0.554685078337
AREVA NC - USINE DE CONVERSION;Déchets contenant de l'uranium naturel en attente de conditionnement;AUTRES;DSF;15;40000000000;46.7249451231, -0.587502184659
AREVA NC - USINE DE CONVERSION;Déchets contenant de l'uranium naturel en attente de conditionnement;TFA;TFA;0,84;30000000;46.7829689416, -0.677278441238
AREVA NC - USINE DE CONVERSION;Déchets contenant de l'uranium naturel en attente de conditionnement;TFA;TFA;1,28;500000000;50.1061691965, 2.33368165432
AREVA NC - USINE DE CONVERSION;Déchets contenant de l'uranium naturel en attente de conditionnement;TFA;TFA;5;50000000;49.8097187328, 2.38193274214
AREVA NC - USINE DE CONVERSION;Déchets contenant de l'uranium naturel en attente de conditionnement;AUTRES;DSF;0,8;0;49.7305272489, 2.74670051554
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;67,76;9,50E+16;49.6621920864, 2.6187298159
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;1,00E+14;50.0802835709, 2.71130943943
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;1,173;1,60E+15;49.6855796928, 2.47057523756
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;13,038;1,80E+16;49.9650958283, 2.4074694609
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;3,816;5,30E+15;43.8481959133, 1.98085357468
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;6,20E+13;43.90318368, 1.8967431827
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,522;7,30E+14;43.5360460391, 2.10477974027
EDF - TRICASTIN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;5,487;7,70E+15;43.8507921139, 1.80101277203
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;24;66460000;43.8028351441, 2.25961747669
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;32;54950000000;43.4512793129, 2.06272679969
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;40,5;133000000;44.1005680078, 2.31248572703
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;7,5;5,00E+13;46.7791611766, -1.06159249187
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;9,24;3000000000;46.7975257829, -1.12869398785
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0,304;62160000;46.7975257829, -1.12869398785
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0,384;37710000;46.8533642784, 0.542397146277
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;2,076;83510000;46.3603056318, 0.608602395192
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0,692;1000000;46.4418794069, 0.162827402136
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-15;0;0;46.1643366336, 0.180357209687
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;46.5768480691, 0.776836997061
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;1,155;729000000;46.278084995, 0.527601693629
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;6,65;12140000;46.1063307292, 1.3662733992
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;1,33;146100;45.8086122361, 1.25704044025
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;2,66;2070000;45.8066826876, 1.28314359819
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;45,22;20240000;45.6151469543, 1.21480268832
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;5,32;4750000;45.8024670131, 0.936698838588
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;3,69;2,74E+11;45.4842350027, 1.19162369588
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;0;0;48.2712491324, 7.0536886863
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;22;1,70E+11;48.2159496316, 5.92054358669
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;84;2,40E+13;48.0831927271, 3.70224829247
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,42;351100;48.0913574986, 3.7687623021
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;111,105;13410000000;48.0337722576, 3.74556862219
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;3,41;3170000000;48.1661657613, 3.5883483651
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;3,93;4490000000;47.6504942381, 3.98583767031
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;48.1738779259, 3.03000432716
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;215,58;1360000000;47.8495784081, 3.2676003439
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0;0;47.756217154, 4.10652208462
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;60,61512;63570000000;48.0333018895, 3.56667000447
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;5,785;173600000;47.7295870614, 3.95828332674
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;4,193;79900000000;47.7352059143, 3.29775237735
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;48,04065;1,30E+11;47.9064043679, 3.78245310807
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;5,711;114200000;48.0358064979, 3.70673377863
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;16,888;16100000000;48.3512340713, 3.4050388966
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;2,90654;9,40E+11;48.6276975901, 2.09700720441
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;30,42285;9,40E+11;48.9827592458, 2.55544857004
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;48,61727;1600000000;49.1262942675, 1.89016276606
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;943000000;27.5276670002, -1.77253568374
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;0;27.5850971756, -1.77098235451
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;26,337075;1,41E+12;27.6213275338, -1.91429877552
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;55,79086;1,09E+11;27.6661651128, -2.02754701634
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;53,65248;6,52E+11;27.6661651128, -2.02754701634
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-15;10,15854;1220000000;27.45580378, -1.8538232171
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;131,9904;11010000000;27.6143337776, -2.09962215498
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;14,05138;100800000;50.9764821618, 2.49285678508
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;16,828;100800000;49.4638918697, 3.44656565305
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;3,325036;3,96E+12;49.6536273698, 3.33424934942
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;21,02826;5,65E+11;49.3715334761, 3.35034095574
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;6,4779;1,13E+12;50.0126759065, 3.69939200981
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;23,43601;2,64E+12;50.033299995, 3.7166700065
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;3,148002;731000000;49.4333000023, 3.36667000131
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;59,4378;2920000000;49.0361577336, 3.39927304374
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,84554;25240000;49.0444436532, 3.40230057789
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;75000000;49.6050266438, 3.22240432559
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;47540000000;49.6135019682, 3.23425000471
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;0,8985;5,26E+13;49.610001968, 3.23000000471
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;26,984;12280000000;49.6162021928, 3.21839569274
EDF - TRICASTIN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,0429;600000;49.041452971, 3.42009208056
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;TFA;TFA;7,05;100000000;49.4000000004, 3.96667001005
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;FMA-VC;DIV3;17,1;7000000000;49.3970534672, 3.33025300019
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;TFA;TFA;1,26;150000000;49.4430420486, 4.03831271488
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;TFA;TFA;1,28;50000000;
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;TFA;TFA;342;1000000000;49.9487019839, 3.42895000466
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;TFA;TFA;2,5;200000000;49.8241737659, 3.26919150845
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;AUTRES;DSF;2;0;49.8488557966, 3.19771055301
AREVA NC - USINE DE CONVERSION;Déchets d'origine URT (uranium de retraitement) en attente de conditionnement;AUTRES;DSF;15;2300000000;49.8057019772, 3.33150000469
COMURHEX (STE REYNAUD) - SOLERIEUX;Déchets en provenance de COMURHEX;AUTRES;DSH;-;1,61E+11;49.5844843123, 3.64612595609
COMURHEX (STE REYNAUD) - SOLERIEUX;Déchets en provenance de COMURHEX;AUTRES;DSH;-;2,37E+12;49.5694330491, 3.63495346138
CENTRE HOSPITALIER DE VALENCE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE;;VTC;DGD;3,5;-;49.5694330491, 3.63495346138
CRIIRAD - Laboratoire;;FMA-VC;F3-7-01;0;300;49.5797019667, 3.65175000455
CRIIRAD - Laboratoire;;FMA-VC;F3-7-01;0;11000;49.7379792387, 3.77508099057
ORANGE - PARAFOUDRES VALENCE;;AUTRES;S04;-;;49.3832999984, 3.18333000095
CENTRE HOSPITALIER DE VALENCE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE;;FMA-VC;F3-7-01;0,00168;3000000;49.3957709311, 3.11071849276
CRIIRAD - Laboratoire;;FMA-VC;F3-01;0,06066;240000;49.3724013163, 3.0971177285
CHUBB SECURITE - ACQUIGNY;Détecteurs d'incendie;AUTRES;S01;-;74800000;49.8676933858, 3.32980912745
CHUBB SECURITE - ACQUIGNY;Détecteurs d'incendie;AUTRES;S01;-;166500000;49.8628827404, 3.31400464144
CHUBB SECURITE - ACQUIGNY;Détecteurs d'incendie;AUTRES;S01;-;7400000;49.6832999989, 3.56667000798
CHUBB SECURITE - ACQUIGNY;Détecteurs d'incendie;AUTRES;S01;-;0;49.8652799477, 3.32746015746
CHUBB SECURITE - ACQUIGNY;Détecteurs d'incendie;AUTRES;S01;-;77700000;49.1937138001, 3.2879439073
ARMEE DE L'AIR - BA 105 EVREUX;Déchets de démantélements ;TFA;TFA;0,12;1000000;49.3750175147, 3.32788663141
ARMEE DE L'AIR - BA 105 EVREUX;dechets trities electroluminescent;AUTRES;S02;-;8,50E+12;49.9804244752, 3.63524092349
CLINIQUE BERGOUIGNAN - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;VTC;DGD;0,3;-;49.2200019493, 3.24000000467
GROUPEMENT EUROIS D'IMAGERIE MEDICALE - MEDECINE NUCLEAIRE;;VTC;DGD;0,5;-;49.4034530714, 2.37772732376
ARKEMA - SERQUIGNY - USINE;Déchets entreposés issus des travaux de fondation;FA-VL;F6-9-01;1884;0;49.3887605346, 1.99937629305
SITA IDF - BAILLEAU-ARMENONVILLE;Déchets;AUTRES;DSH;-;35000000;49.3903368918, 2.25117486123
SAS SATURNE - CISEL;;VTC;DGD;3,25;-;49.4361799557, 2.08635966388
ARMEE DE L'AIR - BA 279 CHATEAUDUN;Déchets aéronautiques;FA-VL;DIV9;19;474000000;49.4177336299, 2.11615002393
ARMEE DE L'AIR - BA 279 CHATEAUDUN;Déchets aéronautiques;FA-VL;DIV9;354,8;10030000000;49.4346395796, 2.06771758007
ARMEE DE L'AIR - BA 279 CHATEAUDUN;Déchets aéronautiques thorium (ni ZT1 - ni TZ6);FA-VL;DIV9;1;33000000;49.4225944181, 2.10710940373
ARMEE DE L'AIR - BA 279 CHATEAUDUN;Déchets divers en caisses;AUTRES;S02;-;13000000;49.1946070983, 2.20626072667
ARMEE DE L'AIR - BA 279 CHATEAUDUN;Déchets divers en caisses;AUTRES;S02;-;1,07E+13;49.3009376602, 2.60376887519
ARMEE DE L'AIR - BA 279 CHATEAUDUN;Déchets en conteneurs;FA-VL;DIV9;26;30000000;49.6295272377, 2.31134913066
ARMEE DE L'AIR - BA 279 CHATEAUDUN;Déchets Thorium non aéronautiques;FA-VL;DIV9;1;1000000;49.3790967716, 2.41318917006
BEAUFOUR-IPSEN INDUSTRIE S.A. - PREFORMULATION - SERVICE DEVELOPPEMENT PRODUIT;;FMA-VC;F3-7-01;0;16300000;49.3758304107, 2.51294275961
